model,n_est,max_depth,min_leaf,mean_acc,std_acc,lr
XGB,100,6.0,,0.8480746980378291,0.07745986415241454,0.15
XGB,150,5.0,,0.8479290391967644,0.07276335624009778,0.03
XGB,100,5.0,,0.8460237002551239,0.06876224209198627,0.03
XGB,100,5.0,,0.8455454226242654,0.0738574230908439,0.08
XGB,150,6.0,,0.8449895519492796,0.07145214689672684,0.03
XGB,150,5.0,,0.8437050555797011,0.07771984308795493,0.08
XGB,250,6.0,,0.8436602185864807,0.07614918485972096,0.03
XGB,100,6.0,,0.8436068610912626,0.06826570889946046,0.03
XGB,100,6.0,,0.8433423449305469,0.0789613015711015,0.08
XGB,250,5.0,,0.843298477850378,0.07632827863077073,0.03
XGB,100,5.0,,0.8432858567033269,0.0767505424981231,0.15
XGB,250,4.0,,0.8431876622148884,0.06898287061872262,0.03
XGB,150,4.0,,0.8428344419807834,0.07250257573764878,0.08
XGB,150,6.0,,0.8428328581987118,0.0759599248207083,0.15
XGB,250,5.0,,0.8428075790724684,0.0802399277257551,0.15
XGB,250,6.0,,0.842376765794236,0.07672897504765018,0.15
XGB,250,5.0,,0.8422643295445337,0.07573948995079874,0.08
XGB,150,5.0,,0.8419459156838623,0.07892746287365335,0.15
XGB,150,6.0,,0.8414248882144514,0.0784821293024369,0.08
XGB,250,4.0,,0.8414243480097139,0.07416235898557424,0.08
XGB,150,4.0,,0.8403637051169665,0.06683868722491378,0.03
XGB,250,6.0,,0.8398838805361778,0.07382204531464724,0.08
XGB,100,4.0,,0.8394112873324443,0.06448021425723409,0.03
XGB,100,4.0,,0.8390454459512883,0.07295289712329751,0.08
XGB,100,3.0,,0.8371285294399304,0.07286770248128742,0.15
XGB,100,4.0,,0.8370815684599006,0.07532863556973447,0.15
XGB,250,4.0,,0.8360848170547547,0.0692447430774978,0.15
XGB,100,3.0,,0.8351435471316355,0.06851556596111916,0.08
XGB,250,3.0,,0.8351219021099905,0.0675098984674497,0.03
XGB,150,3.0,,0.8348124752917719,0.07561837896076497,0.15
XGB,150,4.0,,0.8347549434872179,0.07315465231477035,0.15
XGB,250,3.0,,0.8333817798763913,0.07491317954022707,0.08
XGB,150,3.0,,0.8327609741364703,0.06735577353267361,0.08
XGB,150,3.0,,0.8308698769560935,0.06482179815590326,0.03
XGB,250,3.0,,0.8305557724559427,0.07708954270277751,0.15
GBM,100,4.0,,0.8304126673100014,0.06938403337842736,0.05
GBM,200,4.0,,0.8304126673100012,0.0687261721430631,0.05
GBM,200,4.0,,0.8294713605547411,0.0693433022876831,0.1
XGB,100,3.0,,0.8294286107161887,0.06460299005254262,0.03
GBM,100,4.0,,0.8275074830633536,0.07048307117197958,0.1
GBM,100,2.0,,0.8254395179409358,0.05338041842588142,0.05
RF,200,,1.0,0.822415476374637,0.0693294598992644,
RF,400,,1.0,0.8214852438164975,0.07052717165869081,
GBM,100,2.0,,0.8207863048277113,0.05976629059386064,0.1
GBM,200,2.0,,0.8206473862684867,0.07567517765203777,0.1
RF,100,,1.0,0.819667602203053,0.0741024975394684,
GBM,100,3.0,,0.8189554650303372,0.06577404445106055,0.05
GBM,200,3.0,,0.8186022816283735,0.0720941059957709,0.05
GBM,200,2.0,,0.8184380348333836,0.06174893170396717,0.05
RF,400,8.0,1.0,0.8171952815571647,0.07159104734681612,
