Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Geology_Class,Soil_Class,Elevation_m,Slope_deg,Ruggedness,LULC_Friction,Dist_to_Settlement_m,presence,Geology_Class_Missing,Soil_Class_Missing
loc_01563,Caves of cats and the spring of Tisgui,32.10495452985012,-6.762286699631312,13.0,5.0,721.2763061523438,7.174165188130306,3.8475244140625,0.15,46149.28749153339,1,0,0
loc_01564,Bioclastic marly limestone of Ait Taifelt Formation,32.1223439150025,-6.713658338118903,14.0,5.0,782.7816772460938,10.301872416213175,5.6586328125,0.35,41275.32046380763,1,0,0
loc_01565,Eroded sandstone of Jbel Taghmane,32.126827436234024,-6.723678000505694,14.0,5.0,806.3731079101562,18.627715293732287,12.81400146484375,0.15,41774.73123972603,1,0,0
loc_01566,Panoramic view of the red formations separated by the BI and BII magmatic events,32.12787953957747,-6.728983116670538,14.0,5.0,745.1170654296875,4.984930843717404,3.09482421875,0.15,42127.741288854464,1,0,0
loc_01567,Ruiniform of Jbel Al Maqourra,32.160183007937235,-6.777852623363809,71.0,5.0,810.796630859375,10.793044504216812,6.5976611328125,0.15,44364.82568709585,1,0,0
loc_01568,Triassic/Ordovician unconformity of Azrou,33.464333333333336,-5.172,71.0,3.0,1493.72705078125,5.150191985221662,2.4010107421875,0.15,6073.566824897996,1,0,0
loc_01569,Triassic/upper Devonian unconformity of Tigrigra,33.48683333333334,-5.261666666666667,56.0,3.0,1270.099853515625,4.587592933549374,2.4873486328125,0.2,6695.853778139041,1,0,0
loc_01570,Triassic clays and basalts Concordance of Azrou,33.46333333333333,-5.169333333333333,71.0,3.0,1516.031005859375,11.81783322059877,5.7908544921875,0.2,6222.824706924505,1,0,0
loc_01571,Triassic pillow lava of Azrou,33.46183333333333,-5.165166666666667,71.0,3.0,1548.709228515625,15.291274138044855,8.3387353515625,0.15,6475.230236042858,1,0,0
loc_01572,Lower Liassic dolomite of Akchmir,33.43516666666667,-5.223833333333333,71.0,3.0,1261.8927001953125,11.378084288024226,3.8923095703125,0.15,278.3231437766595,1,0,0
loc_01573,Quaternary basalts balls of Sidi-Addi,33.389,-5.345833333333333,71.0,3.0,1082.5826416015625,4.0311290299084215,2.101259765625,0.2,12154.852034898408,1,0,0
loc_01574,Quaternary/Triassic unconformity of Azrou,33.461666666666666,-5.165,71.0,3.0,1547.169189453125,14.036936101547996,7.547412109375,0.15,6480.095400134483,1,0,0
loc_01575,Chtifat (C 1),33.31166666666666,-5.135000000000001,58.0,7.0,2029.344482421875,9.09520508139445,5.1188818359375,0.15,16062.19523185307,1,0,0
loc_01576,Chtifat (C 2),33.295833333333334,-5.128888888888889,58.0,7.0,1923.0408935546875,5.363505067373108,2.7578515625,0.15,17862.275738147815,1,0,0
loc_01577,Lachmine Lakbir (LA 1),33.19499999999999,-5.111666666666666,58.0,7.0,2076.794189453125,8.438795143212026,4.20892578125,0.15,28661.87028739091,1,0,0
loc_01578,Ait Quassou,33.19222222222222,-5.068055555555556,71.0,9.0,1848.323486328125,12.450555291843203,6.8542333984375,0.15,30675.988885017257,1,0,0
loc_01579,Boutjatiout,33.362500000000004,-5.116111111111111,58.0,3.0,1919.538818359375,14.867182431389178,9.269736328125,0.15,12991.112240981824,1,0,0
loc_01580,Tichout Tazouggaght,33.34583333333334,-5.160833333333334,58.0,3.0,1987.0936279296875,15.619910787562835,9.376318359375,0.15,11568.513929362198,1,0,0
loc_01581,Tamarakoit,33.06166666666666,-5.066111111111111,58.0,9.0,2346.903076171875,15.29033294373444,9.452216796875,0.15,44030.29250033014,1,0,0
loc_01582,Tamahrart,33.51138888888889,-5.2525,56.0,3.0,1503.3763427734375,11.90417088362566,6.469697265625,0.2,8912.865198585157,1,0,0
loc_01583,Tizi Idguel,33.39305555555556,-5.159166666666667,71.0,3.0,1957.9990234375,15.17764482685055,6.212587890625,0.55,7752.746764196756,1,0,0
loc_01584,Selrhert (S 1),33.17611111111111,-4.993055555555555,71.0,9.0,2036.12548828125,10.388016051414928,6.1897607421875,0.15,32180.361936545225,1,0,0
loc_01585,Selrhert (S 2),33.18055555555555,-4.998888888888889,71.0,9.0,2065.328857421875,15.801174591795755,9.35072265625,0.15,32280.392162066724,1,0,0
loc_01586,Sidi Boundouh,33.23638888888889,-5.076944444444444,58.0,9.0,1826.5723876953125,0.7616786195884064,0.350283203125,0.2,26021.119815012786,1,0,0
loc_01587,H1,33.37555555555556,-5.14638888888889,58.0,3.0,1941.1005859375,4.345183038693372,2.3110400390625,0.15,9897.506320575993,1,0,0
loc_01588,H2,33.36388888888889,-5.153611111111111,58.0,3.0,1952.604736328125,3.101104501513216,1.6527490234375,0.15,10345.766503793604,1,0,0
loc_01589,Ich Ouaharrouq (IO 1),33.401944444444446,-5.151666666666667,71.0,3.0,2010.581298828125,12.897895234544462,6.8272265625,0.55,7825.063888206664,1,0,0
loc_01590,Ich Ouaharrouq (IO 2),33.39833333333333,-5.135000000000001,58.0,3.0,1958.5789794921875,5.845839747212622,3.8768798828125,0.15,9390.675747051831,1,0,0
loc_01591,Chtifat (C 3),33.2975,-5.122777777777777,58.0,7.0,1928.453125,11.763431663045887,6.757236328125,0.15,18000.350745779113,1,0,0
loc_01592,Sud Izyar,33.245,-5.096388888888889,58.0,7.0,1819.27587890625,1.5135222618231372,0.8851953125,0.2,24267.54586757056,1,0,0
loc_01593,Azougouash,32.972500000000004,-5.14138888888889,71.0,9.0,1928.2957763671875,7.103603819112758,4.06361328125,0.2,49625.60869632949,1,0,0
loc_01594,Houirt,33.653055555555554,-4.614999999999999,71.0,9.0,1192.65087890625,10.353690100272408,6.1728662109375,0.15,27797.59940780376,1,0,0
loc_01595,Bekrit,33.0625,-5.240277777777778,66.0,7.0,1917.0062255859373,7.086904934290033,3.9183984375,0.15,41350.72074705836,1,0,0
loc_01596,Outgui,33.63388888888889,-5.248055555555555,8.0,3.0,1339.5501708984375,5.5903445152622,3.456767578125,0.2,17590.641497492936,1,0,0
loc_01597,Si Mghid,33.19583333333333,-5.260555555555555,71.0,7.0,2079.29736328125,17.068717557967805,10.763115234375,0.55,26692.302039585,1,0,0
loc_01598,Ariana,33.51638888888889,-5.2427777777777775,58.0,3.0,1603.113525390625,10.372376860080909,6.5896044921875,0.55,9261.348385117786,1,0,0
loc_01599,Sidi abdel aziz,33.261944444444445,-5.053888888888888,58.0,9.0,1852.9017333984373,15.874370789808246,9.127412109375,0.1,24984.68844003948,1,0,0
loc_01600,Louugnina,33.01083333333333,-4.832222222222222,14.0,7.0,1628.653076171875,5.121376210558277,2.7853955078125,0.1,37746.97032553076,1,0,0
loc_01601,Talsast,33.228611111111114,-5.281666666666666,71.0,7.0,1946.3839111328125,10.79889057034016,5.58935546875,0.55,23425.890025247794,1,0,0
loc_01602,Lachmine Lakbir (LA2),33.191111111111105,-5.1025,58.0,7.0,2044.37646484375,10.567132201127947,6.3309619140625,0.15,29387.380638073908,1,0,0
loc_01603,Ali ou ahmed (A 1),33.22361111111111,-4.970277777777778,66.0,9.0,2150.30224609375,15.303549194756634,9.501279296875,0.55,27266.88754241093,1,0,0
loc_01604,Ich Ouaharrouq (IO 2),33.405,-5.139722222222223,71.0,3.0,1917.4117431640625,6.755443788224153,4.1852294921875,0.15,8692.305369245276,1,0,0
loc_01605,Regada,33.52027777777778,-4.966666666666667,71.0,3.0,1860.0400390625,11.187598702235638,5.5301708984375,0.15,13071.885777287756,1,0,0
loc_01606,Dayat Yfrah,33.57333333333334,-4.935555555555556,71.0,3.0,1726.837158203125,5.998128511119543,3.343232421875,0.15,16717.568960055083,1,0,0
loc_01607,Chmil Assou,33.280277777777776,-5.122777777777777,58.0,7.0,1923.6832275390625,10.77586429415998,5.6814013671875,0.15,19644.75411564792,1,0,0
loc_01608,Tabourit,33.18083333333333,-5.251666666666667,71.0,7.0,2105.020751953125,4.04116056885681,1.780556640625,0.15,28269.22571967101,1,0,0
loc_01609,Rabouba,33.23916666666667,-5.132222222222222,58.0,7.0,2017.5955810546875,18.25360324038873,11.6609912109375,0.15,23391.952016364605,1,0,0
loc_01610,Mijmouane,33.38611111111111,-5.1675,58.0,3.0,1989.7645263671875,3.4947138010852377,1.9378564453125,0.15,7660.643626383672,1,0,0
loc_01611,Am Larays,33.030833333333334,-4.89,71.0,7.0,1893.8057861328125,27.46902388823303,19.310986328125,0.15,39919.56839393805,1,0,0
loc_01612,Ouaoussentecht,33.595,-4.681666666666667,71.0,9.0,1599.3472900390625,3.801117635686765,2.0489794921875,0.2,26089.88094265568,1,0,0
loc_01613,Masrabe,33.242222222222225,-5.044722222222222,58.0,9.0,1852.017822265625,10.996418282898732,6.47373046875,0.15,27224.291097572204,1,0,0
loc_01614,Habri,33.38333333333333,-5.156388888888889,58.0,3.0,1954.6182861328125,4.729511056021974,2.9405517578125,0.15,8629.265009969533,1,0,0
loc_01615,Jbel Outgui,33.646966666666664,-5.252919444444444,8.0,3.0,1288.1600341796875,3.784779106440819,2.4171630859375,0.15,18916.495868727125,1,0,0
loc_01616,Tit Ouagmar,33.31097222222222,-5.1512,58.0,7.0,1952.3309326171875,27.487228620543256,16.6928515625,0.55,15387.534897926562,1,0,0
loc_01617,Chedifat-Tit Ouagma,33.29895555555555,-5.1368,58.0,7.0,1948.3292236328125,4.587751878811315,2.745693359375,0.15,17195.991644428053,1,0,0
loc_01618,Sidi Aziz,33.264375,-5.055613888888889,58.0,9.0,1798.716064453125,15.292997243897702,8.2339208984375,0.15,24674.52362249072,1,0,0
loc_01619,Afennourir,33.254102777777774,-5.272358333333333,18.0,7.0,1863.5286865234373,3.534354474093588,1.5547314453125,0.35,20472.0148805218,1,0,0
loc_01620,Dayet Ifrah,33.529872222222224,-4.979619444444444,71.0,3.0,1815.8509521484373,26.59441426747229,17.800546875,0.55,11847.796255722707,1,0,0
loc_01621,Polje de Ouiouane,33.53191944444444,-4.983661111111111,71.0,3.0,1746.086669921875,3.2984113346700403,1.9074609375,0.15,11480.371723008151,1,0,0
loc_01622,Bassin de Agoulmam,33.50780555555556,-4.980669444444445,71.0,3.0,1890.6005859375,10.091468007457774,5.3472314453125,0.15,11953.774428072757,1,0,0
loc_01623,Doline de Moutferraoun,33.493119444444446,-4.982372222222223,71.0,3.0,1907.208984375,8.706458379422928,4.8428125,0.55,12210.173104464648,1,0,0
loc_01624,Tichilite,33.326686111111115,-5.1640194444444445,58.0,3.0,1894.3172607421875,1.3336054946954066,0.8009423828125,0.15,13292.342315099851,1,0,0
loc_01625,Source Vittel,33.54771944444444,-5.110566666666666,71.0,3.0,1600.0457763671875,23.15000448450773,13.470322265625,0.55,2255.70254165437,1,0,0
loc_01626,Terrasses d’El Hajeb,33.689899999999994,-5.353913888888888,71.0,3.0,1089.410888671875,2.307300323219324,1.48705078125,0.15,28440.624320876308,1,0,0
loc_01627,Sources Oum Er Rbia,33.18032777777778,-5.424855555555556,71.0,9.0,1670.9732666015625,6.903290969095629,3.79248046875,0.35,33709.49983422159,1,0,0
loc_01628,Gorge de Azra Azegarh,33.748475,-5.230708333333333,8.0,3.0,947.327392578125,5.335668482092532,3.12306640625,0.2,27082.619121285083,1,0,0
loc_01629,Méandre Oued Akkous,33.783586111111106,-5.254316666666667,8.0,3.0,822.8953247070312,6.363072089296682,3.38590576171875,0.2,28661.681158241343,1,0,0
loc_01630,Gorge de l’Oued Defali,33.623491666666666,-5.439472222222222,71.0,3.0,1071.521240234375,15.62120945833012,9.3307958984375,0.15,28850.841780702813,1,0,0
loc_01631,Village Bou Youssef,33.719275,-5.318138888888889,8.0,3.0,997.0296630859376,11.055533129798746,7.5851416015625,0.15,28067.261853629727,1,0,0
loc_01632,Mohamed Messaoud,33.59363333333334,-5.375375,71.0,3.0,1387.80908203125,8.83642364333558,5.2235595703125,0.2,22461.71500966665,1,0,0
loc_01633,Paysage d’Ito,33.52139722222222,-5.315588888888889,71.0,3.0,1308.39599609375,9.817370312631436,5.2968359375,0.2,12733.053514816018,1,0,0
loc_01634,Creˆte de Tizra,33.553,-5.425538888888889,56.0,3.0,1094.6776123046875,19.21038049930448,10.933671875,0.15,22689.689035837404,1,0,0
loc_01635,Tammeroit,33.226508333333335,-5.426494444444445,19.0,9.0,1276.0283203125,21.294198409303807,10.9626513671875,0.55,29635.020427524323,1,0,0
loc_01636,Balcon de Timahdite,33.269463888888886,-5.005930555555556,71.0,9.0,1759.13232421875,11.217887049139229,7.3685400390625,0.15,27488.89192855811,1,0,0
loc_01637,Chevrons Timahdite,33.27117777777778,-4.938552777777778,66.0,9.0,1890.07177734375,22.68139794441776,14.5048291015625,0.15,21979.993820610605,1,0,0
loc_01638,Azrou unconformity,33.41831944444444,-5.163872222222222,71.0,3.0,1780.995361328125,11.094058726424274,4.91353515625,0.55,6083.24396372347,1,0,0
loc_01639,Douar Caid Ait Ouahi,33.32407222222223,-5.231183333333333,58.0,3.0,1860.338134765625,7.331175777940489,2.956826171875,0.55,12253.043036226973,1,0,0
loc_01640,Pillow lava of Malha valley,34.39453611111111,-5.383166666666666,64.0,1.0,343.3737487792969,11.269297211938968,6.220648193359375,0.15,35475.602017734665,1,0,0
loc_01641,Almou,33.37915555555556,-4.711366666666667,18.0,9.0,1955.440185546875,18.31423145934829,11.966630859375,0.15,2403.3282768045315,1,0,0
loc_01642,Mijmouane,33.364336111111115,-5.159780555555556,58.0,3.0,1947.93310546875,9.426362769949217,5.935556640625,0.15,9941.147902616824,1,0,0
loc_01643,Carry of Ouest Hebri,33.347297222222224,-5.161033333333334,58.0,3.0,1997.21826171875,16.07713692583448,10.114423828125,0.15,11420.64408190717,1,0,0
loc_01644,Boutjetiout,33.34464722222222,-5.126955555555555,58.0,3.0,2020.53125,17.035446501902893,9.8888671875,0.15,13592.012272879065,1,0,0
loc_01645,Tit Ouagmar,33.32478888888889,-5.137197222222222,58.0,3.0,1961.0655517578125,15.056706636770995,8.775615234375,0.15,14728.272696078608,1,0,0
loc_01646,Bou Ahsine,33.32251666666667,-5.095727777777777,58.0,9.0,1871.6962890625,17.52804404822466,10.5390087890625,0.15,17375.074174368237,1,0,0
loc_01647,Foum El Kheneg,33.131194444444446,-5.0413,58.0,9.0,1929.4063720703125,2.605300967758221,1.1793359375,0.15,37840.27971423527,1,0,0
loc_01648,Ifri N'Tfrane,33.45962222222222,-4.4115527777777785,18.0,9.0,1315.354248046875,31.25670723598391,25.02591796875,0.55,31382.5796638862,1,0,0
loc_01649,Laach O'Medda,33.462094444444446,-4.405919444444445,18.0,9.0,1309.6531982421875,18.88911849982604,11.4295654296875,0.35,31967.43127653851,1,0,0
loc_01650,Tassmante O'Moche,33.46461111111111,-4.392244444444445,18.0,9.0,1338.3275146484375,8.713321793531398,5.02298828125,0.15,33255.897097249064,1,0,0
loc_01651,Benguerir,32.283725,-7.936480555555556,8.0,8.0,491.8415222167969,2.210112303434235,1.076453857421875,0.2,5370.233252410852,1,0,0
loc_01652,Douar Mghila,32.929966666666665,-5.769566666666667,56.0,3.0,884.2703857421875,11.614772153324925,5.96513427734375,0.15,75477.7390864369,1,0,0
loc_01653,Ksar Al Goraane,32.29689444444444,-3.6355805555555554,14.0,3.0,1218.3154296875,1.0527073412402368,0.5903564453125,0.1,85605.55045539535,1,0,0
loc_01654,Tinjdad,31.573891666666665,-5.030261111111111,8.0,3.0,1005.012451171875,0.8234942123710741,0.43863037109375,0.1,47824.46331568058,1,0,0
loc_01655,Tamdakht,31.23743333333333,-7.21305,7.0,9.0,1975.58935546875,16.663588427006182,10.517197265625,0.1,45521.70091394832,1,0,0
loc_01656,Oued El Hdjar,30.19105,-6.269888888888889,14.0,3.0,975.27734375,16.92759979863138,9.73037841796875,0.1,44274.515270461554,1,0,0
loc_01657,Bensour,30.08461111111111,-6.439855555555556,14.0,3.0,897.7872924804688,1.079689392563625,0.37398193359375,0.1,63938.06976786342,1,0,0
loc_01658,Izarzar,30.13626111111111,-6.939791666666667,14.0,3.0,902.3643188476562,5.926382771397999,3.5933203125,0.1,87213.0914109031,1,0,0
loc_01659,Sidi Ali Ou Azza,29.87144444444445,-6.761644444444444,63.0,7.0,491.693115234375,0.7776897156473501,0.313509521484375,0.1,102413.3835687186,1,0,0
loc_01660,Tissint,29.727641666666663,-7.289619444444444,14.0,7.0,461.1881713867188,0.7076487286193285,0.376033935546875,0.1,65686.84339136425,1,0,0
loc_01661,Tirhert,29.55173333333333,-7.833644444444444,60.0,7.0,493.1549072265625,19.33359250945625,9.32460693359375,0.1,25320.637142497668,1,0,0
loc_01662,Kheng Ljouad,29.42676666666667,-8.585408333333334,66.0,3.0,727.9149169921875,33.93064190314295,20.695673828125,0.1,69345.71821620189,1,0,0
loc_01663,Mahbas Aaraid,28.058994444444444,-9.342263888888889,67.0,6.0,363.13232421875,0.8195745089283762,0.444239501953125,0.1,124562.36276508642,1,0,0
loc_01664,Zag,27.5832,-9.188877777777778,27.0,6.0,482.0260009765625,0.5544386067435553,0.197679443359375,0.1,177698.87514910547,1,0,0
loc_01665,Itqly,26.750219444444443,-12.95539722222222,8.0,6.0,173.2625274658203,4.313293154555337,2.6734368896484373,0.1,50860.84380432774,1,0,0
loc_01666,Gueltat Zemmour,25.19666388888889,-12.673663888888887,15.0,7.0,342.9926452636719,0.6500187036821276,0.294453125,0.1,223840.8009566524,1,0,0
loc_01667,Oum Dreya,24.406222222222222,-13.084286111111112,69.0,7.0,299.8297424316406,3.2588782719105507,1.7245263671875,0.1,300891.7316191712,1,0,0
loc_01668,Alluvial terraces of Aït Mallal,31.56131388888889,-6.465525,71.0,7.0,2343.00146484375,23.05341781089068,14.21681640625,0.15,82916.78261784163,1,0,0
loc_01669,Ras El Ma Waterfalls,34.14938611111111,-4.0049777777777775,71.0,8.0,930.007568359375,6.167270682419557,3.05912353515625,0.55,8993.45890723766,1,0,0
loc_01670,Ras El Ma resurgence,34.14704444444445,-4.012736111111111,71.0,8.0,1026.491943359375,19.103040950798928,11.9042431640625,0.55,9244.642758800726,1,0,0
loc_01671,Generalized erosion at Sidi Majbar,34.13324444444444,-4.036352777777777,71.0,8.0,1483.3502197265625,12.233624247559195,6.54677734375,0.55,11043.161031490215,1,0,0
loc_01672,Holm Oak on lapie,34.131194444444446,-4.042066666666667,71.0,8.0,1516.1014404296875,7.071947065231362,4.3168359375,0.55,11389.942131729513,1,0,0
loc_01673,Jbel Bou Massoud lapies field,34.12572222222222,-4.052275,71.0,8.0,1532.9310302734375,17.039919817684005,9.0462060546875,0.55,12243.24945879281,1,0,0
loc_01674,Ponor Dayet Chiker,34.10381944444445,-4.065458333333333,71.0,8.0,1354.1300048828125,3.8713514113786194,2.2125341796875,0.2,14942.524835129569,1,0,0
loc_01675,Dayet Chiker chasm,34.10001388888889,-4.071772222222222,71.0,8.0,1359.9698486328125,4.147315321561325,2.62150390625,0.2,15543.574579197371,1,0,0
loc_01676,Dayet Chiker Polje,34.099136111111115,-4.077411111111111,71.0,8.0,1391.2816162109375,14.323096991343814,8.011083984375,0.15,15830.157306366533,1,0,0
loc_01677,Friouato chasm,34.09307777777778,-4.096919444444445,71.0,9.0,1379.720458984375,5.935514918372369,2.4286962890625,0.55,17208.497391455658,1,0,0
loc_01678,Habiat under the Dayet Chiker escapment,34.09280555555556,-4.109363888888889,67.0,9.0,1469.6312255859375,13.237630407031451,6.572783203125,0.55,17794.92670887413,1,0,0
loc_01679,Ain Becher doline,34.06598611111111,-4.10591111111111,67.0,9.0,1646.11962890625,7.515652969774996,4.325185546875,0.55,20272.31880761792,1,0,0
loc_01680,Old lead pencil,34.068983333333335,-4.117061111111111,67.0,9.0,1494.3724365234375,19.1257693178316,12.0013330078125,0.15,20446.326366003632,1,0,0
loc_01681,Jbel Bou Slama cave,34.070663888888895,-4.119969444444444,67.0,9.0,1541.877685546875,13.415966313301617,9.7301513671875,0.55,20413.89478953513,1,0,0
loc_01682,Bab Boudir complex,34.00445833333333,-4.172994444444445,26.0,9.0,1429.06103515625,21.86368385315353,12.2523681640625,0.55,29234.94968554305,1,0,0
loc_01683,Dhar feurn waterfalls,34.085094444444444,-4.166172222222222,26.0,9.0,1419.187744140625,30.382133240436104,18.4336767578125,0.35,21596.21555169273,1,0,0
loc_01684,Ain Admame exsurgence,34.07975833333334,-4.188772222222222,26.0,9.0,1734.1171875,20.493525505266724,12.2940673828125,0.55,23451.142466048143,1,0,0
loc_01685,Volcano-sedimentary complex,34.081294444444445,-4.1469000000000005,26.0,9.0,1076.5533447265625,28.60943929036354,17.7912060546875,0.55,20794.89138147312,1,0,0
loc_01686,Beni Senane acriculture terraces,34.1597,-4.109958333333333,26.0,8.0,696.8211669921875,9.935950940125826,5.227939453125,0.2,12071.40308405662,1,0,0
loc_01687,Tazekka massif,34.1764,-4.110372222222222,26.0,8.0,771.8890380859375,14.364966293714517,7.9094384765625,0.55,10988.86733378421,1,0,0
loc_01688,Ouled Lakhal gorges,34.169013888888884,-4.098925,26.0,8.0,944.7564086914062,15.206847731914037,9.06841552734375,0.35,10627.682037062148,1,0,0
loc_01689,El Qelaa complex,34.128566666666664,-4.127402777777777,26.0,9.0,1158.7423095703125,28.78890364198472,16.00865234375,0.15,15621.523998875502,1,0,0
loc_01690,El Qelaa landslide,34.10535277777778,-4.066574999999999,71.0,8.0,1382.077880859375,19.09753843029357,13.0966357421875,0.35,14818.040362699629,1,0,0
loc_01691,Jbel Bou Massoud anticlinal,34.19662777777778,-4.2085333333333335,24.0,9.0,326.1423645019531,8.339833581217523,4.470650634765625,0.55,18623.04640471294,1,0,0
loc_01692,Jbel Bou Massoud fossilized lapies field,34.210994444444445,-4.167633333333334,64.0,9.0,602.2926025390625,16.128939297747465,10.548173828125,0.15,14639.848932456513,1,0,0
loc_01693,Tighigha fossilized lapies field,34.214708333333334,-4.135480555555556,8.0,9.0,403.3592529296875,10.293250308380596,5.680682373046875,0.2,11654.71471186607,1,0,0
loc_01694,Tighigha complex,34.21790555555556,-4.090177777777778,24.0,8.0,393.0704650878906,2.3728251086190184,1.23728515625,0.55,7486.999040202668,1,0,0
loc_01695,Clonial millitary camp,34.208419444444445,-4.1353583333333335,24.0,8.0,376.9261779785156,1.4710517630078377,0.8335888671875,0.2,11767.520106367096,1,0,0
loc_01696,Ain Khebbab exsurgence,34.18175833333333,-4.161677777777778,26.0,9.0,647.6354370117188,23.42922278834001,13.89544921875,0.15,14941.584416495276,1,0,0
loc_01697,Cascade Sahbab,33.657377777777775,-4.041383333333333,71.0,9.0,1842.3193359375,26.23354621540497,15.088291015625,0.1,63755.245670980585,1,0,0
loc_01698,Canyon of High-Tessaout valley,31.560558333333333,-6.463308333333334,71.0,7.0,2340.931396484375,42.713336400744254,32.504765625,0.15,82952.56053380814,1,0,0
loc_01699,Canyon of Ikiss,31.515316666666667,-6.457375,71.0,7.0,3564.464111328125,41.08576667247895,28.0909765625,0.1,78988.86072473167,1,0,0
loc_01700,Peak and cliffs of Tarkeddid mountain,31.482691666666664,-6.595744444444444,71.0,7.0,2596.043212890625,10.84332805898315,5.97169921875,0.15,69359.37723308624,1,0,0
loc_01701,Mount M’goun (4068 m),31.507213888888888,-6.443472222222223,71.0,7.0,4034.494140625,24.6732552120874,15.0371875,0.1,78973.18613684585,1,0,0
loc_01702,Glacial cirques and U-shaped valleys of M’goun,31.55526111111111,-6.462261111111111,71.0,7.0,2599.509033203125,25.43635552625543,15.31615234375,0.15,82499.55747988542,1,0,0
loc_01703,Ordovician Trilobites of Zagora Area Site 2,29.938897222222224,-6.193888888888889,8.0,8.0,557.2030639648438,3.035608914594134,1.72030517578125,0.1,55217.978562673576,1,0,0
loc_01704,Ordovician Trilobites of Zagora Area Site 3,29.93682777777778,-5.996452777777778,8.0,8.0,698.9446411132812,22.204666525713577,16.52415283203125,0.1,46110.44023112013,1,0,0
loc_01705,Ordovician Trilobites of Zagora Area Site 4,30.00067777777777,-5.874175,8.0,8.0,726.1864013671875,11.160198387440436,5.317864990234375,0.1,36561.17808721187,1,0,0
loc_01706,Ordovician Trilobites of Zagora Area Site 5,30.457102777777777,-5.630747222222222,11.0,3.0,930.1006469726562,12.116735779319,7.0306640625,0.1,24448.328246845023,1,0,0
loc_01707,The Ergs,30.230741666666663,-5.606866666666666,14.0,3.0,667.8968505859375,0.9776421957296452,0.35563720703125,0.1,24597.97889561852,1,0,0
loc_01708,The Regs of Tinzouline,30.577,-6.149,8.0,9.0,830.6195678710938,5.446492472668573,2.6049853515625,0.1,40763.08950377655,1,0,0
loc_01709,The Regs of Tamgroutat,30.2595,-5.684333333333334,14.0,3.0,682.8362426757812,3.363914132069796,1.9451220703125,0.1,16513.424038066172,1,0,0
loc_01710,Foum Chenna,30.48193611111111,-6.167511111111112,10.0,3.0,995.6436767578124,5.754534041114519,3.16094482421875,0.1,36028.59130714864,1,0,0
loc_01711,Assif Ouigane,30.45996388888889,-6.0931138888888885,10.0,9.0,938.499755859375,12.407372711121011,7.9901953125,0.1,28619.39688548975,1,0,0
loc_01712,Cheaba Lbâida,30.433297222222222,-6.025127777777778,10.0,3.0,901.6597900390624,13.996347452356652,6.31396728515625,0.1,21517.958851679374,1,0,0
loc_01713,Ordovician Trilobites of Zagora Area Site 6,30.42873888888889,-5.632844444444445,14.0,3.0,851.3064575195312,5.119659998755834,2.75120361328125,0.1,22566.39614567836,1,0,0
loc_01714,Ordovician Trilobites of Zagora Area Site 7,30.311822222222226,-5.618038888888889,14.0,3.0,698.5543823242188,0.7115307740389945,0.4292919921875,0.1,21092.680484440032,1,0,0
loc_01715,Ordovician Trilobites of Zagora Area Site 8,30.24915277777778,-5.542544444444444,14.0,3.0,704.90380859375,3.484227717971102,1.89042236328125,0.1,29597.25120788609,1,0,0
loc_01716,Ordovician Trilobites of Zagora Area Site 9,30.376372222222223,-5.570494444444444,8.0,3.0,1303.099853515625,7.068630302744121,3.6301318359375,0.1,26133.60984707277,1,0,0
loc_01717,Ordovician Trilobites of Zagora Area Site 10,30.439297222222223,-5.604897222222222,11.0,3.0,1382.9471435546875,10.43278178244706,5.2489013671875,0.1,25477.19566752291,1,0,0
loc_01718,Ordovician Trilobites of Zagora Area Site 11,30.47777777777777,-5.557497222222222,11.0,3.0,1095.3743896484375,7.089670809883403,3.68279296875,0.1,31563.23020528864,1,0,0
bg_00000,background,31.66845654564876,-4.144278112683518,13.0,11.0,1014.805908203125,4.463521870164344,2.64674072265625,0.1,39874.64006282946,0,0,0
bg_00001,background,32.42162611263692,-5.731927187648543,71.0,3.0,1419.2672119140625,8.15944649066936,4.6024951171875,0.15,59159.360480923955,0,0,0
bg_00002,background,32.81156927667658,-1.586382642280575,32.0,3.0,1205.8756103515625,5.175610191242035,2.9634912109375,0.1,46950.50059599954,0,0,0
bg_00003,background,27.287933640799686,-11.450065302922171,24.0,7.0,184.06529235839844,0.7833076107228268,0.562589111328125,0.1,173212.53944922317,0,0,0
bg_00004,background,26.01643656026182,-12.661831398499285,8.0,7.0,277.2637634277344,0.7575271568028022,0.41654296875,0.1,137219.70633268973,0,0,0
bg_00005,background,34.020692084701174,-6.186622622597752,14.0,10.0,261.389404296875,2.983445495946641,1.58972900390625,0.15,18504.81791592249,0,0,0
bg_00006,background,33.876556902339935,-3.9972590671202815,71.0,9.0,1084.568603515625,37.103416304449034,27.9508935546875,0.55,39336.1181973298,0,0,0
bg_00007,background,32.61661618332072,-7.56167808461442,32.0,8.0,451.5828552246094,2.705702406420675,1.52200927734375,0.2,43240.19669470961,0,0,0
bg_00008,background,31.546779474572062,-5.529287133533683,66.0,9.0,1317.5509033203125,4.144324025491911,2.4215283203125,0.1,2835.4375398943585,0,0,0
bg_00009,background,28.984275522284896,-10.251992326183878,10.0,6.0,181.30296325683594,1.8719835506210396,1.19379638671875,0.1,18925.463776745277,0,0,0
