Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Geology_Class,Soil_Class,Elevation_m,Slope_deg,Ruggedness,LULC_Friction,Dist_to_Settlement_m,presence,Geology_Class_Missing,Soil_Class_Missing
loc_00018,Imelouan Folds,32.155833333333334,-5.598333333333333,18.0,9.0,2178.271240234375,20.867695102836485,17.622465779958677,0.1,70838.28824902223,1,0,0
loc_00019,"Ait Ali Ou-Ikkou ""Red beds""",32.14472222222222,-5.557777777777778,71.0,9.0,2311.35546875,17.020516787957284,15.63974730436467,0.15,69363.63219956422,1,0,0
loc_00020,Todgha Gorges,31.584444444444443,-5.590833333333333,71.0,9.0,1482.126953125,36.74385944178508,64.64197382651085,0.15,9012.222275363476,1,0,0
loc_00021,Tamlalet Monkey’s fingers structures,31.44333333333333,-5.978055555555556,71.0,9.0,1635.86279296875,26.218801568870084,30.98998216361053,0.15,43255.8007033128,1,0,0
loc_00022,Tissadrine Folds,31.529444444444444,-5.925833333333333,71.0,9.0,1773.1461181640625,24.38729956571733,25.53653332418647,0.15,37419.00362305881,1,0,0
loc_00023,"Msemrir ""Red Beds""",31.72,-5.826666666666666,71.0,7.0,2049.147705078125,8.194471849094496,7.6302490234375,0.15,35649.74484622669,1,0,0
loc_00024,Ait Aritane Panoramic view,31.542222222222225,-5.566944444444444,66.0,9.0,1449.9647216796875,23.42981133832883,37.44224359181302,0.1,4110.575290906196,1,0,0
loc_00025,Ait Snan Fault,31.39527777777778,-5.5975,71.0,9.0,1360.6551513671875,1.4026424827471615,1.6220461002066116,0.1,15363.875579519465,1,0,0
loc_00026,"Tamtetoucht ""Red beds""",31.71722222222222,-5.507777777777778,71.0,9.0,1824.85009765625,4.315124525708093,4.49892961486312,0.15,21894.4903617053,1,0,0
loc_00027,Ait Hani Triassic salt cave,31.86416666666667,-5.470555555555555,71.0,9.0,2562.140869140625,23.419379524837392,29.10595904894112,0.1,38550.571591238,1,0,0
loc_00028,Ighrem N’Ougdal Middle Jurassic strata,32.009166666666665,-5.490833333333334,71.0,9.0,2342.634765625,4.974522714638319,5.927389349819215,0.05,54378.7958818117,1,0,0
loc_00029,Tinghir Paleozoic-Cretaceous unconformity,31.48305555555556,-5.539444444444444,8.0,9.0,1276.69384765625,8.489027910253434,5.819573016206095,0.1,4327.722740525457,1,0,0
loc_00030,Foum El Kouss Basalts,31.435277777777777,-5.655,13.0,9.0,1366.206298828125,2.9008153060247,4.072700437435434,0.1,15148.194911232264,1,0,0
loc_00031,Timaderouine Cretaceous-Tertiary strata,31.411666666666665,-5.722222222222222,71.0,9.0,1401.4979248046875,12.061740296562244,15.8536185272469,0.1,21841.446278007326,1,0,0
loc_00032,Imider Tertiary strata,31.375,-5.7908333333333335,13.0,9.0,1502.0279541015625,20.42420071062835,24.62287335356405,0.1,29521.50359316073,1,0,0
loc_00033,Anou N’Izm Tertiary strata,31.33944444444444,-5.838611111111111,13.0,8.0,1535.18701171875,13.183673837953906,17.97025217103564,0.1,35495.87828382546,1,0,0
loc_00034,Ait Youl Basalts,31.425,-6.011388888888889,71.0,9.0,1571.80419921875,6.061686706962852,10.783147638494318,0.15,46785.459117512,1,0,0
loc_00035,Ait Ibriren Quaternary deposits,31.441944444444445,-6.010833333333333,71.0,9.0,1684.2000732421875,21.27934631138978,26.20928501097624,0.15,46334.59934573949,1,0,0
loc_00036,Ait Ouglef Allochthonous limestones,31.454722222222223,-5.959722222222222,71.0,9.0,1763.1846923828125,33.211957618402494,37.67519107534866,0.15,41305.89956503022,1,0,0
loc_00037,Taghia N’Ait Hammou Gorges,31.53666666666667,-5.919444444444445,71.0,9.0,1871.8389892578125,49.67938960083032,78.03858228951447,0.15,36840.63211021445,1,0,0
loc_00038,Tilmi Folds,31.80138888888889,-5.926111111111111,71.0,7.0,3235.072509765625,21.22899931563965,25.019224560950413,0.15,48652.00160978642,1,0,0
loc_00039,Ait Attou Oumoussa Jurassic strata,31.861666666666668,-5.708055555555556,71.0,7.0,2308.11962890625,33.16465038142086,61.97328980501033,0.1,41379.40949722718,1,0,0
loc_00040,Redbeds,32.166,-5.523,71.0,9.0,2291.8017578125,12.045384344476895,9.531647485149794,0.1,71688.18116632386,1,0,0
loc_00041,Intraformational unc,32.193,-5.639,71.0,9.0,2250.5,9.687231265319118,8.755005891658058,0.9,68976.81010235767,1,0,0
loc_00042,Isli Lake,32.222,-5.55,71.0,9.0,2283.41796875,5.047793928497748,5.039518498192149,0.15,76545.99295406092,1,0,0
loc_00043,Tisli Lake,32.199,-5.629,71.0,9.0,2257.7021484375,6.21348457153992,7.550444295583677,0.1,69743.68649475397,1,0,0
loc_00044,Dolerite dykes and sills,32.153,-5.64,71.0,9.0,2174.27734375,17.843734852498383,14.163580271823347,0.1,70047.13256157683,1,0,0
loc_00045,Fairy chimneys,32.176,-5.599,71.0,9.0,2237.878662109375,18.043591056444985,17.447846720041323,0.1,73077.41524595869,1,0,0
loc_00046,Meandering Melloul river,32.159,-5.603,71.0,9.0,2166.27392578125,4.722552562612837,15.578986554106406,0.1,71229.63004702001,1,0,0
loc_00047,Sedimentary patterns,32.167,-5.545,71.0,9.0,2318.35498046875,11.337032178578443,15.26180349302686,0.15,71807.12240601449,1,0,0
loc_00048,Msadrid ridge,32.153,-5.593,18.0,9.0,2193.627197265625,26.173386549165667,29.111279700413224,0.1,70480.97468226097,1,0,0
loc_00049,Ait Ali Ou Ikkou's diapirsm,32.153,-5.593,18.0,9.0,2193.627197265625,26.173386549165667,29.111279700413224,0.1,70480.97468226097,1,0,0
loc_00050,Late Jurassic theropod tracks,32.142,-5.57,71.0,9.0,2215.2734375,19.43486581913366,18.16287609762397,0.1,69112.8042395822,1,0,0
loc_00051,Vertebrate tracks in the Isli Formation,32.157,-5.562,71.0,9.0,2215.26708984375,5.691909149240258,7.189384523502066,0.15,70743.27266345658,1,0,0
loc_00052,Traces of Selenichnites- Tilmi syncline,32.163,-5.546,71.0,9.0,2301.502685546875,22.402476337962888,30.89987409607438,0.15,71364.20979430796,1,0,0
loc_00053,Traces of Crocodylopodus meijidei,32.183,-5.458,71.0,9.0,2407.218017578125,14.632680179065732,15.959504939307852,0.1,73898.15001110364,1,0,0
loc_00054,Tassent ridge,32.15,-5.55,71.0,9.0,2314.31201171875,12.508787999380983,14.55172956482438,0.15,69927.55694125856,1,0,0
loc_00055,Akhiam cave,31.958,-5.696,71.0,7.0,2743.482177734375,15.273143359347486,13.318962664643594,0.15,50996.19486176353,1,0,0
loc_00056,The cliff granaries of Aoujgal,32.0,-6.333333333333333,71.0,9.0,1310.7635498046875,12.490324977480784,18.71419566761364,0.15,37208.22697552317,1,0,0
loc_00057,Archaeoctic limestone,31.875,-8.866666666666667,71.0,8.0,347.2945556640625,14.001315887573078,19.82941380020016,0.15,51884.75957533312,1,0,0
loc_00058,Sidi Bouzid escarpment,32.30027777777777,-9.251111111111111,69.0,9.0,0.0,0.0,0.0,0.9,1092.3481218454056,1,0,0
loc_00059,Chaâba valley,32.30277777777778,-9.230833333333331,69.0,8.0,24.019086837768555,12.903740604452636,14.99053740698444,0.55,898.6890501224395,1,0,0
loc_00060,Sidi Abderrahmane clayquarry,32.3325,-9.176666666666666,69.0,8.0,84.00806427001953,5.691311732770572,7.723564652371998,0.1,6958.997709863657,1,0,0
loc_00061,Sidi Abderrahmane dam,32.323888888888895,-9.180277777777777,69.0,8.0,73.5,0.0,0.120706857728564,0.9,6197.569218559435,1,0,0
loc_00062,Escarpment of Lalla Fatna,32.3875,-9.265,71.0,9.0,103.58576202392578,1.7349064671771348,3.009353007166838,0.2,10081.595725987292,1,0,0
loc_00064,El Goraan cave,32.5575,-9.254166666666666,17.0,3.0,48.8121452331543,5.463482067130809,6.387559685825316,0.15,28729.590112721675,1,0,0
loc_00065,Souira Lgdima,32.03777777777778,-9.340555555555556,71.0,3.0,11.194884300231934,2.291736652263597,2.425270387949037,0.05,30608.183720969308,1,0,0
loc_00066,Sidi Tiji Gypsum quarry,32.157777777777774,-8.865277777777777,68.0,8.0,335.76287841796875,20.08525852384037,20.674009717200413,0.1,32810.84803642279,1,0,0
loc_00067,Jorf Lihoudi,32.18,-9.26,71.0,3.0,46.47063446044922,33.85200349910861,31.703385225012283,0.15,13418.135851445651,1,0,0
loc_00069,Panoramic view of the cliff,32.30027777777777,-9.251111111111111,69.0,9.0,0.0,0.0,0.0,0.9,1092.3481218454056,1,0,0
loc_00070,Lake Afourgagh- charophytes tufas & gyrogonites,33.61666666666667,-4.883333333333333,71.0,3.0,1437.128173828125,4.549120902683868,7.977585469395661,0.2,23000.8681415211,1,0,0
loc_00071,Lake Aoua (Dayet Aoua),33.65555555555555,-5.333333333333333,71.0,3.0,1164.968017578125,1.7954283082448508,2.151592160059401,0.15,25304.890576559184,1,0,0
loc_00072,Lake Ifrah (Dayet Ifrah),33.5625,-4.916666666666667,71.0,3.0,1685.5123291015625,5.260107957112422,6.175748966942149,0.15,18097.90184884755,1,0,0
loc_00073,Lake Aguelmame Sidi Ali,33.07611111111112,-5.003611111111111,71.0,9.0,2083.602783203125,1.8879821345795669,3.161181237086777,0.15,40903.77395647355,1,0,0
loc_00074,Frasnian-Famennian Kellwasser black limestones of Bou Ounabdou,33.142833333333336,-5.518,71.0,9.0,1240.796142578125,12.18283338857304,12.823192754067666,0.15,42228.97269953822,1,0,0
loc_00075,Famennian Griottes limestones of Bou Ounabdou,33.14266666666666,-5.5175,71.0,9.0,1241.7813720703125,11.578979110115249,12.415116743607957,0.15,42213.42557830622,1,0,0
loc_00076,Famennian Zebra griottes limestones of Ziyar,33.0425,-5.738666666666667,8.0,3.0,972.6912231445312,10.078278478595164,10.629656326672263,0.15,64537.17168454924,1,0,0
loc_00077,Arich OuzellaFm,31.142222222222223,-9.707777777777777,68.0,3.0,430.5691528320313,7.210997754611064,9.64733911939889,0.35,41420.80998277794,1,0,0
loc_00078,Chiker polje,34.118611111111115,-4.040555555555556,71.0,8.0,1344.6116943359375,0.558368552798187,2.8388379309788223,0.2,12715.54371420903,1,0,0
loc_00079,Chiker cave,34.12166666666667,-4.038333333333333,71.0,8.0,1346.4769287109375,7.865995902008005,13.296947636880166,0.15,12339.70914187479,1,0,0
loc_00080,Dolines of Ademame,34.04361111111111,-4.095,71.0,9.0,1423.4893798828125,12.490324977480784,9.67986606566374,0.55,22165.545960322444,1,0,0
loc_00081,Ras El Oued cave,33.95916666666667,-4.0,18.0,8.0,888.1976318359375,26.63726363993884,39.11704508463541,0.55,30146.88817653147,1,0,0
loc_00082,Chaâra lapiaz,33.97361111111111,-4.224722222222223,26.0,9.0,1218.2015380859375,6.538174542175571,4.547774890237603,0.55,34702.17093221022,1,0,0
loc_00083,Chaâra cave,33.95583333333334,-4.246111111111111,26.0,9.0,1265.4425048828125,33.201915690930825,40.8575943875904,0.55,37453.16220160987,1,0,0
loc_00084,GueltaTameda Lake,33.81777777777778,-4.081666666666666,71.0,9.0,1457.727294921875,1.63319636452748,3.5823934255552685,0.9,46326.10433989286,1,0,0
loc_00085,Taffert canyons,33.72138888888889,-4.2275,71.0,9.0,1181.843017578125,40.12698614723842,46.226998321281,0.15,57168.08112486565,1,0,0
loc_00086,Aïn Sebou,33.73694444444445,-4.532777777777778,71.0,8.0,673.1033935546875,24.27007134084491,17.372701849819215,0.15,29449.49451759153,1,0,0
loc_00087,Addan onion peels,29.213335,-8.203033,46.0,7.0,450.4251403808594,2.019416004034639,2.239810912077092,0.1,63433.92516224948,1,0,0
loc_00088,Akka badlands,29.483864,-8.295043,71.0,7.0,579.846923828125,3.486324251041411,2.383620585291838,0.1,42917.02094782206,1,0,0
loc_00089,Tata hearts,29.483864,-8.295043,71.0,7.0,579.846923828125,3.486324251041411,2.383620585291838,0.1,42917.02094782206,1,0,0
loc_00090,Imitek Karsts,29.603338,-8.251098,56.0,7.0,770.0392456054688,18.33481131104658,17.14321268885589,0.1,31505.89505847208,1,0,0
loc_00091,Issafenflat-irons,29.854611,-8.533996,56.0,7.0,1131.458251953125,3.1260740200288675,3.16756521177686,0.1,55772.00239851437,1,0,0
loc_00092,Tadakoust Pyramids,29.270107,-8.678496,56.0,7.0,731.8260498046875,32.48429056559153,35.3710579359827,0.1,86664.52585776061,1,0,0
loc_00093,Issafen chevrons,29.850649,-8.512572,71.0,7.0,1341.591796875,21.895878364173857,35.38970896823347,0.1,53659.44616492296,1,0,0
loc_00094,Ait Ouabelli chasms,29.213335,-8.203033,46.0,7.0,450.4251403808594,2.019416004034639,2.239810912077092,0.1,63433.92516224948,1,0,0
loc_00095,Tagmout mask,29.270107,-8.678496,56.0,7.0,731.8260498046875,32.48429056559153,35.3710579359827,0.1,86664.52585776061,1,0,0
loc_00096,Alougoum Pyramid,29.442398,-8.264208,71.0,7.0,614.5865478515625,23.01795212932434,30.47660487151343,0.1,44204.01319685871,1,0,0
loc_00097,Messalite cave,29.442398,-8.264208,71.0,7.0,614.5865478515625,23.01795212932434,30.47660487151343,0.1,44204.01319685871,1,0,0
loc_00098,Tamzrart Petrified waterfall,29.339495,-8.52788,49.0,3.0,736.9594116210938,29.39721078804148,46.131295196281,0.1,70453.99154376212,1,0,0
loc_00099,Foum Zguid water gap,30.140782,-6.877585,8.0,3.0,677.3510131835938,1.65072685623932,1.3149232470299588,0.1,86725.34864337214,1,0,0
loc_00100,Tissint water gap,29.91642,-7.374716,10.0,3.0,621.0863037109375,5.20687268704095,8.004744600658574,0.1,60417.7006086088,1,0,0
loc_00101,Sidi Rezzoug water gap,29.748743,-7.659674,8.0,9.0,615.0166015625,1.0049701208304378,1.2619422092910642,0.1,29922.391513143244,1,0,0
loc_00102,Tata water gap,29.705037,-7.986517,8.0,7.0,631.6235961914062,0.9649669112691428,0.9674218548230888,0.2,4879.833080778235,1,0,0
loc_00103,Akka water gap,29.475754,-8.277655,71.0,7.0,579.6940307617188,2.306984839941124,1.8974569021177683,0.1,42337.579747520926,1,0,0
loc_00104,Ait Ouabelli water gap,29.240173,-8.53858,71.0,7.0,476.769775390625,2.0490575161352287,1.511522529538998,0.1,78746.1145228218,1,0,0
loc_00105,Icht water gap,29.086675,-8.85169,14.0,7.0,532.5695190429688,0.752924066313655,0.3279065849367252,0.1,109049.70301424002,1,0,0
loc_00106,Fam El Hisn water gap,29.06027,-8.925848,24.0,7.0,543.4288940429688,0.8771481501016923,0.7460352369576446,0.1,105493.02169167464,1,0,0
loc_00107,Tizgui Ida Ou Baloul water gap,29.741683,-8.50205,49.0,7.0,1009.016357421875,20.66498786999203,26.947661596881456,0.1,51407.5379938694,1,0,0
loc_00108,Ibn Yaakoub water gap,30.068945,-7.954123,56.0,9.0,1457.3282470703125,10.22826042315406,5.937042992962294,0.1,35897.287861758625,1,0,0
loc_00109,Rokan water gap,29.983764,-7.95061,71.0,9.0,1320.9622802734375,24.2924005838608,24.288947491606404,0.1,26458.040306200764,1,0,0
loc_00110,Targant water gap,29.912618,-7.684191,49.0,3.0,1336.66943359375,7.306577507384361,17.51383026375258,0.1,33160.78786844063,1,0,0
loc_00111,Alougoum water gap,30.089514,-6.910584,71.0,3.0,818.7493896484375,13.260041691885515,21.62759727288869,0.1,92367.2961797405,1,0,0
loc_00112,Desert mermaid,29.646508,-7.756531,14.0,7.0,485.0333862304688,6.755124416802448,5.011232990863895,0.1,23386.616677978767,1,0,0
loc_00113,Tata oyster,29.646508,-7.756531,14.0,7.0,485.0333862304688,6.755124416802448,5.011232990863895,0.1,23386.616677978767,1,0,0
loc_00114,Akka Phillyrea,29.646508,-7.756531,14.0,7.0,485.0333862304688,6.755124416802448,5.011232990863895,0.1,23386.616677978767,1,0,0
loc_00115,Draa double winged eye,29.028776,-8.591492,71.0,7.0,785.2830200195312,11.66284548644682,14.350940546713584,0.1,99987.6512601737,1,0,0
loc_00116,Tagragra of Tata inlier,29.899215,-7.94165,49.0,9.0,1219.5758056640625,5.140937341587993,6.51601945861312,0.1,17205.80210899244,1,0,0
loc_00117,Agouliz inlier,29.751482,-8.161377,71.0,7.0,1531.5142822265625,30.71713166770392,43.678281169292354,0.1,18522.369114854995,1,0,0
loc_00118,Aigou inlier,29.737174,-8.320678,49.0,9.0,1343.1099853515625,22.401974603676507,23.13275196926653,0.1,33910.592333065455,1,0,0
loc_00119,Tanmrout inlier,29.737174,-8.320678,49.0,9.0,1343.1099853515625,22.401974603676507,23.13275196926653,0.1,33910.592333065455,1,0,0
loc_00120,Tagragra of Akka inlier,29.460147,-8.677734,71.0,3.0,1078.49755859375,12.92026861407457,13.366692156831094,0.1,75499.08064105027,1,0,0
loc_00121,Alougoum gorge,30.308991,-6.837444,10.0,9.0,809.2957153320312,1.1312669676933715,1.177775233245093,0.1,68325.34361178312,1,0,0
loc_00122,Tlit gorge,30.278531,-7.062836,49.0,9.0,935.4249267578124,7.783566986596692,11.000997748256715,0.55,72815.92006920444,1,0,0
loc_00123,Aguinane gorge,30.195719,-7.540216,49.0,9.0,1114.17529296875,7.72601520562961,9.68513829254907,0.55,64861.542316545136,1,0,0
loc_00124,Tagmout gorge,29.971009,-8.257101,56.0,9.0,1064.39208984375,1.7734912974092971,1.546819513494318,0.55,37315.682202885095,1,0,0
loc_00125,Agouliz gorge,29.732906,-8.189294,38.0,7.0,948.2532958984376,9.629127835856108,13.825940344944474,0.1,21263.74252699825,1,0,0
loc_00126,Aygou gorge,29.734488,-8.261025,49.0,7.0,975.6331176757812,10.491992966549876,14.140487797004132,0.55,28167.267822138285,1,0,0
loc_00127,Targant gorge,29.481527,-8.375144,71.0,3.0,799.5192260742188,7.812741976097995,12.165392662868026,0.1,49033.70079930046,1,0,0
loc_00128,Tamzrart gorge,29.361629,-8.518739,49.0,3.0,629.822509765625,35.772209616724425,34.93805385621126,0.15,68203.83941946916,1,0,0
loc_00129,Tadakoust gorge,29.254602,-8.694864,56.0,7.0,589.399169921875,25.56594265965004,26.830497300329288,0.1,88976.98098486787,1,0,0
loc_00130,Ighir Ighnain gorge,29.227937,-8.924098,71.0,9.0,812.1715698242188,14.37797890595748,24.70836897920971,0.1,94053.7220109565,1,0,0
loc_00131,Tamanart canyon,29.167098,-8.958087,56.0,9.0,684.3395385742188,17.673320572633347,20.60880197572314,0.1,95393.27965284909,1,0,0
loc_00132,Foum Zguid mesa,29.888118,-6.827353,60.0,7.0,694.3156127929688,29.37609952730305,36.243154982889976,0.1,107082.71865803836,1,0,0
loc_00133,Addana Onion Peels,29.21444444444444,-8.233055555555556,46.0,7.0,496.9561767578125,10.60281612870176,12.926857435998835,0.1,64412.89380571784,1,0,0
loc_00134,Foum Zguid stream,30.09611111111111,-6.887499999999999,71.0,3.0,938.107421875,17.853081606431704,26.24224349092846,0.1,91661.19509400873,1,0,0
loc_00135,"Badlands of Akka (glaciofluvial,
 fluviomarine, & stream alluviums)",29.47055555555556,-8.293055555555556,8.0,7.0,574.3182983398438,2.2216868585441016,1.9429623942729848,0.1,43801.09328790528,1,0,0
loc_00136,Hearts of Tata,29.36722222222222,-8.321944444444444,71.0,7.0,564.2230224609375,8.575128724654618,8.476624039579029,0.1,54212.984076102686,1,0,0
loc_00137,Karsts of Imitek,29.61583333333333,-8.261111111111111,56.0,7.0,776.7150268554688,6.327861822444092,10.140965485375776,0.1,31682.85720386229,1,0,0
loc_00138,ssafen’s Flatiron,29.84722222222222,-8.516944444444444,71.0,7.0,1238.672119140625,13.185011390292324,14.69758542904184,0.1,53991.93989689765,1,0,0
loc_00139,Pyramids of Tadakoust,29.32638888888889,-8.531111111111112,71.0,3.0,851.4248657226562,22.16652854937555,25.21187824848269,0.1,71637.99555993568,1,0,0
loc_00140,Jbel Younech Ruiniform aspects,35.896051,-5.390169,82.0,9.0,206.20050048828125,14.933764621665375,14.211950507045778,0.15,6830.681559188672,1,0,0
loc_00141,Abdessamad cave,35.896051,-5.390169,82.0,9.0,206.20050048828125,14.933764621665375,14.211950507045778,0.15,6830.681559188672,1,0,0
loc_00142,Mujer Muerta,35.908787,-5.389026,82.0,9.0,30.487207412719727,22.03316693570002,23.888560830068982,0.15,8126.617190687022,1,0,0
loc_00145,Jbel Chendir,35.906329,-5.38799,82.0,9.0,106.45947265625,25.78052069182892,31.0722046528966,0.55,7837.859822241699,1,0,0
loc_00146,Socio-cultural complex,35.90611111111111,-5.388055555555556,82.0,9.0,115.6205596923828,30.961155908301706,33.15992711595268,0.1,7816.604915821727,1,0,0
loc_00147,The travertine terraces of Bel Younech,35.907023,-5.393334,82.0,9.0,50.56587219238281,16.472502902503024,20.73753495649858,0.15,8070.118317057664,1,0,0
loc_00148,Low coast of the SBEI of Jbel Moussa and islands,35.909169,-5.393398,82.0,9.0,1.998429656028748,8.03363599162461,12.629766766690024,0.1,8295.507958595912,1,0,0
loc_00150,Naїla Lagoon,28.05,-12.1,71.0,7.0,26.58604621887207,0.9895367152054474,1.3829726227058852,0.1,146851.23808423846,1,0,0
loc_00152,Steady dunes,28.05,-12.266666666666667,82.0,9.0,0.0,1.6176626985874936,1.6105622279742533,0.1,135239.5973191155,1,0,0
loc_00153,Tinouchad daya,28.05,-12.116666666666667,71.0,7.0,18.98323631286621,0.9112629551274584,0.95876608604242,0.1,145648.40933354862,1,0,0
loc_00154,Tazgha salt Flats,27.9,-12.333333333333334,13.0,7.0,29.947938919067383,0.4450265989444568,0.5715048923965328,0.1,118731.1569133048,1,0,0
loc_00155,Khaoui Naàm Wadi,27.666666666666668,-12.216666666666669,27.0,9.0,203.6791229248047,0.4917044309782763,0.2866407662383781,0.1,112146.00924541747,1,0,0
loc_00156,Echguiguen Site,27.98,-12.266666666666667,71.0,7.0,26.766834259033203,1.2970566489740476,1.1822540346255972,0.1,129636.55039753916,1,0,0
loc_00158,Amtoudi travertines,29.23935,-9.168466666666667,56.0,3.0,1004.4431762695312,41.460871627163165,58.14011048876549,0.1,74677.03238866819,1,0,0
loc_00159,Amtoudi waterfall and Bougaa source,29.23933333333333,-9.168466666666667,56.0,3.0,1004.4431762695312,41.460871048506846,58.14011048876549,0.1,74678.3030231196,1,0,0
loc_00160,Abaynou station,29.093,-10.019,14.0,6.0,410.3265380859375,3.0628580545428448,2.293175815550749,0.35,12429.926047728462,1,0,0
loc_00161,Pigeon cave,29.3,-9.695,56.0,9.0,1149.3814697265625,14.736049673434932,13.97467999418905,0.15,44463.82679497507,1,0,0
loc_00162,Assaka Basin,29.116666666666667,-10.416666666666666,56.0,9.0,103.29280853271484,6.123384184109721,6.86956547508555,0.15,37645.490981479015,1,0,0
loc_00163,Asrir Oasis,29.074,-9.432,71.0,9.0,599.0620727539062,1.2141127236937257,1.7644759249096074,0.1,61583.24184739601,1,0,0
loc_00164,Ali Thilat Dam,35.181758358106,-5.239428901052023,25.0,9.0,1169.5313720703125,26.62379869575148,42.6433488830062,0.35,2998.6386842025463,1,0,0
loc_00165,Quarry of blocks,35.17831677014425,-5.226483300457814,25.0,9.0,1488.55712890625,36.48261900049809,48.31392751646436,0.55,3950.093264468839,1,0,0
loc_00166,Talâat Adrhosse Klippe,35.24709269284413,-5.183919234627224,7.0,9.0,422.3938598632813,21.02755319906341,28.85275646871772,0.15,11604.91599891473,1,0,0
loc_00318,Oued Laou Gorge,35.27997830780459,-5.233760827936141,-1.0,9.0,167.2307586669922,29.57195376082138,28.530474828294487,0.55,12758.08641714449,1,1,0
loc_00168,Ibouharen Fold,35.24543329036464,-5.15818572568217,25.0,9.0,1031.305419921875,31.78709800081213,40.48563454367898,0.35,13146.446868584377,1,0,0
loc_00169,Tirinesse Basin,35.28305489894164,-5.130659902793731,25.0,9.0,1589.019775390625,28.700618767838936,39.75584726885331,0.55,17829.413928821614,1,0,0
loc_00170,Koudiat Achacha,35.2710502173657,-5.12157746130065,25.0,9.0,1685.966064453125,13.137888816472827,15.818619657153926,0.55,17523.897687032488,1,0,0
loc_00171,"Dune,beachand cliffs of Kaâ Asrascoast",35.3746530740449,-5.024382099022211,8.0,9.0,52.41385269165039,4.384727262016444,7.857941840305801,0.15,31852.5027527608,1,0,0
loc_00173,Stehat gneiss,35.45561402078408,-5.096308659865039,71.0,3.0,6.734507083892822,4.675145506422752,4.235805186358365,0.05,24140.3224906506,1,0,0
loc_00176,BeniBousera Peridotitic Complex,35.52732169189336,-5.194990926733846,82.0,3.0,83.80628967285156,26.896264014242817,24.542275137152554,0.15,12315.825108475325,1,0,0
loc_00328,Talambote bad lands,35.25514905973631,-5.194830135719653,7.0,9.0,507.9841918945313,16.799601930772464,22.869668503438145,0.15,11698.3023575052,1,0,0
loc_00178,Talambote Thrusting,35.27923536008803,-5.217673993338394,71.0,9.0,882.8930053710938,7.457651250337794,10.697714056850463,0.55,13116.74482506506,1,0,0
