model,n_est,max_depth,min_leaf,mean_acc,std_acc,lr
XGB,250,4.0,,0.705,0.08479962459445767,0.03
XGB,150,4.0,,0.7038461538461537,0.08522507617753977,0.03
XGB,150,5.0,,0.7034615384615386,0.09203404952619086,0.15
XGB,100,4.0,,0.7019230769230771,0.08860773871929441,0.15
XGB,150,4.0,,0.7011538461538461,0.09001232657203814,0.08
XGB,150,4.0,,0.7007692307692309,0.09159662018001738,0.15
XGB,150,5.0,,0.7007692307692308,0.08963766642769964,0.08
XGB,100,5.0,,0.7007692307692308,0.0924005942756063,0.15
XGB,100,5.0,,0.7003846153846155,0.08892770150338171,0.08
XGB,100,6.0,,0.7003846153846154,0.086908610096329,0.03
XGB,100,6.0,,0.7,0.0873678207046196,0.15
XGB,150,6.0,,0.6996153846153846,0.09273857766314,0.08
XGB,250,5.0,,0.6996153846153846,0.08508523397993403,0.03
XGB,100,4.0,,0.6996153846153846,0.08916028383208385,0.08
XGB,250,4.0,,0.6992307692307693,0.09172572958257472,0.08
XGB,250,6.0,,0.6984615384615386,0.09258292301032676,0.08
XGB,100,5.0,,0.6984615384615384,0.08782715677656668,0.03
XGB,150,6.0,,0.6976923076923077,0.08770917516590852,0.03
XGB,250,6.0,,0.6973076923076923,0.08542531947321351,0.03
XGB,100,6.0,,0.6973076923076923,0.08815247011947924,0.08
XGB,250,5.0,,0.6961538461538461,0.093817776289619,0.15
XGB,150,5.0,,0.6957692307692309,0.09264282113414028,0.03
XGB,150,6.0,,0.6957692307692308,0.0903797052676117,0.15
XGB,250,5.0,,0.6950000000000002,0.0910580476802423,0.08
XGB,250,4.0,,0.6950000000000002,0.0944079966024341,0.15
XGB,100,3.0,,0.6946153846153845,0.08868199953440449,0.08
XGB,250,6.0,,0.6938461538461539,0.09018718207512023,0.15
XGB,100,4.0,,0.6923076923076923,0.08887861544839495,0.03
XGB,250,3.0,,0.6923076923076923,0.08804248570968921,0.03
XGB,150,3.0,,0.686923076923077,0.08904822176111418,0.03
XGB,250,3.0,,0.6861538461538462,0.08999013752668127,0.15
GBM,100,3.0,,0.6857692307692309,0.09134999991903174,0.05
GBM,100,3.0,,0.6857692307692308,0.08703787518072997,0.1
XGB,100,3.0,,0.6846153846153846,0.09036415480362102,0.15
XGB,150,3.0,,0.6842307692307693,0.09057590232970487,0.08
XGB,150,3.0,,0.6830769230769232,0.09119846360171652,0.15
GBM,100,4.0,,0.6823076923076924,0.0862808130364153,0.1
XGB,250,3.0,,0.6819230769230767,0.09034041472422173,0.08
GBM,100,4.0,,0.6811538461538461,0.08449204297118035,0.05
