model,n_est,max_depth,min_leaf,mean_acc,std_acc,lr
GBM,200,4.0,,0.6045820433436533,0.0893488797151804,0.1
XGB,100,5.0,,0.6045510835913313,0.08825550254706743,0.08
XGB,150,5.0,,0.6023219814241486,0.08533063222492415,0.08
XGB,250,5.0,,0.6008978328173376,0.08963406517851324,0.03
XGB,100,4.0,,0.6004334365325077,0.09282126156309997,0.15
XGB,100,6.0,,0.600092879256966,0.09798583577486557,0.15
XGB,150,6.0,,0.5975541795665635,0.08501453845094895,0.08
XGB,250,6.0,,0.5969040247678019,0.09384584755878486,0.03
XGB,150,5.0,,0.59671826625387,0.09182176104892548,0.03
XGB,100,6.0,,0.5957275541795667,0.08562336927758994,0.08
GBM,100,4.0,,0.5953560371517028,0.08892296258088542,0.1
XGB,100,3.0,,0.5953560371517028,0.0888453194263056,0.15
GBM,200,4.0,,0.5946439628482973,0.0914193886699792,0.05
XGB,100,5.0,,0.593188854489164,0.0771537899324603,0.03
GBM,100,4.0,,0.5918885448916409,0.08326893453041487,0.05
XGB,250,4.0,,0.5915479876160992,0.08965455167714015,0.08
XGB,150,4.0,,0.5911455108359133,0.09463644288448328,0.08
XGB,150,6.0,,0.590185758513932,0.08640201284858261,0.03
GBM,100,3.0,,0.5899380804953561,0.08193886097780036,0.1
XGB,150,3.0,,0.5898452012383902,0.08593490371041422,0.15
XGB,250,6.0,,0.5893808049535604,0.08408511992593466,0.08
XGB,250,4.0,,0.5890712074303406,0.09033258356728706,0.03
GBM,200,3.0,,0.5889473684210526,0.08010695172332721,0.1
XGB,150,4.0,,0.5886687306501548,0.09182739781182364,0.15
XGB,250,5.0,,0.588513931888545,0.09261504732369134,0.08
XGB,150,6.0,,0.5872136222910217,0.08976919394118989,0.15
GBM,200,3.0,,0.5871207430340558,0.08547697748961358,0.05
XGB,150,4.0,,0.58671826625387,0.08556241060624767,0.03
XGB,150,3.0,,0.5865944272445821,0.08556684665051695,0.08
XGB,100,4.0,,0.585139318885449,0.09423214886027825,0.08
XGB,250,6.0,,0.585046439628483,0.09307997403827552,0.15
XGB,250,3.0,,0.5840247678018576,0.09697276466766927,0.15
XGB,150,5.0,,0.583560371517028,0.08731335743671927,0.15
XGB,100,5.0,,0.5835603715170279,0.08731335743671928,0.15
XGB,100,6.0,,0.5832507739938082,0.07881266356515212,0.03
XGB,250,5.0,,0.5819195046439629,0.08832749514399646,0.15
XGB,250,4.0,,0.579969040247678,0.0990250521355824,0.15
XGB,250,3.0,,0.5790092879256966,0.08497815311659418,0.08
XGB,100,3.0,,0.5773065015479877,0.08600873845826774,0.08
RF,400,,1.0,0.5759133126934984,0.10563173497554862,
XGB,100,4.0,,0.575015479876161,0.09154155881819709,0.03
XGB,150,3.0,,0.5746130030959753,0.0916058212630568,0.03
XGB,250,3.0,,0.5731269349845202,0.08644512832131131,0.03
RF,200,,1.0,0.5729102167182663,0.10120063014202965,
GBM,100,3.0,,0.5721362229102167,0.09056190615558819,0.05
RF,400,,2.0,0.5719195046439629,0.10052303573756348,
GBM,200,2.0,,0.5686068111455109,0.09647350929735482,0.1
RF,100,,2.0,0.5681114551083591,0.10818783452685553,
RF,200,8.0,1.0,0.5670588235294118,0.0972222196509911,
