model,n_est,max_depth,min_leaf,mean_acc,std_acc,lr
RF,200,,3.0,0.7132567693744164,0.10470810625676415,
RF,100,8.0,2.0,0.7127338935574231,0.10008002203449191,
RF,200,6.0,1.0,0.7121456582633052,0.09963095353354112,
RF,400,8.0,2.0,0.7120971055088701,0.10239951185355113,
RF,100,8.0,3.0,0.7120140056022408,0.1036375650592999,
RF,100,6.0,1.0,0.7109028944911298,0.10135320318416163,
RF,200,8.0,3.0,0.7108870214752568,0.10388161247205598,
RF,400,8.0,3.0,0.7108403361344537,0.09707029365771393,
RF,100,7.0,1.0,0.7097908496732026,0.09932914816103575,
RF,200,7.0,2.0,0.7096461251167133,0.09759035743350687,
RF,400,6.0,1.0,0.7086489262371617,0.09649343017480949,
RF,400,7.0,1.0,0.7085816993464051,0.0993868218134103,
RF,200,8.0,2.0,0.7081428571428571,0.10023285529729879,
RF,400,7.0,2.0,0.7079140989729226,0.10170030961371614,
RF,400,7.0,3.0,0.7061652661064426,0.10062546288311065,
RF,100,6.0,2.0,0.7040578898225957,0.10547281712173238,
RF,200,7.0,3.0,0.7039430438842206,0.10127095274589078,
RF,100,7.0,2.0,0.7027843137254901,0.1003281033327282,
RF,400,,5.0,0.7027021475256771,0.10107866096730549,
RF,400,6.0,2.0,0.7022455648926238,0.09834018506549953,
RF,200,,5.0,0.7020989729225023,0.10902388403413094,
RF,200,6.0,2.0,0.7003818860877685,0.09971194443842227,
RF,100,7.0,3.0,0.6998085901027078,0.1030753625111502,
RF,400,8.0,5.0,0.6985508870214754,0.10245237837296865,
RF,400,5.0,1.0,0.6981605975723624,0.10802097858100017,
RF,400,6.0,3.0,0.6968851540616248,0.09876887958994832,
RF,100,,5.0,0.695643323996265,0.10779978734307263,
RF,200,8.0,5.0,0.6944491129785245,0.10733442623844457,
RF,200,5.0,1.0,0.694141923436041,0.10662638651431437,
RF,100,6.0,3.0,0.6939934640522877,0.106841416440981,
RF,200,6.0,3.0,0.6939271708683475,0.10220108150401254,
RF,400,7.0,5.0,0.6938776844070964,0.10635375838402376,
RF,200,7.0,5.0,0.6922436974789916,0.11327783504037639,
RF,100,8.0,5.0,0.6921802054154995,0.10773279558065178,
RF,100,7.0,5.0,0.6915266106442576,0.10754653342309275,
RF,100,5.0,1.0,0.6905957049486462,0.10764545208100959,
RF,400,5.0,2.0,0.6892885154061625,0.10455379315126359,
RF,400,5.0,3.0,0.68874883286648,0.10695852725103318,
RF,400,6.0,5.0,0.6868692810457517,0.10523391489307161,
RF,100,5.0,2.0,0.6863968253968253,0.10239503616030278,
RF,200,5.0,2.0,0.6858253968253969,0.10379679432001565,
RF,100,6.0,5.0,0.6846330532212884,0.10893012501339422,
RF,100,5.0,3.0,0.6828683473389358,0.10554338278566609,
RF,200,6.0,5.0,0.6816750700280113,0.10604039794088554,
RF,400,5.0,5.0,0.6811353874883287,0.10927734518166186,
RF,200,5.0,5.0,0.6805144724556489,0.1076336937693927,
RF,200,5.0,3.0,0.6799598506069094,0.10755976480965475,
RF,200,4.0,1.0,0.6753370681605976,0.11001588757693423,
RF,400,4.0,2.0,0.6736059757236228,0.10670629965326918,
RF,400,4.0,1.0,0.671873949579832,0.10889178044731083,
RF,100,5.0,5.0,0.6716928104575165,0.10674894016741092,
RF,200,4.0,2.0,0.6707805788982261,0.1081607727389722,
RF,100,4.0,2.0,0.6689971988795519,0.10522690600076487,
RF,400,4.0,3.0,0.6683286647992531,0.1100296834492718,
RF,400,4.0,5.0,0.6677245564892624,0.10876384177108345,
RF,100,4.0,1.0,0.6667600373482726,0.10676813572692173,
RF,200,4.0,3.0,0.6637721755368815,0.11057714322480354,
RF,100,4.0,3.0,0.6631325863678805,0.10725596768749027,
RF,200,4.0,5.0,0.6614360410830998,0.10789296020901062,
RF,100,4.0,5.0,0.6516638655462185,0.10778018492359,
RF,100,3.0,2.0,0.6491447245564893,0.10161609628572009,
RF,100,3.0,3.0,0.6485247432306257,0.10258132699757601,
RF,100,3.0,1.0,0.6484911297852475,0.10319593656694173,
RF,400,3.0,3.0,0.6474491129785247,0.10844182620065386,
RF,200,3.0,3.0,0.6474481792717087,0.10609234385469943,
RF,100,3.0,5.0,0.6473650793650795,0.10683673363296914,
RF,400,3.0,1.0,0.6468935574229693,0.10547680540751617,
RF,200,3.0,5.0,0.6468104575163399,0.10948306368730584,
RF,200,3.0,2.0,0.6463211951447245,0.10686203900287176,
RF,200,3.0,1.0,0.6451783380018674,0.10404186121394184,
RF,400,3.0,2.0,0.6451624649859944,0.10503201109727102,
RF,400,3.0,5.0,0.6451447245564893,0.10860735082872687,
