model,n_est,max_depth,min_leaf,mean_acc,std_acc,lr
RF,400,5.0,3.0,0.500954163628015,0.08453715918355241,
RF,200,6.0,5.0,0.4990933023615952,0.07936900187489872,
RF,100,5.0,2.0,0.49885636856368565,0.08276383051804276,
RF,200,5.0,2.0,0.498495547812621,0.08750944018394535,
RF,100,5.0,3.0,0.49751993805652345,0.08328886155638907,
RF,400,5.0,5.0,0.4914357741584061,0.08162077940011636,
RF,200,5.0,5.0,0.4895970612862275,0.08026830026304514,
RF,200,4.0,2.0,0.48622144792876504,0.0847396196073679,
RF,100,5.0,5.0,0.4861971387155733,0.08246752797387319,
RF,200,4.0,1.0,0.4852605497483547,0.08342680157046553,
RF,400,4.0,2.0,0.4844573013171993,0.08942818021611418,
RF,400,4.0,1.0,0.4844371696873116,0.08840380231091971,
RF,400,4.0,3.0,0.4830040245252952,0.0859366854563799,
RF,200,4.0,3.0,0.48241192411924116,0.0845857421889734,
RF,100,4.0,2.0,0.4785398446011039,0.07809350444510126,
RF,100,4.0,1.0,0.4761175485509008,0.0794433806964349,
RF,400,4.0,5.0,0.4730749534073414,0.08437757658009079,
RF,200,4.0,5.0,0.47194061349251376,0.08450551165165662,
RF,100,4.0,3.0,0.4706113136878878,0.07589784897226061,
RF,100,4.0,5.0,0.4648400363737857,0.0827954448840291,
RF,400,3.0,3.0,0.4592782864705724,0.08175430799121958,
RF,200,3.0,1.0,0.4578879615374227,0.08491961731170918,
RF,400,3.0,1.0,0.4564730212750633,0.08333646089188608,
RF,200,3.0,3.0,0.45641602967524697,0.08234245630109314,
RF,400,3.0,2.0,0.4560285768306189,0.08384352024810827,
RF,400,3.0,5.0,0.4559741421998938,0.08220651087152342,
RF,200,3.0,2.0,0.4554953947546121,0.08398770901441045,
RF,100,3.0,1.0,0.45503229523989597,0.07496907991075216,
RF,200,3.0,5.0,0.4540869549559283,0.08245560127590662,
RF,100,3.0,3.0,0.4522301272182157,0.07976710519473823,
RF,100,3.0,5.0,0.4516354698430705,0.07567663616460425,
RF,100,3.0,2.0,0.4507783269859276,0.07621383085357915,
