model,n_est,max_depth,min_leaf,mean_acc,std_acc,lr
RF,200,5.0,5.0,0.6888760683760684,0.11320514086915488,
RF,100,5.0,5.0,0.6824142450142449,0.1217101359069589,
RF,200,4.0,1.0,0.6799527065527066,0.13114304324568155,
RF,200,4.0,2.0,0.6769116809116811,0.12954393952476212,
RF,400,4.0,1.0,0.6759450142450143,0.12081652233707961,
RF,100,4.0,1.0,0.6736424501424502,0.1323776911722838,
RF,400,4.0,2.0,0.6728116809116809,0.12350016978398286,
RF,200,4.0,3.0,0.668934757834758,0.13011450587402704,
RF,400,4.0,3.0,0.6689324786324788,0.11917765397487269,
RF,100,4.0,3.0,0.6682581196581198,0.13220767508747167,
RF,200,4.0,5.0,0.6641940170940173,0.12396620148639308,
RF,100,4.0,2.0,0.6618273504273506,0.1298826463799801,
RF,400,4.0,5.0,0.6618247863247864,0.12266453890342711,
RF,100,4.0,5.0,0.6578222222222222,0.1282198774877711,
RF,400,3.0,1.0,0.6545962962962963,0.12482172030527647,
RF,200,3.0,1.0,0.6531196581196582,0.1313299728353004,
RF,200,3.0,2.0,0.6515196581196581,0.12188102670597932,
RF,400,3.0,2.0,0.6506270655270656,0.1222300161047093,
RF,400,3.0,3.0,0.6506270655270656,0.12404909043180241,
RF,400,3.0,5.0,0.6498555555555555,0.122150856246046,
RF,200,3.0,3.0,0.6451763532763531,0.11940723423512463,
RF,100,3.0,1.0,0.6451170940170939,0.1277629756769603,
RF,100,3.0,3.0,0.6443763532763533,0.12195790156002227,
RF,100,3.0,2.0,0.6435763532763533,0.12419376763012807,
RF,200,3.0,5.0,0.6427381766381767,0.12234004817723515,
RF,100,3.0,5.0,0.6419430199430199,0.11621179877209538,
