model,n_est,max_depth,min_leaf,mean_acc,std_acc,lr
RF,400,,1.0,0.5586029397818871,0.07118973901319997,
XGB,100,5.0,,0.5570276908487434,0.06904106794743628,0.15
RF,100,,1.0,0.5551576102418209,0.07086119538554658,
XGB,150,6.0,,0.5543898530109055,0.06607976922779615,0.08
XGB,150,5.0,,0.5543683262209578,0.06488468420810703,0.15
RF,200,,1.0,0.5532657183499289,0.06900767770913671,
XGB,250,6.0,,0.5509088667614983,0.062181959996358255,0.08
RF,400,,2.0,0.5508621147463253,0.07211747954248131,
XGB,100,5.0,,0.5500838311996206,0.06111667040279816,0.08
XGB,150,4.0,,0.5492839260312945,0.0666957964271222,0.08
XGB,150,3.0,,0.5490711237553343,0.05969388394767527,0.08
XGB,100,6.0,,0.5490023707918446,0.0664423221959829,0.08
XGB,250,5.0,,0.5487468942626836,0.06449935209639887,0.15
XGB,100,6.0,,0.5482458036984353,0.06106450819372008,0.15
XGB,250,5.0,,0.5479469890943575,0.06381075125420595,0.03
RF,100,,2.0,0.5473701280227597,0.06911605436263099,
RF,400,,3.0,0.5473596017069701,0.06979117588001227,
XGB,250,6.0,,0.54714679943101,0.056677826090274046,0.15
RF,100,,3.0,0.5471104788999527,0.07072322572670658,
RF,200,,3.0,0.5471036510194406,0.07080810057816699,
XGB,150,5.0,,0.5466098624940731,0.06438732934179828,0.08
XGB,150,6.0,,0.5460982456140351,0.060294848653372715,0.15
XGB,250,6.0,,0.5452618302513039,0.061831196297543065,0.03
RF,200,,2.0,0.5452474158368896,0.068753037461349,
XGB,150,6.0,,0.5444546230440968,0.059671315224786976,0.03
RF,100,8.0,1.0,0.5439002370791844,0.0680572144230443,
RF,100,7.0,2.0,0.5438962541488856,0.0661992238604337,
RF,400,8.0,2.0,0.5438856330014226,0.06997115553018828,
RF,200,8.0,1.0,0.5436406827880512,0.06490090468159983,
RF,400,,5.0,0.5436262683736368,0.07495330941592498,
RF,200,8.0,3.0,0.5433522048364153,0.07156539601451095,
XGB,100,3.0,,0.5431757230915126,0.060639215716054136,0.15
XGB,250,5.0,,0.5431177809388336,0.05833723738442856,0.08
RF,400,8.0,1.0,0.5431037458511143,0.06586397239179151,
RF,200,8.0,2.0,0.5430711237553344,0.06859518835848591,
RF,400,8.0,5.0,0.5428118539592224,0.07000781395259888,
RF,100,,5.0,0.5425054528212423,0.06887799112363757,
RF,200,,5.0,0.5422675201517307,0.07074594525143958,
RF,400,7.0,1.0,0.5422639165481271,0.06991844694847359,
XGB,150,5.0,,0.5412654338549074,0.06671321967559864,0.03
RF,200,7.0,2.0,0.5409342816500711,0.06254742132134655,
RF,200,7.0,1.0,0.5409340919867236,0.07142817623769168,
XGB,100,4.0,,0.5407644381223329,0.058620284323061225,0.15
XGB,150,4.0,,0.5404944523470838,0.058583994092275736,0.15
RF,400,8.0,3.0,0.540141583688952,0.07381971461844933,
RF,200,7.0,3.0,0.5398604077761973,0.06430902196065884,
XGB,150,3.0,,0.5396836415362731,0.06776776743471705,0.15
RF,100,8.0,2.0,0.5396044570886676,0.06894505139467981,
RF,100,8.0,3.0,0.5388330962541489,0.06935437008453209,
RF,400,7.0,2.0,0.5385163584637269,0.07063197434402319,
XGB,250,3.0,,0.5375286865813181,0.06450539191764451,0.08
RF,400,7.0,3.0,0.5371829302987198,0.06966895033842345,
XGB,100,3.0,,0.5370102418207682,0.05886367574993688,0.08
XGB,250,4.0,,0.5369914651493599,0.06093593823019805,0.15
XGB,100,4.0,,0.5369885253674727,0.06344731220030374,0.08
XGB,250,4.0,,0.5369702228544334,0.06321645928039013,0.08
XGB,100,6.0,,0.5366888572783309,0.05897234164625738,0.03
XGB,250,3.0,,0.5361843527738265,0.06947041337952312,0.15
RF,100,7.0,5.0,0.5358675201517307,0.06492743625652915,
RF,100,7.0,3.0,0.5353198672356567,0.06719255010074661,
RF,200,8.0,5.0,0.5352946420104315,0.06955433145889464,
RF,200,6.0,2.0,0.5345341868183974,0.06684609746396605,
RF,200,7.0,5.0,0.5342782361308678,0.06551364709804672,
XGB,250,3.0,,0.5335686107159792,0.05865623797209205,0.03
RF,100,7.0,1.0,0.5334494073020388,0.06935979947542834,
RF,400,6.0,2.0,0.5329339971550499,0.0676593612453928,
RF,200,6.0,3.0,0.5326351825509721,0.06649920155805006,
XGB,100,5.0,,0.5323827406353723,0.06692177314978612,0.03
GBM,100,4.0,,0.5318640113798009,0.056196715979801394,0.05
RF,400,6.0,1.0,0.5318314841156947,0.06682505074077089,
RF,100,8.0,5.0,0.5310349928876245,0.06461021352910033,
RF,400,7.0,5.0,0.5307827406353722,0.0666814238623799,
RF,400,6.0,3.0,0.5307792318634424,0.06638597706094526,
RF,100,6.0,2.0,0.5305195827406353,0.07067615591683299,
RF,100,6.0,3.0,0.5302458036984353,0.06879911287339321,
GBM,200,3.0,,0.5302426742532006,0.06341960119824794,0.05
GBM,100,4.0,,0.5300688477951636,0.053398569986700326,0.1
XGB,250,4.0,,0.5298027501185397,0.05248065165058616,0.03
GBM,200,4.0,,0.5289732574679943,0.053036617987473555,0.1
GBM,200,3.0,,0.528169559032717,0.054734006487220446,0.1
RF,200,6.0,5.0,0.5280945471787577,0.06582243683759136,
GBM,100,3.0,,0.5278746325272642,0.057544592414176664,0.1
GBM,100,2.0,,0.5273303935514463,0.06419502635350258,0.1
RF,400,6.0,5.0,0.5264945471787577,0.06415979935980143,
RF,200,6.0,1.0,0.5262169748696066,0.06631015056919963,
GBM,200,2.0,,0.5257269796111902,0.06453872066924335,0.05
GBM,200,4.0,,0.5249521100047415,0.05189508317766656,0.05
RF,100,6.0,5.0,0.5248621147463253,0.06559240082673136,
RF,400,5.0,5.0,0.524609862494073,0.06337521073784544,
RF,100,6.0,1.0,0.5243608345187293,0.068994840079306,
