model,n_est,max_depth,min_leaf,mean_acc,std_acc,lr
GBM,100,3.0,,0.5235796111901375,0.06766994725151507,0.05
RF,400,5.0,1.0,0.5233052631578947,0.06835653581376344,
XGB,150,4.0,,0.5230820293978189,0.06113688145781797,0.03
RF,200,5.0,3.0,0.5230241820768137,0.064005268816005,
RF,400,5.0,3.0,0.5224980559506875,0.06329086980360454,
RF,400,5.0,2.0,0.5219575154101469,0.06607914794766596,
GBM,200,2.0,,0.5214456140350877,0.05606340825027144,0.1
RF,100,5.0,1.0,0.5211430061640588,0.06908391148683041,
RF,100,5.0,3.0,0.5193015647226173,0.06172658523280396,
RF,200,5.0,1.0,0.5189954480796587,0.0683922644197032,
RF,200,5.0,2.0,0.5189919393077287,0.07044511767429457,
XGB,150,3.0,,0.5185092460881935,0.06325994782133909,0.03
RF,100,5.0,2.0,0.5184980559506875,0.06874050241752178,
GBM,100,2.0,,0.5179899478425795,0.06549303746593658,0.05
RF,200,5.0,5.0,0.5176621147463253,0.06254201121592388,
RF,100,5.0,5.0,0.5176512091038408,0.06802577898259181,
RF,100,4.0,3.0,0.5123465149359886,0.062454324164295,
RF,400,4.0,1.0,0.5118024656235183,0.0636443769207685,
RF,400,4.0,2.0,0.5107249881460407,0.0632827927362546,
RF,400,4.0,3.0,0.5099285917496443,0.06209890760756776,
XGB,100,4.0,,0.5091684210526316,0.05832534819990392,0.03
RF,200,4.0,3.0,0.5091284969179706,0.06257545108793423,
RF,200,4.0,1.0,0.5077843527738265,0.06274160902364267,
RF,100,4.0,5.0,0.5070022759601707,0.0629812074332821,
RF,400,4.0,5.0,0.50698795637743,0.06088080415737254,
RF,200,4.0,2.0,0.5061735419630157,0.06408131927551435,
RF,100,4.0,1.0,0.5056330014224751,0.06555526518545035,
RF,100,4.0,2.0,0.5053519203413941,0.06668591619473897,
XGB,100,3.0,,0.504833475580844,0.06326597383915077,0.03
RF,200,4.0,5.0,0.5048330014224751,0.06170931671947806,
RF,200,3.0,1.0,0.49682930298719774,0.06068591886986875,
RF,400,3.0,1.0,0.4965662399241346,0.06159760295503571,
RF,100,3.0,1.0,0.4962851588430536,0.06147829744979889,
RF,400,3.0,2.0,0.4960293029871977,0.06107799715618717,
RF,200,3.0,2.0,0.49549596965386433,0.059605535272388904,
RF,200,3.0,3.0,0.4938886676149834,0.060081087460445624,
RF,200,3.0,5.0,0.4938850640113797,0.05954104939841684,
RF,400,3.0,5.0,0.4936183973447131,0.059791619975195553,
RF,100,3.0,2.0,0.4933554291133238,0.0585610813308915,
RF,400,3.0,3.0,0.49335173067804644,0.06077191817584969,
RF,100,3.0,3.0,0.49308155523944996,0.06089534691270105,
RF,100,3.0,5.0,0.49280388809862496,0.06116809933441225,
