Locality_ID,Expert_Class,Region,Latitude_WGS84,Longitude_WGS84,Dist_to_Highway_m,Slope_deg,Ruggedness,Elevation_m,LULC_Friction,Dist_to_Settlement_m,Expert_Merged,origin,proba,pred,correct,y
loc_01320,Moderate,Oriental,34.740766666666666,-2.0449166666666665,3735.72550347842,4.477381429711585,2.36364990234375,654.5737915039062,0.35,12672.167874967445,Moderate,batch3_2026,0.4080744602795089,0,True,0
loc_01321,Moderate,Oriental,34.47788611111111,-3.3419972222222225,229.340432198024,1.0910564611711182,0.53631103515625,439.3240966796875,0.1,28071.6817171918,Moderate,batch3_2026,0.7811981765860465,1,False,0
loc_01322,Easy,Souss-Massa,30.445833333333333,-9.660833333333333,664.2212330942424,3.147838543348124,1.9219890809059144,2.359434127807617,0.1,7899.102444960782,Easy,batch3_2026,0.8145350676239334,1,True,1
loc_01323,Easy,Souss-Massa,30.53523888888889,-9.676272222222222,4.405279832023592,8.541719107755508,4.2084219360351565,98.30745697021484,0.05,15529.619990000974,Easy,batch3_2026,0.7308883064050525,1,True,1
loc_01324,Easy,Souss-Massa,30.62918888888889,-9.833916666666669,47.50685535643836,8.50693026843349,6.225743598937989,28.370649337768555,0.05,33348.15404011465,Easy,batch3_2026,0.7853641393227045,1,True,1
loc_01325,Easy,Souss-Massa,30.629534166666662,-9.834047222222225,9.768406872039836,9.017303298141725,4.356840019226074,27.699308395385746,0.05,33383.824099957885,Easy,batch3_2026,0.7758709283754275,1,True,1
loc_01326,Easy,Souss-Massa,30.628327777777777,-9.836655555555556,139.09534155802487,7.988248744183407,6.113545432090759,9.167478561401367,0.15,33470.97819749352,Easy,batch3_2026,0.654879024883253,1,True,1
loc_01327,Easy,Souss-Massa,30.56222222222222,-9.742455555555557,17.362225556634204,22.06948872658065,12.863770904541015,39.80999374389648,0.15,21891.24647281365,Easy,batch3_2026,0.73584849562909,1,True,1
loc_01328,Easy,Drâa-Tafilalet,29.941425,-5.625411111111112,3094.427826550378,4.169058218947361,2.38499267578125,757.3357543945312,0.1,47548.2221124549,Easy,batch3_2026,0.6577621358176802,1,True,1
loc_01329,Easy,Drâa-Tafilalet,29.925708333333336,-5.614744444444444,1362.1857240215272,12.537454738964511,7.64376220703125,736.9892578125,0.1,49567.75025551199,Easy,batch3_2026,0.5858010678763066,1,True,1
loc_01330,Easy,Drâa-Tafilalet,29.905975,-5.5915333333333335,1081.7403247041757,16.54919246980802,7.39771240234375,728.3668212890625,0.1,52522.03324345912,Easy,batch3_2026,0.6034564332182922,1,True,1
loc_01331,Easy,Drâa-Tafilalet,29.895227777777777,-5.609219444444444,1038.2739078485802,1.3280701758297186,0.7662548828125,616.1084594726562,0.1,52865.36871876445,Easy,batch3_2026,0.8187707041787432,1,True,1
loc_01332,Easy,Drâa-Tafilalet,29.896744444444444,-5.582991666666667,2387.1109625764093,31.14471755675697,19.45156005859375,675.4915161132812,0.1,53809.39309460486,Easy,batch3_2026,0.3056621919771149,0,False,1
loc_01333,Easy,Drâa-Tafilalet,29.9595,-5.637094444444444,4880.198711474814,24.989992021154432,15.85712646484375,758.7964477539062,0.1,45250.42150306756,Easy,batch3_2026,0.43947067757332037,0,False,1
loc_01334,Easy,Drâa-Tafilalet,29.98065,-5.651988888888889,6607.899854813578,12.318297644932953,9.37218505859375,786.2844848632812,0.1,42513.236616161965,Easy,batch3_2026,0.3506340372561929,0,False,1
loc_01335,Moderate,Drâa-Tafilalet,29.872122222222224,-5.547361111111111,5606.36951926982,6.122222452286868,2.2981005859375,577.6151733398438,0.55,57834.90892181522,Moderate,batch3_2026,0.33805574030754526,0,True,0
loc_01336,Moderate,Marrakech-Safi,31.55853611111112,-8.631069444444446,2811.126590175747,4.260120714094519,2.16078369140625,405.3494567871094,0.1,61257.38523278376,Moderate,batch3_2026,0.4104768894800267,0,True,0
loc_01337,Moderate,Fés-Meknés,34.18333333333333,-4.2,1041.5785826737374,24.33643327890153,16.09580078125,442.4667663574219,0.55,18222.37976025785,Moderate,batch3_2026,0.4647610589260747,0,True,0
loc_01338,Moderate,Fés-Meknés,34.21666666666667,-4.016666666666667,250.74020509592063,3.2961081421282508,1.769273681640625,507.8804016113281,0.05,1616.654818875867,Moderate,batch3_2026,0.7932063176291434,1,False,0
loc_01339,Moderate,Fés-Meknés,33.95682222222222,-4.247022222222222,4742.27934061975,24.328925443754187,15.766201171875,1176.9998779296875,0.55,37412.448929950486,Moderate,batch3_2026,0.09462464383204273,0,True,0
loc_01340,Moderate,Fés-Meknés,34.104016666666666,-4.071858333333333,275.6786487853898,16.29993469170964,9.4281005859375,1441.2344970703125,0.55,15132.992772291544,Moderate,batch3_2026,0.3864843622093485,0,True,0
loc_01341,Moderate,Fés-Meknés,34.08271388888889,-4.107749999999999,368.8321334592886,10.811550795343736,5.025166015625,1406.962158203125,0.55,18695.29257623775,Moderate,batch3_2026,0.33842797924244916,0,True,0
loc_01342,Moderate,Souss-Massa,30.444925,-9.659819444444445,633.8199833480011,3.806082562436429,2.388076496124268,2.427356243133545,0.1,7772.544480388861,Moderate,batch3_2026,0.8424484400176392,1,False,0
loc_01343,Moderate,Tanger-Tétouan-Al Hoceima,35.27912222222222,-5.238088888888889,405.1098810293469,23.18638746259233,12.809517822265626,212.4792938232422,0.55,12574.109173764582,Moderate,batch3_2026,0.39219050170545605,0,True,0
loc_01344,Moderate,Tanger-Tétouan-Al Hoceima,35.282875,-4.914525,1936.519583483949,30.95684494328882,17.77156982421875,577.164794921875,0.15,34552.3582400981,Moderate,batch3_2026,0.32671668311245144,0,True,0
loc_01345,Moderate,Tanger-Tétouan-Al Hoceima,35.265861111111114,-5.234911111111111,71.34796346614134,15.444421556992172,9.72931640625,320.0157165527344,0.15,11214.630687587538,Moderate,batch3_2026,0.6109313392109825,1,False,0
loc_01346,Difficult,Tanger-Tétouan-Al Hoceima,35.396366666666665,-5.0262,92.402607965366,9.758245059206304,8.826101684570313,142.1556396484375,0.1,33287.13651554677,Difficult,batch3_2026,0.6507182680057269,1,False,0
loc_01347,Moderate,Drâa-Tafilalet,30.48587777777778,-6.166716666666667,6442.323704456447,2.073486200599147,1.2878759765625,981.1157836914062,0.1,36171.8206887166,Moderate,batch3_2026,0.6034749232575651,1,False,0
loc_01348,Easy,Drâa-Tafilalet,30.456463888888887,-6.099186111111111,3208.10404565377,6.6029376065463286,3.69707763671875,936.8949584960938,0.1,28926.92817917071,Easy,batch3_2026,0.4230324092795171,0,False,1
loc_01349,Easy,Drâa-Tafilalet,30.437183333333333,-6.049980555555555,3085.087659114322,6.080378613224697,3.43971435546875,930.642578125,0.1,23770.831244465546,Easy,batch3_2026,0.4416277726442115,0,False,1
loc_01350,Easy,Guelmim-Oued Noun,29.207316666666667,-10.092175,632.1726582399565,27.43480802829405,16.742685546875,550.3507080078125,0.35,20597.162736687416,Easy,batch3_2026,0.517037742832436,1,True,1
loc_01351,Easy,Guelmim-Oued Noun,29.08107777777778,-9.974233333333334,585.8645952985828,1.3497689773081782,0.876517333984375,411.2908935546875,0.1,13277.756031601306,Easy,batch3_2026,0.8246736949235448,1,True,1
loc_01352,Moderate,Guelmim-Oued Noun,29.22500833333333,-9.702255555555556,4510.704591551252,30.037334561815463,19.534873046875,947.412841796875,0.15,43528.89401902535,Moderate,batch3_2026,0.22609457398232918,0,True,0
loc_01353,Easy,Guelmim-Oued Noun,29.01348611111111,-10.2247,418.174928062189,0.4525029309939722,0.275560302734375,186.10861206054688,0.15,16543.837974034792,Easy,batch3_2026,0.5809106680060341,1,True,1
loc_01354,Moderate,Guelmim-Oued Noun,28.90578611111111,-10.316127777777778,5309.215786253971,1.2584583405264071,0.889144287109375,190.6024780273437,0.1,26719.680880921467,Moderate,batch3_2026,0.24979148138479326,0,True,0
loc_01355,Easy,Guelmim-Oued Noun,28.658716666666667,-10.486783333333332,378.2777254646916,15.479896785374732,10.40758056640625,337.1000061035156,0.15,55470.73306291817,Easy,batch3_2026,0.43660170568541534,0,False,1
loc_01356,Moderate,Guelmim-Oued Noun,28.6385,-10.325591666666666,2400.448250134278,28.8528140673514,19.099423828125,444.9075927734375,0.35,46679.31400876723,Moderate,batch3_2026,0.2696299665800257,0,True,0
loc_01357,Difficult,Guelmim-Oued Noun,28.45379722222222,-10.305405555555556,1835.1623142639105,19.47954721441669,11.5103662109375,530.6597900390625,0.1,63967.54551265677,Difficult,batch3_2026,0.2874795858334628,0,True,0
loc_01358,Moderate,Guelmim-Oued Noun,28.762255555555555,-10.220372222222222,7142.6215454275125,4.330708787418844,2.552945556640625,330.0209350585937,0.1,29543.53110898957,Moderate,batch3_2026,0.2779140811369277,0,True,0
loc_01359,Easy,Guelmim-Oued Noun,28.880133333333333,-10.012830555555556,4588.647599255165,16.07454893452702,10.707781982421874,432.150146484375,0.15,12586.833222045918,Easy,batch3_2026,0.2652873088853821,0,False,1
loc_01360,Easy,Drâa-Tafilalet,31.302675,-5.021425,10882.994596893,29.26186890473857,17.276640625,1429.3802490234375,0.1,54139.76349819124,Easy,batch3_2026,0.10259305451891493,0,False,1
loc_01361,Easy,Drâa-Tafilalet,31.36791111111112,-5.017591666666666,15307.043603633694,9.043740488119646,6.1240283203125,1119.652587890625,0.1,51620.50689148847,Easy,batch3_2026,0.5898059142004153,1,True,1
loc_01362,Easy,Drâa-Tafilalet,31.587197222222223,-4.834605555555555,2898.018529417523,3.0423422866687697,1.4667333984375,952.705810546875,0.1,53658.707719029095,Easy,batch3_2026,0.7052395274717275,1,True,1
loc_01363,Easy,Drâa-Tafilalet,31.47313055555556,-5.036347222222222,3683.2380896787854,0.5152973530238754,0.41462646484375,1011.911865234375,0.1,47219.70474155472,Easy,batch3_2026,0.6428217704096307,1,True,1
loc_01364,Easy,Drâa-Tafilalet,31.43928888888889,-5.019838888888889,7630.476826495858,1.043814169524265,0.4204296875,1033.01171875,0.1,49339.19919823437,Easy,batch3_2026,0.6195295459621988,1,True,1
loc_01365,Easy,Drâa-Tafilalet,31.529038888888888,-4.998469444444445,878.372445968865,11.717563983654552,5.840029296875,1027.03759765625,0.1,50497.99429011228,Easy,batch3_2026,0.6710403531583808,1,True,1
loc_01366,Easy,Drâa-Tafilalet,31.535975,-5.009883333333334,20.682116823741467,4.235286929619463,1.49496826171875,979.410888671875,0.9,49433.86550773754,Easy,batch3_2026,0.8170896615231131,1,True,1
loc_01367,Easy,Drâa-Tafilalet,31.47904722222222,-5.256241666666667,2869.61819339551,18.362437331317643,11.79822265625,1214.39990234375,0.1,26485.76857666321,Easy,batch3_2026,0.23722063770666857,0,False,1
loc_01368,Easy,Drâa-Tafilalet,31.49163611111112,-5.065388888888888,970.6383051398064,1.698319559849194,1.4946728515625,1016.2337646484376,0.05,44279.97139735125,Easy,batch3_2026,0.7825885357203215,1,True,1
loc_01369,Moderate,Drâa-Tafilalet,30.32475833333333,-5.796786111111111,1335.4135766154848,13.018113727103795,7.435048828125,766.6591796875,0.1,3875.124347907002,Moderate,batch3_2026,0.5727161317056316,1,False,0
loc_01370,Moderate,Béni Mellal-Khénifra,31.455205555555555,-6.982922222222222,3083.955303515232,24.98487555947816,15.14162109375,1626.1785888671875,0.15,59883.619099956006,Moderate,batch3_2026,0.08692148877159223,0,True,0
loc_01371,Moderate,Béni Mellal-Khénifra,31.464872222222223,-6.914383333333333,1469.501931389637,37.25509473671159,26.10994140625,2392.067626953125,0.15,60566.46051641377,Moderate,batch3_2026,0.15649959223355886,0,True,0
loc_01372,Moderate,Béni Mellal-Khénifra,31.447041666666667,-6.915677777777778,432.5487156122719,28.103592128346683,18.751005859375,1699.5438232421875,0.55,58584.64494316438,Moderate,batch3_2026,0.2005802211111415,0,True,0
loc_01373,Moderate,Béni Mellal-Khénifra,31.436733333333333,-6.919366666666667,1503.7411170571056,20.62705115297468,10.67013671875,2102.72802734375,0.55,57442.2812271244,Moderate,batch3_2026,0.09804147571958763,0,True,0
loc_01374,Moderate,Béni Mellal-Khénifra,31.470575,-6.8829,2556.180850537141,23.49708763880872,16.115546875,2390.932373046875,0.15,61257.70264855983,Moderate,batch3_2026,0.06860903282083927,0,True,0
loc_01375,Moderate,Béni Mellal-Khénifra,31.53398333333333,-6.947044444444445,735.5051864773724,26.9890002618046,18.0048583984375,1994.0970458984373,0.55,68336.73555566884,Moderate,batch3_2026,0.2961636783123222,0,True,0
loc_01376,Moderate,Béni Mellal-Khénifra,31.430525000000003,-6.895311111111111,1359.0320824979406,15.48099683934664,9.0054296875,2081.07421875,0.55,56765.76325140819,Moderate,batch3_2026,0.18190458639049423,0,True,0
loc_01377,Moderate,Béni Mellal-Khénifra,31.4321,-6.818516666666667,5430.155804393239,43.63709470949568,28.972412109375,2097.4306640625,0.55,57596.32411596338,Moderate,batch3_2026,0.023672961728875303,0,True,0
loc_01378,Difficult,Béni Mellal-Khénifra,31.72493611111111,-6.964933333333334,63.49645590070998,3.5106286459680094,1.782216796875,1075.6744384765625,0.2,88957.84466149902,Difficult,batch3_2026,0.7311110101245174,1,False,0
loc_01379,Difficult,Béni Mellal-Khénifra,31.395658333333333,-6.793727777777778,8518.887390953592,39.05619302682072,25.7158544921875,1992.6180419921875,0.1,54032.62025200324,Difficult,batch3_2026,0.04750434013848927,0,True,0
loc_01380,Moderate,Béni Mellal-Khénifra,31.74145833333333,-6.851061111111111,1165.5059145048751,12.649319878376389,7.696357421875,935.129638671875,0.35,80901.34642529162,Moderate,batch3_2026,0.5165111287131118,1,False,0
loc_01381,Moderate,Béni Mellal-Khénifra,31.736975,-6.869158333333334,978.0143858326128,21.285675748726167,12.123193359375,1217.8282470703125,0.35,82304.75545708323,Moderate,batch3_2026,0.18329976201238476,0,True,0
loc_01382,Moderate,Béni Mellal-Khénifra,31.70828333333333,-6.853627777777778,1716.8843320613105,27.286812594105857,18.129404296875,1339.1475830078125,0.55,84074.12404087251,Moderate,batch3_2026,0.13071526231584232,0,True,0
