Locality_ID,Region,origin,y_difficult,knn_pred_difficult,gp_pred_difficult,y_easy,knn_pred_easy,gp_pred_easy
loc_01334,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01335,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01336,Marrakech-Safi,batch3_2026,0,0,0,0,1,1
loc_01337,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01338,Fés-Meknés,batch3_2026,0,0,0,0,0,1
loc_01339,Fés-Meknés,batch3_2026,0,1,1,0,0,0
loc_01340,Fés-Meknés,batch3_2026,0,1,0,0,0,0
loc_01341,Fés-Meknés,batch3_2026,0,1,0,0,0,0
loc_01342,Souss-Massa,batch3_2026,0,0,0,0,1,1
loc_01343,Tanger-Tétouan-Al Hoceima,batch3_2026,0,0,0,0,1,1
loc_01344,Tanger-Tétouan-Al Hoceima,batch3_2026,0,0,0,0,0,0
loc_01345,Tanger-Tétouan-Al Hoceima,batch3_2026,0,0,0,0,0,1
loc_01346,Tanger-Tétouan-Al Hoceima,batch3_2026,1,0,0,0,1,1
loc_01347,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01348,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01349,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01350,Guelmim-Oued Noun,batch3_2026,0,0,0,1,0,0
loc_01351,Guelmim-Oued Noun,batch3_2026,0,0,0,1,0,1
loc_01352,Guelmim-Oued Noun,batch3_2026,0,0,0,0,0,0
loc_01353,Guelmim-Oued Noun,batch3_2026,0,0,0,1,1,1
loc_01354,Guelmim-Oued Noun,batch3_2026,0,0,0,0,0,0
loc_01355,Guelmim-Oued Noun,batch3_2026,0,0,0,1,0,1
loc_01356,Guelmim-Oued Noun,batch3_2026,0,0,0,0,0,0
loc_01357,Guelmim-Oued Noun,batch3_2026,1,0,0,0,0,1
loc_01358,Guelmim-Oued Noun,batch3_2026,0,0,0,0,0,0
loc_01359,Guelmim-Oued Noun,batch3_2026,0,0,0,1,0,0
loc_01360,Drâa-Tafilalet,batch3_2026,0,1,0,1,0,0
loc_01361,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01362,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01363,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01364,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01365,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01366,Drâa-Tafilalet,batch3_2026,0,0,0,1,1,1
loc_01367,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01368,Drâa-Tafilalet,batch3_2026,0,0,0,1,1,1
loc_01369,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01370,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01371,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01372,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01373,Béni Mellal-Khénifra,batch3_2026,0,1,0,0,0,0
loc_01374,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01375,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01376,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01377,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01378,Béni Mellal-Khénifra,batch3_2026,1,0,0,0,1,1
loc_01379,Béni Mellal-Khénifra,batch3_2026,1,1,0,0,0,0
loc_01380,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01381,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01382,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01383,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01384,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01385,Béni Mellal-Khénifra,batch3_2026,1,0,0,0,0,0
loc_01386,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01387,Béni Mellal-Khénifra,batch3_2026,1,0,0,0,0,0
loc_01388,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01389,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01390,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01391,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01392,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01393,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01394,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01395,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01396,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01397,Béni Mellal-Khénifra,batch3_2026,0,1,1,1,0,0
loc_01398,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01399,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01400,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01401,Béni Mellal-Khénifra,batch3_2026,1,0,0,0,0,0
loc_01402,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01403,Béni Mellal-Khénifra,batch3_2026,1,0,1,0,0,0
loc_01404,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01405,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01406,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01407,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01408,Béni Mellal-Khénifra,batch3_2026,1,0,0,0,0,0
loc_01409,Souss-Massa,batch3_2026,0,0,0,0,0,0
loc_01410,Tanger-Tétouan-Al Hoceima,batch3_2026,0,0,0,0,1,1
loc_01411,Tanger-Tétouan-Al Hoceima,batch3_2026,0,0,0,0,0,0
loc_01412,Tanger-Tétouan-Al Hoceima,batch3_2026,0,0,0,0,0,1
loc_01413,Tanger-Tétouan-Al Hoceima,batch3_2026,0,0,0,0,1,1
loc_01414,Tanger-Tétouan-Al Hoceima,batch3_2026,0,0,0,0,0,1
loc_01415,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01416,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01417,Fés-Meknés,batch3_2026,0,0,1,0,0,0
loc_01418,Fés-Meknés,batch3_2026,0,0,1,0,0,0
loc_01419,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01420,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01421,Fés-Meknés,batch3_2026,0,0,1,0,0,0
loc_01422,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01423,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01424,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01425,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01426,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01427,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01428,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01429,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01430,Fés-Meknés,batch3_2026,1,1,0,0,0,0
loc_01431,Fés-Meknés,batch3_2026,1,1,0,0,0,0
loc_01432,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01433,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01434,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01435,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01436,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01437,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01438,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,1
loc_01439,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,1
loc_01440,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,1
loc_01441,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,1
loc_01442,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,0
loc_01443,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01444,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01445,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01446,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,0
loc_01447,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01448,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,1,1
loc_01449,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,1
loc_01450,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01451,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01452,Béni Mellal-Khénifra,batch3_2026,0,1,0,0,0,0
loc_01453,Béni Mellal-Khénifra,batch3_2026,0,0,1,0,0,0
loc_01454,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01455,Béni Mellal-Khénifra,batch3_2026,1,0,0,0,0,0
loc_01456,Béni Mellal-Khénifra,batch3_2026,1,1,0,0,0,0
loc_01457,Béni Mellal-Khénifra,batch3_2026,0,0,1,0,0,0
loc_01458,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,1
loc_01459,Béni Mellal-Khénifra,batch3_2026,0,1,0,0,0,0
loc_01460,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01461,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01462,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01463,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01464,Béni Mellal-Khénifra,batch3_2026,0,0,1,0,0,0
loc_01465,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01466,Béni Mellal-Khénifra,batch3_2026,1,0,0,0,0,0
loc_01467,Béni Mellal-Khénifra,batch3_2026,1,0,0,0,0,0
loc_01468,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,1
loc_01469,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01470,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,1
loc_01471,Béni Mellal-Khénifra,batch3_2026,1,0,0,0,0,0
loc_01472,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01473,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01474,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,1
loc_01475,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01476,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,1
loc_01477,Béni Mellal-Khénifra,batch3_2026,1,0,0,0,0,0
loc_01478,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01479,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,1
loc_01480,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,1
loc_01481,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01482,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,1,0
loc_01483,Béni Mellal-Khénifra,batch3_2026,0,0,1,1,0,0
loc_01484,Béni Mellal-Khénifra,batch3_2026,0,1,0,0,0,0
loc_01485,Béni Mellal-Khénifra,batch3_2026,1,0,1,0,0,0
loc_01486,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01487,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01488,Béni Mellal-Khénifra,batch3_2026,0,1,0,1,0,0
loc_01489,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01490,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01491,Béni Mellal-Khénifra,batch3_2026,1,0,1,0,0,0
loc_01492,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01493,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01494,Drâa-Tafilalet,batch3_2026,0,0,0,1,1,0
loc_01495,Drâa-Tafilalet,batch3_2026,0,0,0,1,1,0
loc_01496,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01497,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01498,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01499,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01500,Souss-Massa,batch3_2026,1,0,0,0,0,0
loc_01501,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01502,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01503,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01504,Souss-Massa,batch3_2026,0,0,0,1,0,0
loc_01505,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01506,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01507,Drâa-Tafilalet,batch3_2026,0,0,0,1,1,0
loc_01508,Drâa-Tafilalet,batch3_2026,0,0,0,1,1,0
loc_01509,Drâa-Tafilalet,batch3_2026,1,0,0,0,0,0
loc_01510,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01511,Drâa-Tafilalet,batch3_2026,0,0,0,1,1,1
loc_01512,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,1
loc_01513,Drâa-Tafilalet,batch3_2026,1,0,0,0,0,0
loc_01514,Souss-Massa,batch3_2026,0,0,0,1,0,0
loc_01515,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01516,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01517,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01518,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01519,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01520,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01521,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01522,Béni Mellal-Khénifra,batch3_2026,0,0,1,0,0,0
loc_01523,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01524,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01525,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01526,Béni Mellal-Khénifra,batch3_2026,0,1,1,0,0,0
loc_01527,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01528,Béni Mellal-Khénifra,batch3_2026,1,1,1,0,0,0
loc_01529,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01530,Souss-Massa,batch3_2026,0,0,0,1,0,0
loc_01531,Souss-Massa,batch3_2026,0,0,1,0,0,0
loc_01532,Souss-Massa,batch3_2026,1,0,1,0,0,0
loc_01533,Souss-Massa,batch3_2026,0,0,1,0,0,0
loc_01534,Souss-Massa,batch3_2026,0,0,0,0,0,0
loc_01535,Souss-Massa,batch3_2026,0,0,0,0,0,0
loc_01536,Souss-Massa,batch3_2026,0,0,0,0,0,0
loc_01537,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01538,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01539,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01540,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01541,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,0,1
loc_01542,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01543,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01544,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01545,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01546,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01547,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01548,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01549,Rabat-Salé-Kénitra,batch3_2026,0,0,0,1,1,1
loc_01550,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01551,Béni Mellal-Khénifra,batch3_2026,1,1,0,0,0,0
loc_01552,Béni Mellal-Khénifra,batch3_2026,0,1,1,1,0,0
loc_01553,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01554,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,1,1
loc_01555,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,1,1
loc_01556,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01557,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01558,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,1,0
loc_01559,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,1,1
loc_01560,Béni Mellal-Khénifra,batch3_2026,0,0,0,0,0,0
loc_01561,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01562,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01563,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,1
loc_01564,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01565,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01566,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,1,1
loc_01567,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01568,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01569,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01570,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01571,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01572,Fés-Meknés,batch3_2026,0,0,0,1,0,1
loc_01573,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01574,Fés-Meknés,batch3_2026,0,0,0,1,0,1
loc_01575,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01576,Fés-Meknés,batch3_2026,0,0,0,1,0,1
loc_01577,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01578,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01579,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01580,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01581,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01582,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01583,Fés-Meknés,batch3_2026,0,0,0,1,0,1
loc_01584,Fés-Meknés,batch3_2026,0,0,0,1,1,0
loc_01585,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01586,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01587,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01588,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01589,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01590,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01591,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01592,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01593,Fés-Meknés,batch3_2026,0,0,0,1,1,0
loc_01594,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01595,Fés-Meknés,batch3_2026,0,0,0,1,1,0
loc_01596,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01597,Fés-Meknés,batch3_2026,0,0,0,1,1,0
loc_01598,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01599,Fés-Meknés,batch3_2026,0,0,0,1,1,0
loc_01600,Drâa-Tafilalet,batch3_2026,0,0,0,1,1,1
loc_01601,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01602,Fés-Meknés,batch3_2026,0,0,0,1,1,0
loc_01603,Fés-Meknés,batch3_2026,1,0,1,0,0,0
loc_01604,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01605,Fés-Meknés,batch3_2026,1,0,0,0,0,1
loc_01606,Fés-Meknés,batch3_2026,0,0,0,1,0,1
loc_01607,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01608,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01609,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01610,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01611,Drâa-Tafilalet,batch3_2026,0,1,1,0,0,0
loc_01612,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01613,Fés-Meknés,batch3_2026,0,0,0,1,0,1
loc_01614,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01615,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01616,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01617,Fés-Meknés,batch3_2026,0,0,0,1,0,1
loc_01618,Fés-Meknés,batch3_2026,0,0,0,1,1,0
loc_01619,Fés-Meknés,batch3_2026,0,0,0,0,1,0
loc_01620,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01621,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01622,Fés-Meknés,batch3_2026,0,0,0,0,1,1
loc_01623,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01624,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01625,Fés-Meknés,batch3_2026,0,0,0,1,0,1
loc_01626,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01627,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01628,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01629,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01630,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01631,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01632,Fés-Meknés,batch3_2026,0,0,0,1,1,0
loc_01633,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01634,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01635,Fés-Meknés,batch3_2026,1,1,0,0,0,0
loc_01636,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01637,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01638,Fés-Meknés,batch3_2026,0,1,0,0,0,1
loc_01639,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01640,Fés-Meknés,batch3_2026,0,0,0,0,1,1
loc_01641,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01642,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01643,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01644,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01645,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01646,Fés-Meknés,batch3_2026,0,0,0,1,1,0
loc_01647,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01648,Fés-Meknés,batch3_2026,0,1,0,1,0,0
loc_01649,Fés-Meknés,batch3_2026,0,0,1,1,0,0
loc_01650,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01651,Marrakech-Safi,batch3_2026,0,0,0,1,0,1
loc_01652,Béni Mellal-Khénifra,batch3_2026,0,0,0,1,0,0
loc_01653,Oriental,batch3_2026,0,0,0,1,0,0
loc_01654,Drâa-Tafilalet,batch3_2026,0,0,0,1,1,1
loc_01655,Drâa-Tafilalet,batch3_2026,1,1,1,0,0,0
loc_01656,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01657,Drâa-Tafilalet,batch3_2026,0,0,0,1,1,1
loc_01658,Souss-Massa,batch3_2026,0,0,0,1,0,0
loc_01659,Souss-Massa,batch3_2026,0,0,1,0,0,0
loc_01660,Souss-Massa,batch3_2026,0,0,0,0,0,0
loc_01661,Souss-Massa,batch3_2026,0,0,0,0,0,0
loc_01662,Souss-Massa,batch3_2026,1,0,0,0,0,1
loc_01663,Guelmim-Oued Noun,batch3_2026,0,0,0,1,0,0
loc_01664,Guelmim-Oued Noun,batch3_2026,0,0,0,1,0,1
loc_01665,Laayoune-Sakia El Hamra,batch3_2026,0,0,0,0,0,0
loc_01666,Laayoune-Sakia El Hamra,batch3_2026,0,1,1,1,0,0
loc_01667,Eddakhla-Oued Eddahab,batch3_2026,0,0,0,0,0,1
loc_01668,Drâa-Tafilalet,batch3_2026,1,1,1,0,0,0
loc_01669,Fés-Meknés,batch3_2026,0,0,0,1,1,0
loc_01670,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01671,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01672,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01673,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01674,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01675,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01676,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01677,Fés-Meknés,batch3_2026,0,1,0,1,0,0
loc_01678,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01679,Fés-Meknés,batch3_2026,0,1,0,0,0,0
loc_01680,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01681,Fés-Meknés,batch3_2026,0,1,0,1,0,0
loc_01682,Fés-Meknés,batch3_2026,0,1,1,0,0,0
loc_01683,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01684,Fés-Meknés,batch3_2026,1,1,0,0,0,0
loc_01685,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01686,Fés-Meknés,batch3_2026,0,0,0,0,0,0
loc_01687,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01688,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01689,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01690,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01691,Fés-Meknés,batch3_2026,0,0,0,1,0,1
loc_01692,Fés-Meknés,batch3_2026,0,0,0,1,0,0
loc_01693,Fés-Meknés,batch3_2026,0,0,0,1,0,1
loc_01694,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01695,Fés-Meknés,batch3_2026,0,0,0,1,1,1
loc_01696,Fés-Meknés,batch3_2026,1,0,0,0,0,0
loc_01697,Oriental,batch3_2026,0,0,0,1,0,0
loc_01698,Drâa-Tafilalet,batch3_2026,0,1,0,0,0,0
loc_01699,Drâa-Tafilalet,batch3_2026,0,1,1,0,0,0
loc_01700,Drâa-Tafilalet,batch3_2026,1,0,1,0,0,0
loc_01701,Drâa-Tafilalet,batch3_2026,1,1,1,0,0,0
loc_01702,Drâa-Tafilalet,batch3_2026,0,1,1,0,0,0
loc_01703,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01704,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,1
loc_01705,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,1
loc_01706,Drâa-Tafilalet,batch3_2026,0,0,0,1,0,0
loc_01707,Drâa-Tafilalet,batch3_2026,0,0,0,0,1,1
loc_01708,Drâa-Tafilalet,batch3_2026,0,0,0,0,1,1
loc_01709,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,1
loc_01710,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01711,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
loc_01712,Drâa-Tafilalet,batch3_2026,0,0,0,0,0,0
