Locality_ID,Expert_Class,Region,Latitude_WGS84,Longitude_WGS84,Dist_to_Highway_m,Slope_deg,Ruggedness,Elevation_m,LULC_Friction,Dist_to_Settlement_m,Expert_Merged,origin,proba,pred,correct,y,region_threshold,pred_regiontuned
loc_00303,Easy,Béni Mellal-Khénifra,32.09181944444445,-6.331558333333333,18.81134508248273,12.949648808378516,16.983697055785125,1118.982666015625,0.2,27028.466804232576,Easy,original_733,0.062148544953484,0,True,0,0.14,0
loc_00056,Difficult,Béni Mellal-Khénifra,32.0,-6.333333333333333,8903.047471595019,12.490324977480784,18.71419566761364,1310.7635498046875,0.15,37208.22697552317,Difficult,original_733,0.442749020785621,0,False,1,0.14,1
loc_00294,Easy,Béni Mellal-Khénifra,32.106902777777776,-6.447197222222222,8.545177396944375,11.014582947161886,15.697192483697057,815.8162841796875,0.05,26771.526183420014,Easy,original_733,0.020661036444878,0,True,0,0.14,0
loc_00293,Easy,Béni Mellal-Khénifra,32.106902777777776,-6.447197222222222,8.545177396944375,11.014582947161886,15.697192483697057,815.8162841796875,0.05,26771.526183420014,Easy,original_733,0.020661036444878,0,True,0,0.14,0
loc_00295,Easy,Béni Mellal-Khénifra,32.106902777777776,-6.447197222222222,8.545177396944375,11.014582947161886,15.697192483697057,815.8162841796875,0.05,26771.526183420014,Easy,original_733,0.020661036444878,0,True,0,0.14,0
loc_00292,Easy,Béni Mellal-Khénifra,32.10691388888889,-6.458327777777778,5.869110571220661,21.84667565397437,25.997191373966945,849.2076416015625,0.15,27133.72460939199,Easy,original_733,0.0062973916977135,0,True,0,0.14,0
loc_00241,Easy,Béni Mellal-Khénifra,32.10691388888889,-6.458327777777778,5.869110571220661,21.84667565397437,25.997191373966945,849.2076416015625,0.15,27133.72460939199,Easy,original_733,0.0062973916977135,0,True,0,0.14,0
loc_00290,Easy,Béni Mellal-Khénifra,32.10691388888889,-6.458327777777778,5.869110571220661,21.84667565397437,25.997191373966945,849.2076416015625,0.15,27133.72460939199,Easy,original_733,0.0062973916977135,0,True,0,0.14,0
loc_00289,Easy,Béni Mellal-Khénifra,32.10691388888889,-6.458327777777778,5.869110571220661,21.84667565397437,25.997191373966945,849.2076416015625,0.15,27133.72460939199,Easy,original_733,0.0062973916977135,0,True,0,0.14,0
loc_00288,Easy,Béni Mellal-Khénifra,32.10691388888889,-6.458327777777778,5.869110571220661,21.84667565397437,25.997191373966945,849.2076416015625,0.15,27133.72460939199,Easy,original_733,0.0062973916977135,0,True,0,0.14,0
