Locality_ID,true_class,gp_infra_difficult_pred,gp_infra_difficult_proba,tree_infra_easy_pred,tree_infra_easy_proba,combined_pred,correct,lat,lon
loc_01320,Moderate,0,0.2438024565366277,0,0.47074959269603733,Moderate,True,34.740766666666666,-2.0449166666666665
loc_01321,Moderate,0,0.19890954734148636,1,0.7335952153503392,Easy,False,34.47788611111111,-3.3419972222222225
loc_01653,Easy,0,0.24195827743437803,0,0.23218016904815603,Moderate,False,32.29689444444444,-3.6355805555555554
loc_01697,Easy,0,0.23786933786612963,0,0.29140666960261447,Moderate,False,33.657377777777775,-4.041383333333333
