Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Geosite_Type,Elevation_m,Slope_deg,Ruggedness,Dist_to_Highway_m,LULC_Friction,Dist_to_Settlement_m,Geology_Class,Soil_Class
loc_00147,Crenulations in the Targha micaschist,35.282875,-4.914525,Tanger-Al Hoceima,,577.164794921875,30.95684494328882,17.77156982421875,1936.519583483949,0.15,34552.3582400981,8.0,9.0
loc_00148,Structural position of the geological units of the Internal Rif at Kodiat Achacha,35.265861111111114,-5.234911111111111,Tanger-Al Hoceima,,320.0157165527344,15.444421556992173,9.72931640625,71.34796346614134,0.15,11214.630687587538,7.0,3.0
loc_00149,Exhumation of peridotites in the Aarabe Valley,35.396366666666665,-5.0262,Tanger-Al Hoceima,,142.1556396484375,9.758245059206303,8.826101684570313,92.402607965366,0.1,33287.13651554677,82.0,3.0
loc_00191,Foum Chena site,30.48587777777778,-6.166716666666667,Draa-Tafilalet,,981.1157836914062,2.073486200599147,1.2878759765625,6442.323704456447,0.1,36171.8206887166,8.0,3.0
loc_00192,Ouigane site,30.456463888888887,-6.099186111111111,Draa-Tafilalet,,936.8949584960938,6.6029376065463286,3.69707763671875,3208.10404565377,0.1,28926.92817917071,10.0,9.0
loc_00193,Cheaba Elbeida site,30.437183333333333,-6.049980555555555,Draa-Tafilalet,,930.642578125,6.080378613224697,3.43971435546875,3085.087659114322,0.1,23770.831244465546,10.0,9.0
loc_00194,Targua Wassai,29.207316666666667,-10.092175,Guelmim-Oued Noun,,550.3507080078125,27.43480802829405,16.742685546875,632.1726582399565,0.35,20597.162736687416,66.0,9.0
loc_00195,Abeinou,29.08107777777778,-9.974233333333334,Guelmim-Oued Noun,,411.2908935546875,1.3497689773081782,0.876517333984375,585.8645952985828,0.1,13277.756031601306,51.0,6.0
loc_00196,Atlas Ifrane Essaghir,29.22500833333333,-9.702255555555556,Guelmim-Oued Noun,,947.412841796875,30.037334561815463,19.534873046875,4510.704591551252,0.15,43528.89401902535,56.0,6.0
loc_00198,Laksabi,29.01348611111111,-10.2247,Guelmim-Oued Noun,,186.10861206054688,0.4525029309939722,0.275560302734375,418.174928062189,0.15,16543.837974034792,24.0,6.0
loc_00199,Chatiaalabied,28.90578611111111,-10.316127777777778,Guelmim-Oued Noun,,190.60247802734375,1.2584583405264071,0.889144287109375,5309.215786253971,0.1,26719.680880921467,10.0,6.0
loc_00200,Ras Oumlil,28.658716666666667,-10.486783333333332,Guelmim-Oued Noun,,337.1000061035156,15.479896785374732,10.40758056640625,378.2777254646916,0.15,55470.73306291817,10.0,7.0
loc_00201,Aferket,28.6385,-10.325591666666666,Guelmim-Oued Noun,,444.9075927734375,28.8528140673514,19.099423828125,2400.448250134278,0.35,46679.31400876723,66.0,7.0
loc_00202,Tiglit,28.45379722222222,-10.305405555555556,Guelmim-Oued Noun,,530.6597900390625,19.479547214416698,11.5103662109375,1835.1623142639103,0.1,63967.54551265677,10.0,9.0
loc_00203,Labyar,28.762255555555555,-10.220372222222222,Guelmim-Oued Noun,,330.02093505859375,4.330708787418844,2.552945556640625,7142.6215454275125,0.1,29543.53110898957,56.0,7.0
loc_00204,Asrir-Tighmert,28.880133333333333,-10.012830555555556,Guelmim-Oued Noun,,432.150146484375,16.07454893452702,10.707781982421874,4588.647599255165,0.15,12586.833222045918,56.0,6.0
loc_00205,Baryte deposits of Tarhoucht,31.302675,-5.021425,Draa-Tafilalet,,1429.3802490234375,29.26186890473857,17.276640625,10882.994596892999,0.1,54139.76349819124,38.0,3.0
loc_00206,Cambrian fossiliferous site of Tarhoucht,31.367911111111116,-5.017591666666666,Draa-Tafilalet,,1119.652587890625,9.043740488119646,6.1240283203125,15307.043603633694,0.1,51620.50689148847,56.0,3.0
loc_00207,Columnar basalts,31.587197222222223,-4.834605555555555,Draa-Tafilalet,,952.705810546875,3.0423422866687697,1.4667333984375,2898.018529417523,0.1,53658.707719029095,8.0,11.0
loc_00208,Ordovician tillites,31.473130555555556,-5.036347222222222,Draa-Tafilalet,,1011.911865234375,0.5152973530238754,0.41462646484375,3683.2380896787868,0.1,47219.70474155472,14.0,3.0
loc_00209,Devonian formation of Oued Ferkla,31.43928888888889,-5.019838888888889,Draa-Tafilalet,,1033.01171875,1.043814169524265,0.4204296875,7630.476826495858,0.1,49339.19919823437,14.0,3.0
loc_00210,ifr,31.529038888888888,-4.998469444444445,Draa-Tafilalet,,1027.03759765625,11.717563983654552,5.840029296875,878.372445968865,0.1,50497.99429011228,8.0,3.0
loc_00211,Rock carvings of Taghia,31.535975,-5.009883333333334,Draa-Tafilalet,,979.410888671875,4.235286929619463,1.49496826171875,20.682116823741467,0.9,49433.865507737544,8.0,3.0
loc_00212,Khettara of Tinjdad,31.47904722222222,-5.256241666666667,Draa-Tafilalet,,1214.39990234375,18.362437331317643,11.79822265625,2869.61819339551,0.1,26485.76857666321,56.0,3.0
loc_00213,Ksour (fortified villages),31.491636111111116,-5.065388888888888,Draa-Tafilalet,,1016.2337646484375,1.698319559849194,1.4946728515625,970.6383051398064,0.05,44279.97139735125,8.0,3.0
loc_00214,Ordovician‑Cambrian Palaeontological Heritage of Zagora Province,30.32475833333333,-5.796786111111111,Draa-Tafilalet,,766.6591796875,13.018113727103795,7.435048828125,1335.4135766154848,0.1,3875.124347907002,14.0,3.0
loc_00216,Alluvial terraces of Aït Mallal,31.455205555555555,-6.982922222222222,Béni Mellal-Khénifra,G,1626.1785888671875,24.984875559478162,15.14162109375,3083.9553035152317,0.15,59883.619099956006,8.0,9.0
loc_00217,Badlands of Igoulouane,31.464872222222223,-6.914383333333333,Béni Mellal-Khénifra,G,2392.067626953125,37.25509473671159,26.10994140625,1469.5019313896373,0.15,60566.46051641377,8.0,9.0
loc_00218,Arouss valley,31.447041666666667,-6.915677777777778,Béni Mellal-Khénifra,G,1699.5438232421875,28.103592128346683,18.751005859375,432.5487156122719,0.55,58584.64494316438,71.0,9.0
loc_00219,Canyon of High-Tessaout valley,31.436733333333333,-6.919366666666667,Béni Mellal-Khénifra,G,2102.72802734375,20.627051152974673,10.67013671875,1503.7411170571056,0.55,57442.281227124404,71.0,9.0
loc_00220,Canyon of Ikiss,31.470575,-6.8829,Béni Mellal-Khénifra,G,2390.932373046875,23.49708763880872,16.115546875,2556.180850537141,0.15,61257.702648559825,8.0,9.0
loc_00221,Canyon of Abachkou valley,31.53398333333333,-6.947044444444445,Béni Mellal-Khénifra,G,1994.0970458984375,26.9890002618046,18.0048583984375,735.5051864773724,0.55,68336.73555566884,61.0,9.0
loc_00222,Canyon of Rougoult valley,31.430525000000003,-6.895311111111111,Béni Mellal-Khénifra,G,2081.07421875,15.48099683934664,9.0054296875,1359.0320824979406,0.55,56765.76325140819,71.0,9.0
loc_00223,Rat syncline,31.4321,-6.818516666666667,Béni Mellal-Khénifra,G,2097.4306640625,43.63709470949568,28.972412109375,5430.155804393239,0.55,57596.32411596338,71.0,9.0
loc_00224,Peak and cliffs of Tarkeddid mountain,31.72493611111111,-6.964933333333334,Béni Mellal-Khénifra,G,1075.6744384765625,3.5106286459680094,1.782216796875,63.49645590070998,0.2,88957.84466149902,18.0,8.0
loc_00225,Mount M’goun (4068 m),31.395658333333333,-6.793727777777778,Béni Mellal-Khénifra,G,1992.6180419921875,39.056193026820715,25.7158544921875,8518.887390953592,0.1,54032.62025200324,8.0,9.0
loc_00226,The unconf Paleozoic basement-Mesozoic sedimentary cover of Aït Mallal,31.74145833333333,-6.851061111111111,Béni Mellal-Khénifra,G,935.129638671875,12.649319878376387,7.696357421875,1165.5059145048751,0.35,80901.34642529162,18.0,9.0
loc_00227,Rougoult waterfall,31.736975,-6.869158333333334,Béni Mellal-Khénifra,G,1217.8282470703125,21.285675748726167,12.123193359375,978.0143858326129,0.35,82304.75545708323,18.0,9.0
loc_00228,Springs of Oued Lakhdar (green river),31.70828333333333,-6.853627777777778,Béni Mellal-Khénifra,G,1339.1475830078125,27.286812594105857,18.129404296875,1716.8843320613105,0.55,84074.12404087251,71.0,9.0
loc_00229,Springs and waterfall of Ikiss,31.717716666666664,-6.815847222222222,Béni Mellal-Khénifra,G,1415.8729248046875,13.967121417422375,9.5002978515625,801.9010391224825,0.35,81240.72972543546,18.0,9.0
loc_00230,Sinkholes of the Rat mountain,31.72513611111111,-6.970002777777778,Béni Mellal-Khénifra,G,1078.0008544921875,20.330611264110406,13.3054541015625,147.19374107779313,0.55,89251.38402832861,18.0,8.0
loc_00231,Glacial cirques and U-shaped valleys of M’goun,31.534986111111117,-6.933286111111111,Béni Mellal-Khénifra,G,1965.7081298828125,28.171211179918767,18.8198681640625,1622.1752699389006,0.55,68394.93660974874,61.0,9.0
loc_00232,Glacial cirques and U-shaped valleys of Rat mountain,31.52438611111111,-6.942316666666667,Béni Mellal-Khénifra,G,2088.53759765625,23.48660276275234,14.78642578125,297.0603184714654,0.55,67249.49715446928,61.0,9.0
loc_00233,Scree and talus deposits of Rat mountain,31.50797777777778,-6.934944444444445,Béni Mellal-Khénifra,G,1890.79931640625,26.96252396811431,17.60416015625,247.41486896113406,0.15,65398.593907860195,8.0,9.0
loc_00234,Scree and talus deposits of Tarkeddid mountain,31.50014722222222,-6.926411111111111,Béni Mellal-Khénifra,G,1880.120849609375,25.00167214198068,14.0560302734375,609.7612629326991,0.15,64504.7862897386,8.0,9.0
loc_00235,Troglodyte caves of Igoulouane,31.54648333333333,-6.971002777777778,Béni Mellal-Khénifra,G,2088.968994140625,24.78450853242151,16.593994140625,284.846867559652,0.15,69874.18819825847,71.0,9.0
loc_00237,Lake sediment of Aït Bougmez valley,31.492847222222224,-6.917519444444444,Béni Mellal-Khénifra,G,1770.1614990234375,19.10253094327579,11.9180712890625,1678.5414448934628,0.1,63679.33457455941,8.0,9.0
loc_00238,Aït Mallal valley,31.56103888888889,-6.472736111111111,Béni Mellal-Khénifra ,G,2709.082275390625,41.21720388112693,30.5158984375,8454.591741063829,0.15,82542.4150081905,71.0,7.0
loc_00239,Badlands of Igoulouane,31.589966666666665,-6.475405555555556,Béni Mellal-Khénifra ,G,2266.317626953125,37.305259581900565,24.711220703125,5318.380415635539,0.15,83551.58309502373,71.0,7.0
loc_00240,Arouss valley,31.657102777777776,-6.41965,Béni Mellal-Khénifra ,G,1846.734619140625,0.9836412472780873,0.4610986328125,152.42524156577292,0.2,75548.2698445027,71.0,9.0
loc_00241,Canyon of Rougoult valley,31.52125277777777,-6.703430555555555,Béni Mellal-Khénifra ,G,2607.91552734375,25.607412199085115,15.874248046875,10866.991824641107,0.1,69686.32839956801,61.0,9.0
loc_00242,Canyon of Abachkou valley,31.625316666666667,-6.626622222222223,Béni Mellal-Khénifra ,G,1958.1990966796875,28.76941953184744,17.4514892578125,636.6392797372018,0.1,82930.9088453332,71.0,9.0
loc_00243,Canyon of High-Tessaout valley,31.63325555555556,-6.585486111111111,Béni Mellal-Khénifra ,G,2639.015869140625,36.15665303561072,26.1611328125,1682.3078579415794,0.15,80957.68694725246,71.0,9.0
loc_00244,Glacial cirques and U-shaped valleys of Rat mountain,31.52679722222222,-6.744063888888889,Béni Mellal-Khénifra ,G,3463.329833984375,30.45457858052079,18.664599609375,14046.282495876792,0.1,69292.25637033455,71.0,9.0
loc_00245,Scree and talus deposits of Rat mountain,31.543436111111117,-6.734586111111112,Béni Mellal-Khénifra ,G,3145.09326171875,8.19077052150598,5.17888671875,12013.767814324283,0.15,71300.71257559372,71.0,9.0
loc_00246,Scree and talus deposits of Tarkeddid mountain,31.560661111111116,-6.7567,Béni Mellal-Khénifra ,G,2928.07080078125,31.063157237443804,20.197392578125,11873.790335557891,0.1,72710.44611328047,71.0,9.0
loc_00248,Canyon of Ikiss,31.60168888888889,-6.6045638888888885,Béni Mellal-Khénifra ,G,1662.36474609375,4.931367050553142,2.529375,142.3630024264201,0.2,81181.1207865794,71.0,9.0
loc_00249,Rat syncline,31.60590277777778,-6.575658333333333,Béni Mellal-Khénifra ,G,1911.6400146484375,32.67407909462686,23.6050048828125,1153.2741499863034,0.55,82638.48712048696,71.0,9.0
loc_00250,Peak and cliffs of Tarkeddid mountain,31.575369444444444,-6.6589,Béni Mellal-Khénifra ,G,2249.57080078125,21.985582319725264,12.856630859375,5562.8299127724695,0.15,76690.5842818122,71.0,9.0
loc_00251,Mount M’goun (4068 m),31.562691666666662,-6.61011111111111,Béni Mellal-Khénifra ,G,1836.5440673828125,18.809144407388743,13.2055419921875,4463.263375346482,0.55,76953.81669500192,71.0,9.0
loc_00252,The unconformity between Paleozoic basement and Mesozoic sedimentary cover of Aït Mallal,31.551094444444445,-6.5847,Béni Mellal-Khénifra ,G,2015.42578125,24.97416640299897,17.6076708984375,6028.295684231319,0.1,76703.48810100944,71.0,9.0
loc_00253,Rougoult waterfall,31.53590555555556,-6.646369444444444,Béni Mellal-Khénifra ,G,2071.590087890625,30.096584208309494,21.7198828125,8347.11660965349,0.15,72938.91605775681,61.0,9.0
loc_00254,Springs of Oued Lakhdar (green river),31.538647222222224,-6.587663888888889,Béni Mellal-Khénifra ,G,2446.093017578125,28.62481324797067,18.2784765625,7302.721516180537,0.15,75325.11019913839,71.0,7.0
loc_00255,Springs and waterfall of Ikiss,31.5248,-6.5918777777777775,Béni Mellal-Khénifra ,G,2666.284423828125,31.805717975349044,19.15154296875,8745.315775533152,0.15,73757.28375192371,71.0,7.0
loc_00256,Sinkholes of the Rat mountain,31.53021111111111,-6.552005555555556,Béni Mellal-Khénifra ,G,3165.4072265625,46.63769927253707,38.70947265625,9330.396815205782,0.1,75932.54609421868,71.0,7.0
loc_00257,Ida-Ou’Zal massif of the Argana Basin,30.681166666666662,-9.100333333333332,Souss-Massa,,1513.465576171875,20.518457454471253,12.3794140625,93.46941202445358,0.1,31643.462020460658,8.0,9.0
loc_00258,The massive dolomites of the Tizgarine unit,35.872908333333335,-5.421022222222223,Tanger-Tétouan-Al Hoceïma,M,231.9960174560547,14.9467323428684,8.416788940429688,1004.1410860200415,0.55,6549.055016197881,36.0,9.0
loc_00259,Calipso cave,35.885980555555555,-5.409766666666667,Tanger-Tétouan-Al Hoceïma,G,722.4088745117188,23.66542371970198,15.26033935546875,531.8048422736433,0.15,6784.230783209305,36.0,9.0
loc_00260,the source and catchment basin of the water,35.88771944444444,-5.390516666666668,Tanger-Tétouan-Al Hoceïma,H&G,244.32470703125,19.8657861268417,10.446024780273438,583.1054882120271,0.55,5997.450344916444,82.0,9.0
loc_00261,"Ras Leona rocky coast and Karst (Lapiés, doline and cave)",35.920677777777776,-5.401880555555556,Tanger-Tétouan-Al Hoceïma,"G,S",52.604366302490234,26.75245128695407,15.29458408355713,1422.3717837842066,0.15,9764.700591034763,82.0,
loc_00263,The cliff of Ras Leona,35.91231388888889,-5.405483333333334,Tanger-Tétouan-Al Hoceïma,SG&G,189.5524444580078,27.16724359970334,15.061160888671875,742.4736005414547,0.55,9046.411419894408,82.0,10.0
loc_00264,Ammonitico-rosso of Taffert,33.65582777777777,-4.187444444444445,Fès-Meknès,PL,1796.5347900390625,32.66302447772462,18.6172705078125,1323.994570747339,0.55,59839.676110587796,71.0,9.0
loc_00265,Volcano of Bou-Iblane,33.66074166666667,-4.111491666666666,Fès-Meknès,V,2871.007080078125,18.75422979493153,10.17669921875,1574.7347756789707,0.1,64002.85542782829,71.0,9.0
loc_00266,Reefs of Ich Maalam,33.64151944444444,-4.282616666666667,Fès-Meknès,PL,2040.5517578125,35.55154420737037,22.9385693359375,4458.988270982645,0.55,51682.971959443996,18.0,9.0
loc_00267,Cornish limestones of Serhla,33.630291666666665,-4.278788888888889,Fès-Meknès,S,2077.33251953125,38.922278749722025,24.8198583984375,4485.645006037498,0.55,51238.160590906424,18.0,9.0
loc_00268,Hayane canyon,33.68071111111111,-4.23295,Fès-Meknès,SG,1385.065673828125,16.55895496136522,8.80064453125,758.4050209427218,0.15,57775.99964720579,71.0,9.0
loc_00269,Askour Cave,33.707350000000005,-4.299841666666667,Fès-Meknès,K,1485.1795654296875,11.5747391761577,7.5367138671875,3183.8673387815797,0.15,51017.75180142202,18.0,9.0
loc_00270,Tamezyidan Rbi,33.656188888888884,-4.282172222222222,Fès-Meknès,K,1832.61474609375,31.07971629408372,19.202265625,4041.0887895394158,0.35,52703.517622344625,18.0,9.0
loc_00271,Guelta Tameda,33.925266666666666,-4.095975,Fès-Meknès,K,1289.585693359375,28.71102520557368,19.5912060546875,1211.191933789803,0.55,34812.296655923245,18.0,9.0
loc_00272,Source Oued el Bared,33.80676944444444,-4.375911111111111,Fès-Meknès,S,852.2758178710938,5.025703360503391,2.5867822265625,66.57026314961215,0.2,42306.829640303746,18.0,8.0
loc_00273,Oued el Bared cave,33.652052777777776,-4.174741666666667,Fès-Meknès,K,1822.5240478515625,8.224221857085093,5.4930908203125,424.6044802983252,0.15,60610.18009714215,71.0,9.0
loc_00274,Discordance Ribata lKhayr,33.606430555555555,-4.202916666666667,Fès-Meknès,SG,1754.505859375,21.627917156250682,13.8504052734375,160.97796180919156,0.15,55798.332841385716,18.0,9.0
loc_00276,Bou-Iblane-Issouka,33.93060555555555,-4.146019444444445,Fès-Meknès,SG,1148.99951171875,24.49356763765422,16.56294921875,3138.098382126957,0.55,35582.77896828884,18.0,9.0
loc_00277,Periclinal Taffajight,33.85335277777778,-4.029011111111111,Fès-Meknès,SG,1316.6451416015625,26.239397874476147,15.1879345703125,732.8636111253246,0.35,41934.69655626987,71.0,9.0
loc_00278,Malachites of Talzemt,33.92628333333333,-4.034172222222222,Fès-Meknès,M,1173.01611328125,5.164329547141891,2.7801416015625,926.6910585710821,0.2,33861.62023208356,18.0,9.0
loc_00279,Discordance Jbel Abdous,33.86557777777778,-4.034458333333333,Fès-Meknès,SG,1639.9288330078125,25.586366733192317,14.9534765625,63.03164096692652,0.55,40601.18733395874,71.0,9.0
loc_00280,Mallal cascade,33.815875,-4.133719444444445,Fès-Meknès,H,1965.5830078125,10.543525107027545,5.0405810546875,6100.994247524856,0.15,47453.61833476542,71.0,9.0
loc_00281,Jbel el Kalaa,33.80313888888889,-4.161325000000001,Fès-Meknès,SG,1940.86962890625,11.795107363335802,5.9466552734375,4574.085546110811,0.1,49485.30686288429,71.0,9.0
loc_00282,Tmourhout valley,33.75717222222222,-4.067008333333333,Fès-Meknès,SG,1926.56982421875,29.67274101711188,18.075947265625,263.7152576007649,0.15,52854.27982871978,71.0,9.0
loc_00283,Bizi canyon,33.705286111111114,-4.124786111111111,Fès-Meknès,SG,2370.78662109375,16.515046305806976,9.908291015625,1860.8354840459244,0.1,59313.24089534326,71.0,9.0
loc_00284,Fault Tmourhout,33.690061111111106,-4.160183333333333,Fès-Meknès,S,2035.03173828125,14.823675672723837,8.966953125,2178.1272163755743,0.15,61630.11862667462,71.0,9.0
loc_00285,Tmourhout Cascade,33.58704166666667,-4.211975,Fès-Meknès,H,2011.3194580078125,15.394249982344292,8.817216796875,1368.9314302525313,0.55,54045.62931732867,18.0,9.0
loc_00286,Synclinal Zloul,33.572188888888896,-4.261980555555556,Fès-Meknès,SG,1919.174560546875,32.066526146014574,19.3273388671875,1031.7895428363527,0.55,49174.98582482513,18.0,9.0
loc_00288,Synclinal Tilmirat,33.457769444444445,-4.332880555555556,Fès-Meknès,SG,1569.3861083984375,24.119816631904754,15.061533203125,1293.6531933583653,0.35,38274.88656863351,71.0,9.0
loc_00292,"Inverse fault, anticlinal fold and joint",32.08508611111111,-6.431527777777778,Beni Mellal-Khénifra,SG,802.0,0.0,0.0,2607.669157809912,0.9,28659.67304857664,71.0,3.0
loc_00299,Ruiniform landscape of Moudj,32.32635833333334,-6.340052777777777,Beni Mellal-Khénifra,G&H,584.5738525390625,8.164287129782373,4.81908203125,211.46171481191269,0.55,1521.9588032421054,71.0,5.0
loc_00300,Idemrane landslide,32.339975,-6.3209333333333335,Beni Mellal-Khénifra,,572.3265991210938,6.972210389366158,4.44758056640625,404.2877442629326,0.55,3111.301082479833,24.0,5.0
loc_00301,Adouz dejection cone,32.31991388888889,-6.3556888888888885,Beni Mellal-Khénifra,,597.649658203125,4.951600318617091,2.90314697265625,734.8707564707299,0.15,1603.0952446319814,24.0,5.0
loc_00302,Ajojjar waterfall,32.32220277777778,-6.315575,Beni Mellal-Khénifra,,831.5021362304688,18.03153642759966,10.5676025390625,787.0633537513678,0.55,3790.151804346762,71.0,5.0
loc_00303,Ouchrah site,32.352627777777776,-6.2916083333333335,Beni Mellal-Khénifra,H,803.8060913085938,25.270260721829636,16.5291796875,397.5120414348117,0.55,6150.480015217811,24.0,5.0
loc_00304,Tafrent Polje,32.36804166666667,-6.258297222222223,Beni Mellal-Khénifra,,755.236328125,24.111660348251824,13.86612060546875,518.5352667132321,0.15,9688.421143533847,71.0,5.0
loc_00305,Hançais,32.26388611111111,-6.312141666666666,Beni Mellal-Khénifra,,1567.6845703125,12.146178563134132,7.2117919921875,2132.2218813075433,0.15,8723.98953343351,71.0,9.0
loc_00306,Ain Fachtals,32.25786111111111,-6.2741444444444445,Beni Mellal-Khénifra,,1787.8023681640625,32.21716242545647,22.2783349609375,421.01130946186686,0.55,11289.148074747793,71.0,9.0
loc_00307,Ain Ikhourba,32.24431666666667,-6.2989138888888885,Beni Mellal-Khénifra,,1699.2652587890625,19.251381571894843,11.565341796875,3139.1460485734638,0.35,11226.979064838932,71.0,9.0
loc_00309,Jbel Boutarwa,32.25030555555556,-6.263961111111112,Beni Mellal-Khénifra,,1569.8826904296875,13.372423068885203,7.5309423828125,123.08341676712678,0.15,12553.22450241595,71.0,9.0
loc_00310,Tit-n-Ziza Geomorphosite,32.244397222222226,-6.258502777777778,Beni Mellal-Khénifra,G,1462.70556640625,6.181258590085831,3.35853515625,221.592064444566,0.2,13385.075309591977,71.0,9.0
loc_00311,Afla Ifran Geomorphosite,32.20150277777778,-6.281852777777778,Beni Mellal-Khénifra,G,1515.03515625,8.8058088971141,5.056572265625,431.2557561137473,0.35,16213.12080697713,69.0,9.0
loc_00312,Chkounda Geomorphosite,32.213880555555555,-6.259605555555556,Beni Mellal-Khénifra,G,1454.5753173828125,18.255420410969172,10.5373046875,1326.1538601283999,0.15,16019.565969755766,69.0,9.0
loc_00313,Tichniwine Rocks,32.17773888888889,-6.266066666666666,Beni Mellal-Khénifra,,1222.462158203125,29.41161140077999,17.94544921875,3454.549048179618,0.35,19235.23796167115,69.0,9.0
loc_00314,Iferd Ait Masaoud Polje,32.18183611111111,-6.237288888888889,Beni Mellal-Khénifra,,1264.3248291015625,34.06205264979465,21.3473828125,3667.965310299883,0.15,20151.46595706468,69.0,9.0
loc_00315,Ben Cherrou Valley,32.17372222222222,-6.190272222222222,Beni Mellal-Khénifra,,1037.513916015625,14.184044665084684,6.63106689453125,4008.438264217924,0.15,23526.97758436752,69.0,9.0
loc_00316,Jbel Tadawt Karst,32.13916944444444,-6.241613888888889,Beni Mellal-Khénifra,,1302.1070556640625,5.934187518021894,3.13685546875,5517.009003132411,0.2,24097.33484334438,69.0,9.0
loc_00317,Jbel Wawngarf karstic plateau,32.165841666666665,-6.179147222222222,Beni Mellal-Khénifra,,968.4141845703125,19.886359406181285,13.5334033203125,4855.344315918909,0.55,24874.87072648325,69.0,9.0
loc_00318,El Haounet karstic plateau,32.162791666666664,-6.157447222222222,Beni Mellal-Khénifra,,1090.269775390625,30.14185027391835,21.386962890625,5682.1759294482235,0.55,26506.65891712331,69.0,9.0
loc_00319,The Walous cliff granaries,32.23994722222222,-6.10668611111111,Beni Mellal-Khénifra,,1101.2698974609375,3.9670333980980885,2.2708349609375,329.864672481192,0.2,25443.902557814654,71.0,9.0
loc_00320,Ain Askar,32.30008055555555,-6.015122222222222,Beni Mellal-Khénifra,,1276.5819091796875,19.593615813606135,12.7695166015625,1757.6007403124963,0.55,32007.74662162192,71.0,9.0
loc_00321,Oued El Abid meanders,32.26376666666667,-5.923236111111112,Beni Mellal-Khénifra,,2013.387451171875,8.072757259462833,3.3706201171875,5284.015276355976,0.15,41176.436451430585,71.0,9.0
loc_00331,The Taghia-n-Ait Boulmane intrusion,32.530252777777775,-6.069772222222222,Beni Mellal-Khénifra,Mg,1331.7591552734375,22.341886168167985,12.6775927734375,2735.494753803904,0.55,34402.25729522467,71.0,5.0
loc_00335,Karstic spring of Ouzoud,32.414627777777774,-6.206419444444444,Beni Mellal-Khénifra,K,926.4317016601562,34.118504365210875,22.23072265625,1330.1997260527112,0.35,16442.419383627737,66.0,5.0
loc_00336,Oued El Abid Gorges,32.375258333333335,-6.1688,Beni Mellal-Khénifra,G,1493.808837890625,11.510530631324814,5.7342919921875,6462.007433585881,0.15,17925.105450182127,71.0,9.0
loc_00337,Estuary of Oued Tissakht (Ouzoud caves),32.360933333333335,-6.112299999999999,Beni Mellal-Khénifra,H&K,1823.040283203125,19.599610091667195,11.2973681640625,5774.355912678583,0.15,22837.09016616074,13.0,9.0
loc_00338,Doleritic sill of Ouzoud,32.18674444444444,-6.495072222222222,Beni Mellal-Khénifra,SG,1066.827880859375,23.827622881797822,16.426328125,1413.2144172501196,0.35,21129.0337464837,71.0,5.0
loc_00339,Zauia of Tanaghmelt,32.19753333333333,-6.4971,Beni Mellal-Khénifra,R,849.0660400390625,23.833378860437538,14.559189453125,1544.7807096570725,0.15,20337.990224113095,14.0,5.0
loc_00341,Chocolate marl intruded by Tanaghmelt sil,32.164674999999995,-6.5732333333333335,Beni Mellal-Khénifra,St,1245.5802001953125,32.14090053694167,23.2616796875,3553.1428854336964,0.35,27981.181173129633,71.0,5.0
loc_00343,Moudj’s lapiez,32.171080555555555,-6.790813888888889,Beni Mellal-Khénifra,,693.68017578125,11.437396057899482,4.88581787109375,171.0041888770192,0.55,44960.23516042084,71.0,5.0
loc_00349,Timskar’s travertines,32.08453333333333,-6.639611111111111,Beni Mellal-Khénifra,K,652.3970947265625,4.73627566769866,3.43452880859375,3315.217213383241,0.55,38679.250465157646,69.0,3.0
loc_00350,Tazzerkount Tepee Structures,32.099761111111114,-6.594802777777778,Beni Mellal-Khénifra,,665.2703857421875,3.6019575294029993,2.08179443359375,1088.6231566960328,0.55,34576.55741285727,69.0,3.0
loc_00352,Ruiniformes Landscapes of EL Ksiba,32.058899999999994,-6.681425,Beni Mellal-Khénifra,K,780.5675048828125,19.116230241781388,10.57635986328125,327.69695728553586,0.55,43475.473001567916,71.0,3.0
loc_00353,Fossils of Moudj,32.029066666666665,-6.726363888888889,Beni Mellal-Khénifra,PL,580.738037109375,36.63446336536198,23.81321533203125,1812.1570222355624,0.35,48821.97514904517,71.0,3.0
loc_00355,Spring of Lala Kamria,32.0179,-6.741741666666667,Beni Mellal-Khénifra,K,814.5068969726562,18.293352578489618,11.23030517578125,1964.9434591579081,0.15,50727.24884191021,71.0,3.0
loc_00356,Panoramic view of overturned bar of Iferghas,32.00463055555556,-6.740880555555556,Beni Mellal-Khénifra,,745.3609008789062,10.622066110450186,5.28754150390625,736.3486322586995,0.15,51705.82340714439,18.0,3.0
loc_00357,Karst cliff of Ighir-n-Oumejjad,31.9776,-6.705905555555556,Beni Mellal-Khénifra,SG,1160.3094482421875,11.709553855875036,6.87673828125,3353.9393368891165,0.35,51708.93386541995,71.0,3.0
loc_00358,Panoramic view of the Ait Attab syncline,32.12541111111111,-6.832025,Beni Mellal-Khénifra,,606.369384765625,2.8495228252398355,1.4621484375,176.2645064268122,0.2,50658.86428381946,18.0,5.0
loc_00359,The tectonic deformations of Jbel Hassan,32.10018055555555,-6.834963888888889,Beni Mellal-Khénifra,SG,828.4217529296875,13.588821785012625,8.8225634765625,2025.592303170644,0.15,52249.33040086005,71.0,5.0
