Observation_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Geosite_Type,Geological_Domain,Locality_Center_Lat,Locality_Center_Lon,Locality_Group_Key,Coordinate_Precision,Source_File,Source_Row_Ref,Center_Coord_Source,Is_Merchich_Format
obs3_00171,Am Larays,33.030833333333334,-4.89,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_5,point,geoheritage_aug16_2026,181,,False
obs3_00172,Ouaoussentecht,33.595,-4.681666666666667,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_5,point,geoheritage_aug16_2026,182,,False
obs3_00173,Tichniouine,33.308055555555555,-5.094444444444444,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_5,point,geoheritage_aug16_2026,184,,False
obs3_00174,Masrabe,33.242222222222225,-5.044722222222222,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_5,point,geoheritage_aug16_2026,185,,False
obs3_00175,Habri,33.38333333333333,-5.156388888888889,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_5,point,geoheritage_aug16_2026,186,,False
obs3_00176,Jbel Outgui,33.646966666666664,-5.252919444444444,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,187,,False
obs3_00177,El Koudiate,33.51776388888889,-5.149222222222223,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,188,,False
obs3_00178,Mischliffen,33.40658888888889,-5.075019444444444,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,189,,False
obs3_00179,Jbel Habri,33.38481111111111,-5.150961111111111,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,190,,False
obs3_00180,Jbel Hebri,33.35199166666667,-5.134366666666667,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,191,,False
obs3_00181,Tit Ouagmar,33.31097222222222,-5.1512,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,192,,False
obs3_00182,Bou Ibalrhatene,33.33536666666667,-5.0585305555555555,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,193,,False
obs3_00183,Chedifat-Tit Ouagma,33.29895555555555,-5.1368,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,194,,False
obs3_00184,Bou Teguerouine,33.283477777777776,-5.106563888888888,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,195,,False
obs3_00185,Sidi Aziz,33.264375,-5.055613888888889,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,196,,False
obs3_00186,Trou de Ifri-Ouska,33.291602777777776,-5.194583333333334,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,197,,False
obs3_00187,Dayet Aoua,33.639577777777774,-5.038122222222222,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,198,,False
obs3_00188,Tidrine,33.49245277777778,-5.055533333333333,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,199,,False
obs3_00189,Dayet Hachlaff,33.55522777777777,-4.97565,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,200,,False
obs3_00190,Tisfoula,33.24078611111111,-5.356594444444444,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,201,,False
obs3_00191,Afennourir,33.254102777777774,-5.272358333333333,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,202,,False
obs3_00192,Dayet Ifrah,33.529872222222224,-4.979619444444444,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,203,,False
obs3_00193,Polje de Ouiouane,33.53191944444444,-4.983661111111111,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,204,,False
obs3_00194,Bassin de Agoulmam,33.50780555555556,-4.980669444444445,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,205,,False
obs3_00195,Doline de Moutferraoun,33.493119444444446,-4.982372222222223,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,206,,False
obs3_00196,Trou de la Panthe`re,33.20458888888889,-5.209005555555556,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,207,,False
obs3_00197,Aguelmam Azigza,33.19105,-5.414786111111112,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,208,,False
obs3_00198,Tichilite,33.326686111111115,-5.1640194444444445,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,209,,False
obs3_00199,Ifri-ou-Berid,33.20071388888889,-5.290311111111111,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,210,,False
obs3_00200,Source Vittel,33.54771944444444,-5.110566666666666,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,211,,False
obs3_00201,Cascades des Vierges,33.56184722222222,-5.119386111111111,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,212,,False
obs3_00202,Ifrane Zaouia,33.183030555555554,-5.394347222222223,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,213,,False
obs3_00203,Terrasses d’El Hajeb,33.689899999999994,-5.353913888888888,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,214,,False
obs3_00204,Jbel Irhoud,33.284369444444444,-5.305913888888889,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,215,,False
obs3_00205,Sources Oum Er Rbia,33.18032777777778,-5.424855555555556,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,216,,False
obs3_00206,Gorge de Azra Azegarh,33.748475,-5.230708333333333,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,217,,False
obs3_00207,Méandre Oued Akkous,33.783586111111106,-5.254316666666667,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,218,,False
obs3_00208,Gorge de l’Oued Defali,33.623491666666666,-5.439472222222222,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,219,,False
obs3_00209,Village Bou Youssef,33.719275,-5.318138888888889,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,220,,False
obs3_00210,Mohamed Messaoud,33.59363333333334,-5.375375,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,221,,False
obs3_00211,Paysage d’Ito,33.52139722222222,-5.315588888888889,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,222,,False
obs3_00212,Creˆte de Tizra,33.553,-5.425538888888889,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,223,,False
obs3_00213,Tammeroit,33.226508333333335,-5.426494444444445,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,224,,False
obs3_00214,Balcon de Timahdite,33.269463888888886,-5.0059305555555556,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,225,,False
obs3_00215,Chevrons Timahdite,33.27117777777778,-4.938552777777778,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,226,,False
obs3_00216,Azrou unconformity,33.41831944444444,-5.163872222222222,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,227,,False
obs3_00217,Douar Caid Ait Ouahi,33.32407222222223,-5.231183333333333,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_6,point,geoheritage_aug16_2026,228,,False
obs3_00218,Sidi Boulknadel pipes,34.126533333333334,-6.755861111111111,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,229,,False
obs3_00219,Carboniferous hills of Korifla river panorama,33.74092777777778,-6.746533333333334,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,230,,False
obs3_00220,Lower Devonian carbonate concretion east of Ezzehiliga,33.310024999999996,-6.543025,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,231,,False
obs3_00221,Normal fault of El Malha river,34.57602222222223,-5.4805,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,232,,False
obs3_00222,Pillow lava of Malha valley,34.39453611111111,-5.383166666666666,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,233,,False
obs3_00223,Volcanic flow of Boulhmayl river,34.393255555555555,-6.469327777777778,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,234,,False
obs3_00224,Gayville beach potholes,33.93679444444444,-6.946277777777778,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,235,,False
obs3_00225,Koudiat Ech-Cherif,34.03132222222222,-6.843502777777777,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,236,,False
obs3_00226,Sebt-Merchouch plateau Angular Unconformity,33.848572222222224,-6.966044444444445,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,237,,False
obs3_00227,Zaër granite,34.554316666666665,-5.874338888888889,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,238,,False
obs3_00228,Jbel Moghrane's Westphalian Molasse,34.39001666666667,-6.469991666666667,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,239,,False
obs3_00229,Stratotype GSSP Tortonian- Messinian Limit,33.936299999999996,-6.788841666666666,Rabat-Sale-Kenitra,,Meseta,,,geoheritage_aug16_2026_group_7,point,geoheritage_aug16_2026,240,,False
obs3_00230,Jorf Lakhdar Geosite,34.740766666666666,-2.0449166666666665,Oriental,,Middle Atlas,,,geoheritage_aug16_2026_group_8,point,geoheritage_aug16_2026,241,,False
obs3_00231,Guilliz Geosite,34.47788611111111,-3.3419972222222225,Oriental,,Middle Atlas,,,geoheritage_aug16_2026_group_8,point,geoheritage_aug16_2026,242,,False
obs3_00232,Dinosaur footprint site of Anza,30.445833333333333,-9.660833333333333,Souss-Massa,,Western High Atlas,,,geoheritage_aug16_2026_group_9,point,geoheritage_aug16_2026,243,,False
obs3_00233,sedimentary and tectonic type: Quaternary conglomerate formation of Taghazout,30.53523888888889,-9.676272222222222,Souss-Massa,,Western High Atlas,,,geoheritage_aug16_2026_group_9,point,geoheritage_aug16_2026,244,,False
obs3_00234,Karstic type geosite 3: Cap Ghir Cave,30.62918888888889,-9.833916666666667,Souss-Massa,,Western High Atlas,,,geoheritage_aug16_2026_group_9,point,geoheritage_aug16_2026,245,,False
obs3_00235,Stratigraphic-type geosite 4: Tiguert Formation,30.629534166666666,-9.834047222222223,Souss-Massa,,Western High Atlas,,,geoheritage_aug16_2026_group_9,point,geoheritage_aug16_2026,246,,False
obs3_00236,Stratigraphic Type: Oxfordian of Cap Ghir Reef,30.628327777777777,-9.836655555555556,Souss-Massa,,Western High Atlas,,,geoheritage_aug16_2026_group_9,point,geoheritage_aug16_2026,247,,False
obs3_00237,Imi Ouaddar sedimentary geosite type : black shale-Imi-Ouaddar,30.56222222222222,-9.742455555555555,Souss-Massa,,Western High Atlas,,,geoheritage_aug16_2026_group_9,point,geoheritage_aug16_2026,248,,False
obs3_00238,Almou,33.379155555555556,-4.711366666666667,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_10,point,geoheritage_aug16_2026,249,,False
obs3_00239,Cross‑Bedding Structures,29.941425,-5.625411111111112,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_11,point,geoheritage_aug16_2026,250,,False
obs3_00240,"Bioturbation, Trace Fossils, and Fossils",29.925708333333336,-5.614744444444444,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_11,point,geoheritage_aug16_2026,251,,False
obs3_00241,Wave Ripples,29.905974999999998,-5.5915333333333335,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_11,point,geoheritage_aug16_2026,252,,False
obs3_00242,Micro‑faulting and Hydrofracturing,29.895227777777777,-5.609219444444444,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_11,point,geoheritage_aug16_2026,253,,False
obs3_00243,Conglomerate and Conglomeratic Sandstone,29.896744444444444,-5.582991666666667,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_11,point,geoheritage_aug16_2026,254,,False
obs3_00244,Unconformities,29.9595,-5.637094444444444,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_11,point,geoheritage_aug16_2026,255,,False
obs3_00245,Joints and Rock Fall,29.980649999999997,-5.651988888888889,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_11,point,geoheritage_aug16_2026,256,,False
obs3_00246,Exfoliation,29.872122222222224,-5.547361111111111,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_11,point,geoheritage_aug16_2026,257,,False
obs3_00247,Jbel Ardouz,31.558536111111113,-8.631069444444446,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,258,,False
obs3_00248,Aguelmam-n-Tghalouine,33.38636944444444,-5.095097222222222,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,259,,False
obs3_00249,Habri,33.382694444444446,-5.155816666666667,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,260,,False
obs3_00250,Mijmouane,33.364336111111115,-5.159780555555556,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,261,,False
obs3_00251,Lachmin n'Ait el Haj,33.38148611111111,-5.071080555555556,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,262,,False
obs3_00252,Hebri,33.359525,-5.140788888888889,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,263,,False
obs3_00253,Carry of Ouest Hebri,33.347297222222224,-5.161033333333334,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,264,,False
obs3_00254,Boutjetiout,33.34464722222222,-5.126955555555555,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,265,,False
obs3_00255,Taïssaouite,33.31863055555556,-5.109808333333333,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,266,,False
obs3_00256,Tit Ouagmar,33.32478888888889,-5.137197222222222,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,267,,False
obs3_00257,Bou Ahsine,33.32251666666667,-5.095727777777777,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,268,,False
obs3_00258,Bou-Tagarouine,33.282016666666664,-5.101694444444444,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,269,,False
obs3_00259,Foum El Kheneg,33.131194444444446,-5.0413,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,270,,False
obs3_00260,Aghbalou Aberchane,33.124180555555554,-5.052108333333333,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,271,,False
obs3_00261,Aguelmane Sidi Ali,33.085375,-4.995252777777778,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,272,,False
obs3_00262,Tamarrkoit,33.06227777777777,-5.062994444444445,Marrakech-Safi,,Meseta,,,geoheritage_aug16_2026_group_12,point,geoheritage_aug16_2026,273,,False
obs3_00263,Bab Boudir,34.06666666666667,-4.116666666666666,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_13,point,geoheritage_aug16_2026,274,,False
obs3_00264,Tazekka,34.18333333333333,-4.2,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_13,point,geoheritage_aug16_2026,275,,False
obs3_00265,Taza,34.21666666666667,-4.016666666666667,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_13,point,geoheritage_aug16_2026,276,,False
obs3_00266,Chaara Chasm,33.95682222222222,-4.247022222222222,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_13,point,geoheritage_aug16_2026,277,,False
obs3_00267,Chiker Cave,34.112944444444445,-4.045369444444444,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_13,point,geoheritage_aug16_2026,278,,False
obs3_00268,Iferouato Chasm,34.104016666666666,-4.071858333333333,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_13,point,geoheritage_aug16_2026,279,,False
obs3_00269,Izoura Chasm,34.08271388888889,-4.107749999999999,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_13,point,geoheritage_aug16_2026,280,,False
obs3_00270,Anza tracksite,30.444925,-9.659819444444445,Souss-Massa,,Western High Atlas,,,geoheritage_aug16_2026_group_14,point,geoheritage_aug16_2026,281,,False
obs3_00271,Cascade of Akchor,35.23861111111111,-5.176530555555556,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,282,,False
obs3_00272,Cascdes of Oued Laou,35.27912222222222,-5.238088888888889,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,283,,False
obs3_00273,Crenulations in the Targha micaschist,35.282875,-4.914525,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,285,,False
obs3_00274,Structural position of the geological units of the Internal Rif at Kodiat Achacha,35.265861111111114,-5.234911111111111,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,286,,False
obs3_00275,Exhumation of peridotites in the Aarabe Valley,35.396366666666665,-5.0262,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,287,,False
obs3_00276,Geosite 1,35.380925,-5.3518,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,288,,False
obs3_00277,Geosite 2,35.377272222222224,-5.333597222222222,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,289,,False
obs3_00278,Geosite 3,35.382958333333335,-5.201388888888889,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,290,,False
obs3_00279,Geosite 4,35.382616666666664,-5.187169444444445,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,291,,False
obs3_00280,Geosite 5,35.37940833333333,-5.175622222222223,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,292,,False
obs3_00281,Geosite 6,35.239844444444444,-5.304963888888889,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,293,,False
obs3_00282,Geosite 7,35.247569444444444,-5.299655555555556,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,294,,False
obs3_00283,Geosite 8,35.246741666666665,-5.282819444444445,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,295,,False
obs3_00284,Geosite 9,35.248850000000004,-5.284202777777778,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,296,,False
obs3_00285,Geosite 10,35.263244444444446,-5.256766666666667,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,297,,False
obs3_00286,Geosite 11,35.27701944444444,-5.244175,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,298,,False
obs3_00287,Geosite 12,35.29886944444444,-5.218872222222222,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,299,,False
obs3_00288,Geosite 13,35.347436111111115,-5.1865250000000005,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,300,,False
obs3_00289,Geosite 14,35.25826388888889,-5.2222583333333334,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,301,,False
obs3_00290,Geosite 15,35.25094722222222,-5.215055555555556,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,302,,False
obs3_00291,Geosite 16,35.25453888888889,-5.207208333333334,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,303,,False
obs3_00292,Geosite 17,35.24471666666667,-5.203758333333334,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,304,,False
obs3_00293,Geosite 18,35.216950000000004,-5.1748722222222225,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,305,,False
obs3_00294,Geosite 19,35.22786388888889,-5.1443972222222225,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,306,,False
obs3_00295,Geosite 20,35.18326111111111,-5.270011111111111,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,307,,False
obs3_00296,Geosite 21,35.17123888888889,-5.24315,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,308,,False
obs3_00297,Geosite 22,35.17595,-5.223658333333334,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,309,,False
obs3_00298,Geosite 23,35.06202222222222,-5.2079305555555555,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,310,,False
obs3_00299,Geosite 24,35.06963888888889,-5.140063888888889,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,311,,False
obs3_00300,Geosite 25,35.06913055555556,-5.110225,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,312,,False
obs3_00301,Geosite 26,35.06165,-5.094925,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,313,,False
obs3_00302,Geosite 27,35.07774166666667,-5.0828138888888885,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,314,,False
obs3_00303,Geosite 28,35.077625000000005,-5.072286111111111,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,315,,False
obs3_00304,Geosite 29,35.077402777777785,-5.060816666666667,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,316,,False
obs3_00305,Geosite 30,35.06676388888889,-5.0513611111111105,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,317,,False
obs3_00306,Geosite 31,35.05916388888889,-5.028905555555555,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,318,,False
obs3_00307,Geosite 32,35.08853611111111,-5.154400000000001,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,319,,False
obs3_00308,Geosite 33,35.11370277777778,-5.142227777777778,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,320,,False
obs3_00309,Geosite 34,35.15210277777778,-5.146275,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,321,,False
obs3_00310,Geosite 35,35.164313888888884,-5.240777777777778,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,322,,False
obs3_00311,Geosite 36,35.175827777777776,-5.193530555555556,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,323,,False
obs3_00312,Geosite 37,35.396208333333334,-5.069319444444444,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,324,,False
obs3_00313,Geosite 38,35.38621944444444,-5.015280555555556,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,325,,False
obs3_00314,Geosite 39,35.35146388888889,-4.973444444444445,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,326,,False
obs3_00315,Geosite 40,35.32295277777778,-4.946266666666667,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,327,,False
obs3_00316,Geosite 41,35.295088888888884,-4.933838888888889,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,328,,False
obs3_00317,Geosite 42,35.29116666666666,-4.890113888888888,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_15,point,geoheritage_aug16_2026,329,,False
obs3_00318,Foum Chena site,30.48587777777778,-6.166716666666667,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_16,point,geoheritage_aug16_2026,330,,False
obs3_00319,Ouigane site,30.456463888888887,-6.099186111111111,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_16,point,geoheritage_aug16_2026,331,,False
