Geological domain,Administrative region,Auteurs,Titre,Evaluated geosites,Geosite's type,Coordinates,,,,,,,,,,,
,,,,Reefs of Ich Maalam,PL,"33°38'29.47""N","4°16'57.42""W",,,,,,,,,,
,,,,Cornish limestones of Serhla,S,"33°37'49.05""N","4°16'43.64""W",,,,,,,,,,
,,,,Hayane canyon,SG,"33°40'50.56""N","4°13'58.62""W",,,,,,,,,,
,,,,Askour Cave,K,"33°42'26.46""N","4°17'59.43""W",,,,,,,,,,
,,,,Tamezyidan Rbi,K,"33°39'22.28""N","4°16'55.82""W",,,,,,,,,,
,,,,Guelta Tameda,K,"33°55'30.96""N","4° 5'45.51""W",,,,,,,,,,
,,,,Source Oued el Bared,S,"33°48'24.37""N","4°22'33.28""W",,,,,,,,,,
,,,,Oued el Bared cave,K,"33°39'7.39""N","4°10'29.07""W",,,,,,,,,,
,,,,Discordance Ribata lKhayr,SG,"33°36'23.15""N","4°12'10.50""W",,,,,,,,,,
,,,,Tizi Bou-Zaabel,SG,"33°51'14.12""N","4° 2'5.45""W",,,,,,,,,,
,,,,Bou-Iblane-Issouka,SG,"33°55'50.18""N","4° 8'45.67""W",,,,,,,,,,
,,,,Periclinal Taffajight,SG,"33°51'12.07""N","4° 1'44.44""W",,,,,,,,,,
,,,,Malachites of Talzemt,M,"33°55'34.62""N","4° 2'3.02""W",,,,,,,,,,
,,,,Discordance Jbel Abdous,SG,"33°51'56.08""N","4° 2'4.05""W",,,,,,,,,,
,,,,Mallal cascade,H,"33°48'57.15""N","4° 8'1.39""W",,,,,,,,,,
,,,,Jbel el Kalaa,SG,"33°48'11.30""N","4° 9'40.77""W",,,,,,,,,,
,,,,Tmourhout valley,SG,"33°45'25.82""N","4° 4'1.23""W",,,,,,,,,,
,,,,Bizi canyon,SG,"33°42'19.03""N","4° 7'29.23""W",,,,,,,,,,
,,,, Fault Tmourhout,S,"33°41'24.22""N","4° 9'36.66""W",,,,,,,,,,
,,,,Cascade Sahbab,H,"33°39'26.56""N","4° 2'28.98""W",,,,,,,,,,
,,,,Tmourhout Cascade,H,"33°35'13.35""N","4°12'43.11""W",,,,,,,,,,
,,,,Synclinal Zloul,SG,"33°34'19.88""N","4°15'43.13""W",,,,,,,,,,
,,,,Ain Sebou,H,"33°28'25.35""N","4°17'48.90""W",,,,,,,,,,
,,,,Synclinal Tilmirat,SG,"33°27'27.97""N","4°19'58.37""W",,,,,,,,,,
,,,,Ammonitico-rosso of Zra,PL,"33°36'35.17""","4°26'50.97""W",,,,,,,,,,
,,,,Aghram Amellal reefs,PL,"33°37'47.88""","4°26'10.11""W",,,,,,,,,,
,,,,Jider canyon,SG,"33°38'28.98""","4°25'27.74""W",,,,,,,,,,
Central High Atlas,Beni Mellal-Khénifra,Louz et al.2024,Identification of Potential Areas for the Development of Geotourism in the Northern Part of the M’goun Geopark (Morocco) Using Multi‑Criteria Analysis and Sig ,"Watercourse, river, lake, dam",H,32°6′32.20″N, 6°27′48.03″W,,,,,,,,,,
,,,,Dinosaur footprints,PL,32° 6′24.89″N,6°27′29.98″W,,,,,,,,,,
,,,,Panoramic view of the Ouaouizaght Syncline,SG&S,32° 7′54.04″N,6°23′49.67″W,,,,,,,,,,
,,,,"Inverse fault, anticlinal fold and joint",SG,"32° 5'6.31""N","6°25'53.50""W",,,,,,,,,,
,,,,Assif Assemssil Bridge,H,32° 6′29.98″N,6°28′21.93″W,,,,,,,,,,
,,,,Oued Ahençal river,H,32° 4′11.81″N,6°25′26.51″W,,,,,,,,,,
,,,,Oued el Abid Bridge,S,32° 8′1.74″N,6°18′42.41″W,,,,,,,,,,
,,,,Panoramic view of badlands and cuesta,G,32° 5′30.55″N,6°19′53.61″W,,,,,,,,,,
,,,,Ain Asserdoune-Tamgnounte,"H,K&C","32,3241 N ","6,3375 W",,,,,,,,,,
,,,,Ain El Ghazi cave,,"32° 5'3.43""N","6°23'5.99""W",,,,,,,,,,
,,,,Moudj Canyon,"H,K&E","32,280556 N ","6,2975 WW",,,,,,,,,,
,,,,Ruiniform landscape of Moudj,G&H,"32°19'34.89""N","6°20'24.19""W",,,,,,,,,,
,,,,Idemrane landslide,,"32°20'23.91""N","6°19'15.36""W",,,,,,,,,,
,,,,Adouz dejection cone,,"32°19'11.69""N","6°21'20.48""W",,,,,,,,,,
,,,,Ajojjar waterfall,,"32°19'19.93""N","6°18'56.07""W",,,,,,,,,,
,,,,Ouchrah site,H,"32°21'9.46""N","6°17'29.79""W",,,,,,,,,,
,,,,Tafrent Polje,,"32°22'4.95""N","6°15'29.87""W",,,,,,,,,,
,,,,Hançais,,"32°15'49.99""N","6°18'43.71""W",,,,,,,,,,
,,,,Ain Fachtals,,"32°15'28.30""N","6°16'26.92""W",,,,,,,,,,
,,,,Ain Ikhourba,,"32°14'39.54""N","6°17'56.09""W",,,,,,,,,,
,,,,Taghbaloute- n- Ouhlima," H,K,C&E","32°14'15.11""N","6°17'25.27""W",,,,,,,,,,
,,,,Jbel Boutarwa,,"32°15'1.10""N","6°15'50.26""W",,,,,,,,,,
,,,,Tit-n-Ziza Geomorphosite,G,"32°14'39.83""N","6°15'30.61""W",,,,,,,,,,
,,,,Afla Ifran Geomorphosite,G,"32°12'5.41""N","6°16'54.67""W",,,,,,,,,,
,,,,Chkounda Geomorphosite,G,"32°12'49.97""N","6°15'34.58""W",,,,,,,,,,
,,,,Tichniwine Rocks,,"32°10'39.86""N","6°15'57.84""W",,,,,,,,,,
,,,,Iferd Ait Masaoud Polje,,"32°10'54.61""N","6°14'14.24""W",,,,,,,,,,
,,,,Ben Cherrou Valley,,"32°10'25.40""N","6°11'24.98""W",,,,,,,,,,
,,,,Jbel Tadawt Karst,,"32° 8'21.01""N","6°14'29.81""W",,,,,,,,,,
,,,,Jbel Wawngarf karstic plateau,,"32° 9'57.03""N","6°10'44.93""W",,,,,,,,,,
,,,,El Haounet karstic plateau,,"32° 9'46.05""N","6° 9'26.81""W",,,,,,,,,,
,,,,The Walous cliff granaries,,"32°14'23.81""N","6° 6'24.07""W",,,,,,,,,,
,,,,Ain Askar,,"32°18'0.29""N","6° 0'54.44""W",,,,,,,,,,
,,,,Oued El Abid meanders,,"32°15'49.56""N","5°55'23.65""W",,,,,,,,,,
,,,,Gabbroic intrusion of Idemrane,Mg,"32°30'8.96""N","5°56'22.54""W",,,,,,,,,,
,,,,Sills of Idemrane,Mg,"32°26'21.97""N","6° 1'36.68""W",,,,,,,,,,
,,,,Folded marly limstones of the Bine El Ouidane II Fm,SG,"32°28'22.30""N","6° 4'5.87""W",,,,,,,,,,
,,,,Fossil wood of the Azilal Fm,PL,"32°30'9.02""N","6° 2'21.89""W",,,,,,,,,,
,,,,Chaos alteration of gabbros,S,"32°34'56.05""N","5°56'7.70""W",,,,,,,,,,
,,,,Red facies of the Guettioua Fm,S,"32°33'4.38""N","6° 0'19.83""W",,,,,,,,,,
,,,,Dinosaur bone deposit of Agard-n-Sgat,PL,"32°33'4.65""N","6° 1'52.51""W",,,,,,,,,,
,,,,Dinosaur footprints at Ait Wissadane,PL,"32°33'7.99""N","6° 2'46.25""W",,,,,,,,,,
,,,,Basaltic flow B1,Mg,"32°33'23.43""N","6° 2'51.43""W",,,,,,,,,,
,,,,The Taghia-n-Ait Boulmane intrusion,Mg,"32°31'48.91""N","6° 4'11.18""W",,,,,,,,,,
,,,,Dyke of Taguelft,Mg,"32°32'14.28""N","6° 4'15.08""W",,,,,,,,,,
,,,,Fault-fold associated with the magmatic intrusion of Ait Boulmane,SG,"32°29'34.41""N","6° 7'16.08""W",,,,,,,,,,
,,,,Ouzoud waterfalls,H,"32°27'2.51""N","6°10'28.81""W",,,,,,,,,,
,,,,Karstic spring of Ouzoud,K,"32°24'52.66""N","6°12'23.11""W",,,,,,,,,,
,,,,Oued El Abid Gorges,G,"32°22'30.93""N","6°10'7.68""W",,,,,,,,,,
,,,,Estuary of Oued Tissakht (Ouzoud caves),H&K,"32°21'39.36""N","6° 6'44.28""W",,,,,,,,,,
,,,,Doleritic sill of Ouzoud,SG,"32°11'12.28""N","6°29'42.26""W",,,,,,,,,,
,,,,Zauia of Tanaghmelt,R,"32°11'51.12""N","6°29'49.56""W",,,,,,,,,,
,,,,Basaltic flows of Ouzoud,Mg,"32°11'13.87""N","6°33'8.07""W",,,,,,,,,,
,,,,Chocolate marl intruded by Tanaghmelt sil,St,"32° 9'52.83""N","6°34'23.64""W",,,,,,,,,,
,,,,Ouzoud travertines,K,"32° 9'31.70""N","6°35'14.87""W",,,,,,,,,,
,,,,Moudj’s lapiez,,"32°10'15.89""N","6°47'26.93""W",,,,,,,,,,
,,,,Timskar Waterfalls,K,"32° 8'32.86""N","6°43'53.59""W",,,,,,,,,,
,,,,Tazerkount Ruiniformes Landscapes,,"32° 8'28.32""N","6°42'53.38""W",,,,,,,,,,
,,,,Caves of Orbiaa,K&Hi,"32° 6'8.50""N","6°42'13.88""W",,,,,,,,,,
,,,,Ain Orbiaa,K&R,"32° 5'21.16""N","6°41'45.87""W",,,,,,,,,,
,,,,Ruiniformes Landscapes of Tacmit,K,"32° 4'55.02""N","6°40'10.36""W",,,,,,,,,,
,,,,Timskar’s travertines,K,"32° 5'4.32""N","6°38'22.60""W",,,,,,,,,,
,,,,Tazzerkount Tepee Structures,,"32° 5'59.14""N","6°35'41.29""W",,,,,,,,,,
,,,,travertines of El Ksiba,K,"32° 6'56.49""N","6°33'14.95""W",,,,,,,,,,
,,,,Ruiniformes Landscapes of EL Ksiba,K,"32° 3'32.04""N","6°40'53.13""W",,,,,,,,,,
,,,,Fossils of Moudj,PL,"32° 1'44.64""N","6°43'34.91""W",,,,,,,,,,
,,,,Panoramic view of Rurate,,"32° 0'53.17""N","6°42'52.40""W",,,,,,,,,,
,,,,Spring of Lala Kamria,K,"32° 1'4.44""N","6°44'30.27""W",,,,,,,,,,
,,,,Panoramic view of overturned bar of Iferghas,,"32° 0'16.67""N","6°44'27.17""W",,,,,,,,,,
,,,,Karst cliff of Ighir-n-Oumejjad,SG,"31°58'39.36""N","6°42'21.26""W",,,,,,,,,,
,,,,Panoramic view of the Ait Attab syncline,,"32° 7'31.48""N","6°49'55.29""W",,,,,,,,,,
,,,,The tectonic deformations of Jbel Hassan,SG,"32° 6'0.65""N","6°50'5.87""W",,,,,,,,,,
,,,,The ruiniform limestones with ammonite of the Ben Cherrou formation,PL,"32° 6'23.03""N","6°49'8.64""W",,,,,,,,,,
,,,,Panoramic view of the Cretaceous cuestas,,"32° 5'37.26""N","6°46'1.14""W",,,,,,,,,,
,,,,The bad land of Ait Ouabit,,"32°28'16.45""N","5°59'44.87""W",,,,,,,,,,
,,,,Gorges of Ait Ouabit,,"32°26'0.17""N","5°59'19.60""W",,,,,,,,,,
,,,,Conglomerate terraces of Oued El Abid,,"32°24'56.30""N","5°59'22.58""W",,,,,,,,,,
,,,,The footprints of sauropod dinosaurs of Ayt Bouiqban,,"32°15'46.34""N","6° 0'4.82""W",,,,,,,,,,
,,,,Lower limit of the basaltic flow B2,,"32°16'24.57""N","6° 6'50.83""W",,,,,,,,,,
,,,,Jurassic-Cretaceous unconformity and volcanic activities,,"32°11'7.97""N","6° 6'12.21""W",,,,,,,,,,
,,,,Bioclastic limestone with ammonite of the Bine El Ouidane BIII formation,,"32°11'7.13""N","6° 5'7.93""W",,,,,,,,,,
,,,,Panoramic view of Oued El Abid from the old Caida of Taounza,,"32° 7'20.27""N","6° 6'13.74""W",,,,,,,,,,
,,,,Caves of cats and the spring of Tisqui,,"32°10'28.09""N","6°31'33.03""W",,,,,,,,,,
,,,,Bioclastic marly limestone of Ait Tafelt formation,,"32° 9'45.08""N","6°31'42.62""W",,,,,,,,,,
,,,,Eroded sandstone of Jbel Ilaghmane,,"32° 9'24.28""N","6°22'38.85""W",,,,,,,,,,
,,,,Panoramic view of the red formations separated by the BI and BII magmatic events,,"32° 9'41.55""N","6°17'25.39""W",,,,,,,,,,
,,,,Ruiniform reliefs of Jbel Al Maqçoura,,"32° 9'35.42""N"," 6°15'31.81""W",,,,,,,,,,
Anti-Atlas,,Errami et al.2015,"Geosites, Sites of Special Scientific Interest, and Potential Geoparks in the Anti-Atlas (Morocco)",Zenaga Inlier ,GH,"30°47'21.39""N","6°31'50.31""W",,,,,,,,,,
,,,,"Neoproterozoic doleritic dykes (Zenaga, Central AA)",GH,"31°21'31.32""N","5°52'57.98""W",,,,,,,,,,
,,,,Tholeiitic dyke swarms (Zenaga inlier),GH,"31°15'17.98""N","5°48'53.33""W",,,,,,,,,,
,,,,Well preserved Pre-Pan-African sedimentary features,GH,"30°32'55.38""N","6°48'49.51""W",,,,,,,,,,
,,,,"Pan-African ophiolites of Bou Azzer and Siroua inliers, central AA)",GH,"30°33'53.56""N","7°12'12.28""W",,,,,,,,,,
,,,,Major Anti-Atlas Fault (central AA),GH,"30°33'9.73""N","7°15'51.09""W",,,,,,,,,,
,,,,"Pan-African Diamictites (Bou-Azzer and Siroua inliers, central AA)",GH,"30°32'9.55""N","7° 7'33.52""W",,,,,,,,,,
,,,,Ediacarian Iknioun granodiorites,GH,"30°18'4.07""N","7°15'6.58""W",,,,,,,,,,
,,,,Late Neoproterozoic stromatolites,GH,"30°29'42.96""N","7° 2'38.25""W",,,,,,,,,,
,,,,"Contacts Pan-African Groups: Saghro, Mgouna and Ouarzazate Groups",GH,"30°38'19.83""N","7° 8'42.85""W",,,,,,,,,,
,,,,"Contacts Palaeoproterozoic Zenaga complex, late Neoproterozoic Ouarzazate Supergroup and the Cambrian Tata Group",GH,"30°32'53.18""N","6°38'3.94""W",,,,,,,,,,
,,,,,GH,"30°37'9.99""N","6°33'37.38""W",,,,,,,,,,
,,,,Appalachian type folding in western AA,GH,"28°56'21.51""N","8°48'51.72""W",,,,,,,,,,
,,,,Large Cambrian trilobite Paradoxides,GH&C,"30°30'3.37""N","6°41'38.85""W",,,,,,,,,,
,,,,Ordovician outcrop of Jbel Kissane,GH,"30°42'24.17""N","6°19'20.65""W",,,,,,,,,,
,,,,Large Ordovician trilobites (Asaphus) death assemblages,GH&C,"30°28'21.46""N","7° 0'1.27""W",,,,,,,,,,
,,,,Silurian and lowermost Devonian Orthoceras-rich limestones and ammonite-rich limestones,GH&C,"30°37'22.63""N","7°13'40.67""W",,,,,,,,,,
,,,,,GH,"30°38'9.53""N","6°18'40.37""W",,,,,,,,,,
,,,,Early Devonian Kess Kess carbonate mounds,GH,"30°43'28.40""N","7°13'34.06""W",,,,,,,,,,
,,,,Middle Devonian coral stromatoporoid biostrome,GH,"30°42'35.03""N","7° 0'59.58""W",,,,,,,,,,
,,,,Green eyes and red Devonian phacopid trilobite,GH,"30°44'30.63""N","6°40'28.53""W",,,,,,,,,,
,,,,Frasnian plants from the Drâa Valley,GH,"30°27'16.95""N","5°56'33.91""W",,,,,,,,,,
,,,,Well preserved shallow-water sedimentary features in Cambrian rocks,GH,"30°38'47.24""N","6°25'7.26""W",,,,,,,,,,
,,,,Foum-Zguid Jurassic dyke,GH,"30° 9'16.66""N","6°50'35.03""W",,,,,,,,,,
Central High Atlas,Béni Mellal-Khénifra,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",Fairy chimneys of Assamar,G," 31°34'18.67""N","6°39'49.22""W",,,,,,,,,,
,,,,Alluvial terraces of Aït Mallal,G,"31°32'12.10""N","6°38'43.27""W",,,,,,,,,,
,,,,Aït Mallal valley,G,"31°31'25.19""N","6°42'18.45""W",,,,,,,,,,
,,,,Badlands of Igoulouane,G,"31°36'32.25""N","6°34'28.41""W",,,,,,,,,,
,,,,Arouss valley,G,"31°34'11.65""N","6°44'51.32""W",,,,,,,,,,
,,,,Canyon of High-Tessaout valley,G,"31°33'38.01""N","6°27'47.91""W",,,,,,,,,,
,,,,Canyon of Ikiss,G,"31°30'55.14""N","6°27'26.55""W",,,,,,,,,,
,,,,Canyon of Abachkou valley,G,"31°37'25.71""N","6°37'43.95""W",,,,,,,,,,
,,,,Canyon of Rougoult valley,G,"31°33'6.17""N","6°35'25.59""W",,,,,,,,,,
,,,,Rat syncline,G,"31°32'29.92""N","6°44'52.93""W",,,,,,,,,,
,,,,Peak and cliffs of Tarkeddid mountain,G,"31°28'57.69""N","6°35'44.68""W",,,,,,,,,,
,,,,Mount M’goun (4068 m),G,"31°30'25.97""N","6°26'36.50""W",,,,,,,,,,
,,,,The unconf Paleozoic basement-Mesozoic sedimentary cover of Aït Mallal,G,"31°32'50.45""N","6°36'41.68""W",,,,,,,,,,
,,,,Rougoult waterfall,G,"31°33'45.02""N","6°36'42.15""W",,,,,,,,,,
,,,,Springs of Oued Lakhdar (green river),G,"31°39'29.48""N","6°24'9.46""W",,,,,,,,,,
,,,,Springs and waterfall of Ikiss,G,"31°37'31.69""N","6°44'51.21""W",,,,,,,,,,
,,,,Sinkholes of the Rat mountain,G,"31°31'17.31""N","6°44'34.77""W",,,,,,,,,,
,,,,Glacial cirques and U-shaped valleys of M’goun,G,"31°33'18.94""N","6°27'44.14""W",,,,,,,,,,
,,,,Glacial cirques and U-shaped valleys of Rat mountain,G,"31°36'14.55""N","6°28'54.84""W",,,,,,,,,,
,,,,Scree and talus deposits of Rat mountain,G,"31°33'11.29""N","6°43'51.23""W",,,,,,,,,,
,,,,Scree and talus deposits of Tarkeddid mountain,G,"31°30'18.12""N","6°39'15.52""W",,,,,,,,,,
,,,,Troglodyte caves of Igoulouane,G,"31°36'1.26""N","6°36'29.49""W",,,,,,,,,,
,,,,Rock engravings of Tizi-n-Tirghyst,G,"31°36'49.44""N","6°44'41.00""W",,,,,,,,,,
,,,,Lake sediment of Aït Bougmez valley,G,"31°38'59.54""N","6°26'38.70""W",,,,,,,,,,
Anti-Atlas,Souss-Massa,"Berred et al., 2019a",Aerial interference of Hercynian folds and their morphological peculiarities in the Bani Geopark of southern Morocco,Hercynian folds in Devonian series of Tazoult,S,"29°27'56.91""N","8° 0'11.38""W",,,,,,,,,,
,,,,Lower Cambrian series crescent or boomerang around the Tagragra of Tata inlier 1,S,"29°52'38.26""N","8° 0'49.25""W",,,,,,,,,,
,,,,Lower Cambrian series crescent or boomerang around the Tagragra of Tata inlier 2,S,"29°50'54.70""N","7°56'10.74""W",,,,,,,,,,
,,,,Lower Cambrian series crescent or boomerang around the Tagragra of Tata inlier3,S,"29°49'14.86""N","7°49'20.26""W",,,,,,,,,,
,,,,Interference folds as a mushroom pattern in the lower Cambrian east of the Issafen syncline,S,"29°51'36.58""N"," 8°31'23.65""W",,,,,,,,,,
,,,,Interference folds as a mushroom pattern in the lower Cambriansouth of Agouliz’s inlier,S,"29°45'28.83""N","8°12'26.34""W",,,,,,,,,,
Anti-Atlas,Souss-Massa,"Beraaouz et al., 2019",An Inventory of Geoheritage Sites in the Draa Valley (Morocco)_a Contribution to Promotion of Geotourism and Sustainable Development,Stromatolite Geosite of Amane-n’Tourhart,,30° 47′ 33.0″,06° 43′ 19.7″W,,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 1,,"30° 1'22.76""N","6°26'2.33""W",,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 2,,"29°56'20.03""N","6°11'38.00""W",,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 3,,"29°56'12.58""N","5°59'47.23""W",,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 4,,"30° 0'2.44""N","5°52'27.03""W",,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 5,,"30°27'25.57""N","5°37'50.69""W",,,,,,,,,,
,,,,Lihoudi erg around Tagounite,,29° 53′ 45.33″,5°41′ 47.11″W,,,,,,,,,,
,,,,The Ergs,,30°13′ 50.67″N,5° 36′ 24.72″W,,,,,,,,,,
,,,,The Regs of Tinzouline,,30°34′37.2″N,06°08′56.4″W,,,,,,,,,,
,,,,The Regs of Tamgroutat,,30° 15′ 34.2″N,05°41′3.6″W,,,,,,,,,,
,,,,Foum Chenna,,"30°28'54.97""N","6°10'3.04""W",,,,,,,,,,
,,,,Assif Ouigane,,"30°27'35.87""N","6° 5'35.21""W",,,,,,,,,,
,,,,Cheaba Lbâida,,"30°25'59.87""N","6° 1'30.46""W",,,,,,,,,,
,,,,Chgaga erg located to the west ofM’Hamid,,29° 49′ 35.60″,6° 16′ 16.04″W,,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 6,,"30°25'43.46""N","5°37'58.24""W",,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 7,,"30°18'42.56""N","5°37'4.94""W",,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 8,,"30°14'56.95""N","5°32'33.16""W",,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 9,,"30°22'34.94""N","5°34'13.78""W",,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 10,,"30°26'21.47""N","5°36'17.63""W",,,,,,,,,,
,,,,Ordovician Trilobites of Zagora Area Site 11,,"30°28'40.00""N","5°33'26.99""W",,,,,,,,,,
Meseta,Rabat-Sale-Kenitra,"Mehdioui et al., 2020",Inventory and Quantitative Assessment of Geosites in Rabat-Tiflet Region (North Western Morocco): Preliminary Study to Evaluate the Potential of the Area to Become a Geopark,Messinian/Tortonian in GSP / Stratotype of Oued Akerch,,33°56′13″ N,6°48′45″ W,,,,,,,,,,
,,,,Upper Devonian Oued Akerch,,33°56′34.05″ N,6°47′18.07″ W,,,,,,,,,,
,,,,Lower Ordovician Amphibolite of Rabat,,33°56′07.92″ N,6°46′01.07″ W,,,,,,,,,,
,,,,Lower Ordovician Flow lava,,33°56′26.54″ N,6°47′22.48″ W,,,,,,,,,,
,,,,Siluro-Lockhovian-T? (Tunisia),,33°56′21.53″ N,6°47′26.64″ W,,,,,,,,,,
,,,,Pragian Nodular limestone,,33°56′19.05″ N,6°47′32.61″ W,,,,,,,,,,
,,,,Ed?ian Granite of Tiflet,,33°50′07.16″ N,6°25′26.38″ W,,,,,,,,,,
,,,,Strunian Limestone Conglomerate of Tiflet,,33°52′52.50″ N,6°12′34.54″ W,,,,,,,,,,
,,,,Lower Visean red conglomerate,,33°56′41.44″ N,6°46′18.39″ W,,,,,,,,,,
,,,,Lower Ordovician–Upper Silurian unconformity,,33°56′22.51″ N,6°47′26.09″ W,,,,,,,,,,
,,,,Miocene/Lower Devonian unconformity,,33°56′33.05″ N,6°47′19.24″ W,,,,,,,,,,
,,,,Miocene/Lower Visean unconformity,,33°56′34.25″ N,6°47′18.07″ W,,,,,,,,,,
,,,,Pliocene–Quaternary unconformity,,33°56′34.48″ N,6°47′19.27″ W,,,,,,,,,,
Central High Atlas,Béni Mellal-Khénifra,Louz et al.2023,"INVENTORY AND ASSESSMENT OF GEOSITES AND GEODIVERSITY SITES OF THE AIT ATTAB SYNCLINE (M’GOUN UNESCO GEOPARK, MOROCCO) TO STIMULATE GEOCONSERVATION, GEOTOURISM AND SUSTAINABLE DEVELOPMENT",Panoramic view of overturned bar of Iferghas,S,387858N,179058W,,,,,,,,,,
,,,,Karst cliff of Ighir-n-Oumejjad,Kar02,384756N,177043W,,,,,,,,,,
,,,,Panoramic view of the Ait Attab syncline,Stra03,382007N,174573W,,,,,,,,,,
,,,,The tectonic deformations of Jbel Hassan,Stru04,382025N,173773W,,,,,,,,,,
,,,,The ruiniform limestones with ammonite of the Ben Cherrou Formation,Pal05,377397N,186281W,,,,,,,,,,
,,,,Panoramic view of the Cretaceous cuestas,Geom06,778875N,166099W,,,,,,,,,,
,,,,The bad land of Ait Ouabit,Flu07,379108N,165506W,,,,,,,,,,
,,,,Gorges of Ait Ouabit,Geom08,379104N,163634W,,,,,,,,,,
,,,,Conglomerate terraces of Oued El Abid,Stra9,381055N,165129W,,,,,,,,,,
,,,,The footprints of sauropod dinosaurs of Ayt Bouiqban,Pal10,382226N,164873W,,,,,,,,,,
,,,,Lower limit of the basaltic flow B2,Stra11,377188N,166975W,,,,,,,,,,
,,,,Jurassic-Cretaceous unconformity and volcanic activities,Stra12,391673N,170160W,,,,,,,,,,
,,,,Bioclastic limestone with ammonite of the Bine El Ouadane BIII Formation,Pal13,391105N,169708W,,,,,,,,,,
,,,,Panoramic view of Oued El Abid from the old Caïda of Taounza,Flu14,387128N,166982W,,,,,,,,,,
,,,,Caves of cats and the spring of Tisgui,Spe15,371295N,168639W,,,,,,,,,,
,,,,Bioclastic marly limestone of Ait Taifelt Formation,Pal16,375908N,170508W,,,,,,,,,,
,,,,Eroded sandstone of Jbel Taghmane,Geom17,374969N,171017W,,,,,,,,,,
,,,,Panoramic view of the red formations separated by the BI and BII magmatic events,Stra18,374470N,171140W,,,,,,,,,,
,,,,Ruiniform of Jbel Al Maqourra,Kar19,369907N,174781W,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
