Geological domain,Administrative region,Auteurs,Titre,Evaluated geosites,Geosite's type,Coordinates,,,,,,,,,,,
,,,,Cascdes of Oued Laou,,"35°16'44.84""N","5°14'17.12""W",,,,,,,,,,
,,,,Talembote klippes,,"35°21'9.99""","5°10'49.11""W",,,,,,,,,,
,,,,Crenulations in the Targha micaschist,,"35°16'58.35""N","4°54'52.29""W",,,,,,,,,,
,,,,Structural position of the geological units of the Internal Rif at Kodiat Achacha,,"35°15'57.10""N","5°14'5.68""W",,,,,,,,,,
,,,,Exhumation of peridotites in the Aarabe Valley,,"35°23'46.92""N","5° 1'34.32""W",,,,,,,,,,
,,,,Geosite 1,,"35°22'51.33""N","5°21'6.48""W",,,,,,,,,,
,,,,Geosite 2,,"35°22'38.18""N","5°20'0.95""W",,,,,,,,,,
,,,,Geosite 3,,"35°22'58.65""N","5°12'5.00""W",,,,,,,,,,
,,,,Geosite 4,,"35°22'57.42""N","5°11'13.81""W",,,,,,,,,,
,,,,Geosite 5,,"35°22'45.87""N","5°10'32.24""W",,,,,,,,,,
,,,,Geosite 6,,"35°14'23.44""N","5°18'17.87""W",,,,,,,,,,
,,,,Geosite 7,,"35°14'51.25""N","5°17'58.76""W",,,,,,,,,,
,,,,Geosite 8,,"35°14'48.27""N","5°16'58.15""W",,,,,,,,,,
,,,,Geosite 9,,"35°14'55.86""N","5°17'3.13""W",,,,,,,,,,
,,,,Geosite 10,,"35°15'47.68""N","5°15'24.36""W",,,,,,,,,,
,,,,Geosite 11,,"35°16'37.27""N","5°14'39.03""W",,,,,,,,,,
,,,,Geosite 12,,"35°17'55.93""N","5°13'7.94""W",,,,,,,,,,
,,,,Geosite 13,,"35°20'50.77""N","5°11'11.49""W",,,,,,,,,,
,,,,Geosite 14,,"35°15'29.75""N","5°13'20.13""W",,,,,,,,,,
,,,,Geosite 15,,"35°15'3.41""N","5°12'54.20""W",,,,,,,,,,
,,,,Geosite 16,,"35°15'16.34""N","5°12'25.95""W",,,,,,,,,,
,,,,Geosite 17,,"35°14'40.98""N","5°12'13.53""W",,,,,,,,,,
,,,,Geosite 18,,"35°13'1.02""N","5°10'29.54""W",,,,,,,,,,
,,,,Geosite 19,,"35°13'40.31""N","5° 8'39.83""W",,,,,,,,,,
,,,,Geosite 20,,"35°10'59.74""N","5°16'12.04""W",,,,,,,,,,
,,,,Geosite 21,,"35°10'16.46""N","5°14'35.34""W",,,,,,,,,,
,,,,Geosite 22,,"35°10'33.42""N","5°13'25.17""W",,,,,,,,,,
,,,,Geosite 23,,"35° 3'43.28""N","5°12'28.55""W",,,,,,,,,,
,,,,Geosite 24,,"35° 4'10.70""N","5° 8'24.23""W",,,,,,,,,,
,,,,Geosite 25,,"35° 4'8.87""N","5° 6'36.81""W",,,,,,,,,,
,,,,Geosite 26,,"35° 3'41.94""N","5° 5'41.73""W",,,,,,,,,,
,,,,Geosite 27,,"35° 4'39.87""N","5° 4'58.13""W",,,,,,,,,,
,,,,Geosite 28,,"35° 4'39.45""N","5° 4'20.23""W",,,,,,,,,,
,,,,Geosite 29,,"35° 4'38.65""N","5° 3'38.94""W",,,,,,,,,,
,,,,Geosite 30,,"35° 4'0.35""N","5° 3'4.90""W",,,,,,,,,,
,,,,Geosite 31,,"35° 3'32.99""N","5° 1'44.06""W",,,,,,,,,,
,,,,Geosite 32,,"35° 5'18.73""N","5° 9'15.84""W",,,,,,,,,,
,,,,Geosite 33,,"35° 6'49.33""N","5° 8'32.02""W",,,,,,,,,,
,,,,Geosite 34,,"35° 9'7.57""N","5° 8'46.59""W",,,,,,,,,,
,,,,Geosite 35,,"35° 9'51.53""N","5°14'26.80""W",,,,,,,,,,
,,,,Geosite 36,,"35°10'32.98""N","5°11'36.71""W",,,,,,,,,,
,,,,Geosite 37,,"35°23'46.35""N","5° 4'9.55""W",,,,,,,,,,
,,,,Geosite 38,,"35°23'10.39""N","5° 0'55.01""W",,,,,,,,,,
,,,,Geosite 39,,"35°21'5.27""N","4°58'24.40""W",,,,,,,,,,
,,,,Geosite 40,,"35°19'22.63""N","4°56'46.56""W",,,,,,,,,,
,,,,Geosite 41,,"35°17'42.32""N","4°56'1.82""W",,,,,,,,,,
,,,,Geosite 42,,"35°17'28.20""N","4°53'24.41""W",,,,,,,,,,
Anti-Atlas,Draa-Tafilalet,"Abioui et al., 2018","Rock Art Conservation and Geotourism: A practical example from Foum Chenna engravings site, Morocco",Foum Chena site,,"30°29'9.16""N","6°10'0.18""W",,,,,,,,,,
,,,,Ouigane site,,"30°27'23.27""N","6° 5'57.07""W",,,,,,,,,,
,,,,Cheaba Elbeida site,,"30°26'13.86""N","6° 2'59.93""W",,,,,,,,,,
Sahara,Guelmim-Oued Noun,"Mirari, S., & Benmlih, A. (2020)",PROMOTION OF GEOTOURISM AND GEOHERITAGE AT THE OASES OF OUED NOUN,Targua Wassai,,"29°12'26.34""N","10° 5'31.83""W",,,,,,,,,,
,,,,Abeinou,,"29° 4'51.88""N","9°58'27.24""W",,,,,,,,,,
,,,,Atlas Ifrane Essaghir,,"29°13'30.03""N","9°42'8.12""W",,,,,,,,,,
,,,,Taghjijt,,"29° 7'1.57""N","9°25'15.81""W",,,,,,,,,,
,,,,Laksabi,,"29° 0'48.55""N","10°13'28.92""W",,,,,,,,,,
,,,,Chatiaalabied,,"28°54'20.83""N","10°18'58.06""W",,,,,,,,,,
,,,,Ras Oumlil,,"28°39'31.38""N","10°29'12.42""W",,,,,,,,,,
,,,,Aferket,,"28°38'18.60""N","10°19'32.13""W",,,,,,,,,,
,,,,Tiglit,,"28°27'13.67""N","10°18'19.46""W",,,,,,,,,,
,,,,Labyar,,"28°45'44.12""N","10°13'13.34""W",,,,,,,,,,
,,,,Asrir-Tighmert,,"28°52'48.48""N","10° 0'46.19""W",,,,,,,,,,
Anti-Atlas,Draa-Tafilalet,"Elfaiz et al., 2026","Perception of geological and cultural heritage to promote geotourism and geoconservation in Tinjdad, southeastern Morocco",Baryte deposits of Tarhoucht,,"31°18'9.63""N","5° 1'17.13""W",,,,,,,,,,
,,,,Cambrian fossiliferous site of Tarhoucht,,"31°22'4.48""N","5° 1'3.33""W",,,,,,,,,,
,,,,Columnar basalts,,"31°35'13.91""N","4°50'4.58""W",,,,,,,,,,
,,,,Ordovician tillites,,"31°28'23.27""N","5° 2'10.85""W",,,,,,,,,,
,,,,Devonian formation of Oued Ferkla,,"31°26'21.44""N","5° 1'11.42""W",,,,,,,,,,
,,,,ifr,,"31°31'44.54""N","4°59'54.49""W",,,,,,,,,,
,,,,Rock carvings of Taghia,,"31°32'9.51""N","5° 0'35.58""W",,,,,,,,,,
,,,,Khettara of Tinjdad,,"31°28'44.57""N","5°15'22.47""W",,,,,,,,,,
,,,,Ksour (fortified villages),,"31°29'29.89""N","5° 3'55.40""W",,,,,,,,,,
Anti-Atlas,Draa-Tafilalet,"Karmaoui, 2022","Ordovician‑Cambrian Palaeontological Heritage of Zagora Province: A Bibliometric Analysis from 1984 to 2020 (Anti‑Atlas, Morocco)",Ordovician‑Cambrian Palaeontological Heritage of Zagora Province,,"30°19'29.13""N","5°47'48.43""W",,,,,,,,,,
Middle Atlas,Beni Mellal-Khenifra,"Amzil et al., 2024",New dinosaur tracks from the Middle Jurassic red beds of the Middle Atlas (Morocco): Application of photogrammetry to ichnology and conservation of geological heritage,El Mers Center,,"33°26'34.83""N","4°27'0.41""W",,,,,,,,,,
,,,,Ifri N'Tfrane,,"33°27'34.64""N","4°24'41.59""W",,,,,,,,,,
,,,,Laach O'Medda,,"33°27'43.54""N","4°24'21.31""W",,,,,,,,,,
,,,,Tassmante O'Moche,,"33°27'52.60""N","4°23'32.08""W",,,,,,,,,,
,,,,Tasra,,"33°26'43.68""N","4°23'24.07""W",,,,,,,,,,
,,,,Inzar O'Founass,,"33°26'29.99""N","4°23'54.08""W",,,,,,,,,,
Morocco,Morocco,"Chennaoui Aoudjehane, 2022",Meteorites of Morocco: A Model of Science Development in the Arab Countries,Benguerir,,"32°17'1.41""N","7°56'11.33""W",,,,,,,,,,
,,,,Douar Mghila,,"32°55'47.88""N","5°46'10.44""W",,,,,,,,,,
,,,,Ksar Al Goraane,,"32°17'48.82""N","3°38'8.09""W",,,,,,,,,,
,,,,Tinjdad,,"31°34'26.01""N","5° 1'48.94""W",,,,,,,,,,
,,,,Tamdakht,,"31°14'14.76""N","7°12'46.98""W",,,,,,,,,,
,,,,Oued El Hdjar,,"30°11'27.78""N","6°16'11.60""W",,,,,,,,,,
,,,,Bensour,,"30° 5'4.60""N","6°26'23.48""W",,,,,,,,,,
,,,,Izarzar,,"30° 8'10.54""N","6°56'23.25""W",,,,,,,,,,
,,,,Sidi Ali Ou Azza,,"29°52'17.20""N","6°45'41.92""W",,,,,,,,,,
,,,,Tissint,,"29°43'39.51""N","7°17'22.63""W",,,,,,,,,,
,,,,Tirhert,,"29°33'6.24""N","7°50'1.12""W",,,,,,,,,,
,,,,Kheng Ljouad,,"29°25'36.36""N","8°35'7.47""W",,,,,,,,,,
,,,,Mahbas Aaraid ,,"28° 3'32.38""N","9°20'32.15""W",,,,,,,,,,
,,,,Zag,,"27°34'59.52""N","9°11'19.96""W",,,,,,,,,,
,,,,Itqly,,"26°45'0.79""N","12°57'19.43""W",,,,,,,,,,
,,,,Oudiat Sbaa,,"25°50'29.21""N","12°22'9.73""W",,,,,,,,,,
,,,,Gueltat Zemmour,,"25°11'47.99""N","12°40'25.19""W",,,,,,,,,,
,,,,Oum Dreya,,"24°24'22.40""N","13° 5'3.43""W",,,,,,,,,,
Central High Atlas,Béni Mellal-Khénifra,Bouzekraoui et al.2016,"Mapping geodiversity and cultural heritage; a case study: Aït Bou Oulli valley in central High-Atlas, Morocco",Fairy chimneys of Assamar,G,"31°28'34.26""N","6°57'43.41""W",,,,,,,,,,
,,,,Alluvial terraces of Aït Mallal,G,"31°27'18.74""N","6°58'58.52""W",,,,,,,,,,
,,,,Aït Mallal valley,G,"31°31'18.33""","6°58'45.58""W",,,,,,,,,,
,,,,Badlands of Igoulouane,G,"31°27'53.54""N","6°54'51.78""W",,,,,,,,,,
,,,,Arouss valley,G,"31°26'49.35""N","6°54'56.44""W",,,,,,,,,,
,,,,Canyon of High-Tessaout valley,G,"31°26'12.24""N","6°55'9.72""W",,,,,,,,,,
,,,,Canyon of Ikiss,G,"31°28'14.07""N","6°52'58.44""W",,,,,,,,,,
,,,,Canyon of Abachkou valley,G,"31°32'2.34""N","6°56'49.36""W",,,,,,,,,,
,,,,Canyon of Rougoult valley,G,"31°25'49.89""N","6°53'43.12""W",,,,,,,,,,
,,,,Rat syncline,G,"31°25'55.56""N","6°49'6.66""W",,,,,,,,,,
,,,,Peak and cliffs of Tarkeddid mountain,G,"31°43'29.77""N","6°57'53.76""W",,,,,,,,,,
,,,,Mount M’goun (4068 m),G,"31°23'44.37""N","6°47'37.42""W",,,,,,,,,,
,,,,The unconf Paleozoic basement-Mesozoic sedimentary cover of Aït Mallal,G,"31°44'29.25""N","6°51'3.82""W",,,,,,,,,,
,,,,Rougoult waterfall,G,"31°44'13.11""N","6°52'8.97""W",,,,,,,,,,
,,,,Springs of Oued Lakhdar (green river),G,"31°42'29.82""N","6°51'13.06""W",,,,,,,,,,
,,,,Springs and waterfall of Ikiss,G,"31°43'3.78""N","6°48'57.05""W",,,,,,,,,,
,,,,Sinkholes of the Rat mountain,G,"31°43'30.49""N","6°58'12.01""W",,,,,,,,,,
,,,,Glacial cirques and U-shaped valleys of M’goun,G,"31°32'5.95""N","6°55'59.83""W",,,,,,,,,,
,,,,Glacial cirques and U-shaped valleys of Rat mountain,G,"31°31'27.79""N","6°56'32.34""W",,,,,,,,,,
,,,,Scree and talus deposits of Rat mountain,G,"31°30'28.72""N","6°56'5.80""W",,,,,,,,,,
,,,,Scree and talus deposits of Tarkeddid mountain,G,"31°30'0.53""N","6°55'35.08""W",,,,,,,,,,
,,,,Troglodyte caves of Igoulouane,G,"31°32'47.34""N","6°58'15.61""W",,,,,,,,,,
,,,,Rock engravings of Tizi-n-Tirghyst,G,"31°33'29.94""N","6°59'44.09""W",,,,,,,,,,
,,,,Lake sediment of Aït Bougmez valley,G,"31°29'34.25""N","6°55'3.07""W",,,,,,,,,,
Central Hight Atlas,Béni Mellal-Khénifra , Bouzekraoui et al.2018,"Mapping geoheritage for geotourism management, a case study of Aït Bou Oulli Valley in Central High-Atlas (Morocco)",Alluvial terraces of Aït Mallal,G,"31°33'40.73""N","6°27'55.89""W",,,,,,,,,,
,,,,Aït Mallal valley,G,"31°33'39.74""N","6°28'21.85""W",,,,,,,,,,
,,,,Badlands of Igoulouane,G,"31°35'23.88""N","6°28'31.46""W",,,,,,,,,,
,,,, Arouss valley,G,"31°39'25.57""N","6°25'10.74""W",,,,,,,,,,
,,,, Canyon of Rougoult valley,G,"31°31'16.51""N","6°42'12.35""W",,,,,,,,,,
,,,,Canyon of Abachkou valley,G,"31°37'31.14""N","6°37'35.84""W",,,,,,,,,,
,,,,Canyon of High-Tessaout valley,G,"31°37'59.72""N","6°35'7.75""W",,,,,,,,,,
,,,,Glacial cirques and U-shaped valleys of Rat mountain,G,"31°31'36.47""N","6°44'38.63""W",,,,,,,,,,
,,,,Scree and talus deposits of Rat mountain,G,"31°32'36.37""N","6°44'4.51""W",,,,,,,,,,
,,,,Scree and talus deposits of Tarkeddid mountain,G,"31°33'38.38""N","6°45'24.12""W",,,,,,,,,,
,,,,Fairy chimneys of Assamar,G,"31°40'53.48""N","6°40'7.38""W",,,,,,,,,,
,,,,Canyon of Ikiss,G,"31°36'6.08""N","6°36'16.43""W",,,,,,,,,,
,,,,Rat syncline,G,"31°36'21.25""N","6°34'32.37""W",,,,,,,,,,
,,,,Peak and cliffs of Tarkeddid mountain,G,"31°34'31.33""N","6°39'32.04""W",,,,,,,,,,
,,,,Mount M’goun (4068 m),G,"31°33'45.69""N","6°36'36.40""W",,,,,,,,,,
,,,,The unconformity between Paleozoic basement and Mesozoic sedimentary cover of Aït Mallal,G,"31°33'3.94""N","6°35'4.92""W",,,,,,,,,,
,,,,,G,"31°32'54.93""N","6°36'47.88""W",,,,,,,,,,
,,,,Rougoult waterfall,G,"31°32'9.26""N","6°38'46.93""W",,,,,,,,,,
,,,,Springs of Oued Lakhdar (green river),G,"31°32'19.13""N","6°35'15.59""W",,,,,,,,,,
,,,,Springs and waterfall of Ikiss,G,"31°31'29.28""N","6°35'30.76""W",,,,,,,,,,
,,,,Sinkholes of the Rat mountain,G,"31°31'48.76""N","6°33'7.22""W",,,,,,,,,,
High Atlas,Draa-Tafilalet,"Naimi et al., 2024",LEVERAGING MACHINE LEARNING ALGORITHMS TO IDENTIFY POTENTIAL GEOSITES FOR GEOTOURISM PROMOTION IN ZIZ UPPER WATERSHED IN SOUTHEASTERN MOROCCO,Geosite 1,,"32,17361N",-4.36806,,,,,,,,,,
,,,,Geosite 2,,"32,17389N",-4.36861,,,,,,,,,,
,,,,Geosite 3,,"32,17389N",-4.36333,,,,,,,,,,
,,,,Geosite 4,,"32,17278N",-4.36556,,,,,,,,,,
,,,,Geosite 5,,"32,17167N",-4.37222,,,,,,,,,,
,,,,Geosite 6,,"32,17083N",-4.37306,,,,,,,,,,
,,,,Geosite 7,,"32,15389N",-4.36722,,,,,,,,,,
,,,,Geosite 8,,"32,15361N",-4.37,,,,,,,,,,
,,,,Geosite 9,,"32,15361N",-4.36861,,,,,,,,,,
,,,,Geosite 10,,"32,11N",-4.37944,,,,,,,,,,
,,,,Geosite 11,,"32,10583N",-4.38861,,,,,,,,,,
,,,,Geosite 12,,"32,10361N",-4.39167,,,,,,,,,,
,,,,Geosite 13,,"32,10139N",-4.39278,,,,,,,,,,
,,,,Geosite 14,,"32,10778N",-4.38528,,,,,,,,,,
,,,,Geosite 15,,"32,10972N",-4.37972,,,,,,,,,,
,,,,Geosite 16,,"32,11361N",-4.37667,,,,,,,,,,
,,,,Geosite 17,,"32,14444N",-4.37167,,,,,,,,,,
,,,,Geosite 18,,"32,14361N",-4.37222,,,,,,,,,,
,,,,Geosite 19,,"32,14389N",-4.37361,,,,,,,,,,
,,,,Geosite 20,,"32,14389N",-4.375,,,,,,,,,,
,,,,Geosite 21,,"32,14056N",-4.35778,,,,,,,,,,
,,,,Geosite 22,,"32,14083N",-4.35722,,,,,,,,,,
,,,,Geosite 23,,"32,135N",-4.3575,,,,,,,,,,
,,,,Geosite 24,,"32,13389N",-4.35306,,,,,,,,,,
,,,,Geosite 25,,"32,13389N",-4.35222,,,,,,,,,,
,,,,Geosite 26,,"32,13389N",-4.35083,,,,,,,,,,
,,,,Geosite 27,,"32,13861N",-4.36167,,,,,,,,,,
,,,,Geosite 28,,"32,13833N",-4.36111,,,,,,,,,,
,,,,Geosite 29,,"32,14639N",-4.36444,,,,,,,,,,
,,,,Geosite 30,,"32,14444N",-4.36361,,,,,,,,,,
,,,,Geosite 31,,"32,32222N",-4.54833,,,,,,,,,,
,,,,Geosite 32,,"32,32278N",-4.54806,,,,,,,,,,
,,,,Geosite 33,,"32,22167N",-4.52139,,,,,,,,,,
,,,,Geosite 34,,"32,22083N",-4.52639,,,,,,,,,,
,,,,Geosite 35,,"32,21972N",-4.53028,,,,,,,,,,
,,,,Geosite 36,,"32,22639N",-4.50028,,,,,,,,,,
,,,,Geosite 37,,"32,22833N",-4.49861,,,,,,,,,,
,,,,Geosite 38,,"32,22611N",-4.49389,,,,,,,,,,
,,,,Geosite 39,,"32,23028N",-4.49333,,,,,,,,,,
,,,,Geosite 40,,"32,22917N",-4.49417,,,,,,,,,,
,,,,Geosite 41,,"32,22833N",-4.49806,,,,,,,,,,
,,,,Geosite 42,,"32,22972N",-4.49194,,,,,,,,,,
,,,,Geosite 43,,"32,23139N",-4.48556,,,,,,,,,,
,,,,Geosite 44,,"32,23194N",-4.48528,,,,,,,,,,
,,,,Geosite 45,,"32,23222N",-4.48111,,,,,,,,,,
,,,,Geosite 46,,"32,23361N",-4.47833,,,,,,,,,,
,,,,Geosite 47,,"32,23556N",-4.47528,,,,,,,,,,
,,,,Geosite 48,,"32,23472N",-4.47472,,,,,,,,,,
,,,,Geosite 49,,"32,235N",-4.47472,,,,,,,,,,
,,,,Geosite 50,,"32,23528N",-4.47444,,,,,,,,,,
,,,,Geosite 51,,"32,23556N",-4.47389,,,,,,,,,,
,,,,Geosite 52,,"32,23611N",-4.47306,,,,,,,,,,
,,,,Geosite 53,,"32,23639N",-4.47278,,,,,,,,,,
,,,,Geosite 54,,"32,15944N",-4.36028,,,,,,,,,,
,,,,Geosite 55,,"32,17194N",-4.3675,,,,,,,,,,
,,,,Geosite 56,,"32,14722N",-4.38139,,,,,,,,,,
,,,,Geosite 57,,"32,13444N",-4.36222,,,,,,,,,,
,,,,Geosite 58,,"32,13333N",-4.36306,,,,,,,,,,
,,,,Geosite 59,,"32,13361N",-4.36278,,,,,,,,,,
,,,,Geosite 60,,"32,13389N",-4.36278,,,,,,,,,,
,,,,Geosite 61,,"32,13417N",-4.36222,,,,,,,,,,
,,,,Geosite 62,,"32,13472N",-4.36194,,,,,,,,,,
,,,,Geosite 63,,"32,13472N",-4.36194,,,,,,,,,,
,,,,Geosite 64,,"32,13417N",-4.36278,,,,,,,,,,
,,,,Geosite 65,,"32,13556N",-4.36167,,,,,,,,,,
,,,,Geosite 66,,"32,13556N",-4.36139,,,,,,,,,,
,,,,Geosite 67,,"32,13556N",-4.36111,,,,,,,,,,
,,,,Geosite 68,,"32,13278N",-4.36172,,,,,,,,,,
,,,,Geosite 69,,"32,13389N",-4.36306,,,,,,,,,,
,,,,Geosite 70,,"32,135N",-4.36222,,,,,,,,,,
,,,,Geosite 71,,"32,135N",-4.36222,,,,,,,,,,
,,,,Geosite 72,,"32,13556N",-4.36194,,,,,,,,,,
,,,,Geosite 73,,"32,12528N",-4.35944,,,,,,,,,,
,,,,Geosite 74,,"32,125N",-4.35944,,,,,,,,,,
,,,,Geosite 75,,"32,125N",-4.35972,,,,,,,,,,
,,,,Geosite 76,,"32,12472N",-4.35944,,,,,,,,,,
,,,,Geosite 77,,"32,12444N",-4.35944,,,,,,,,,,
,,,,Geosite 78,,"32,12417N",-4.35972,,,,,,,,,,
,,,,Geosite 79,,"32,12361N",-4.35972,,,,,,,,,,
,,,,Geosite 80,,"32,12361N",-4.36,,,,,,,,,,
,,,,Geosite 81,,"32,12306N",-4.36028,,,,,,,,,,
,,,,Geosite 82,,"32,12278N",-4.36028,,,,,,,,,,
,,,,Geosite 83,,"32,09222N",-4.36444,,,,,,,,,,
,,,,Geosite 84,,"32,09222N",-4.36333,,,,,,,,,,
,,,,Geosite 85,,"32,09139N",-4.36528,,,,,,,,,,
,,,,Geosite 86,,"32,09139N",-4.36611,,,,,,,,,,
,,,,Geosite 87,,"32,09139N",-4.36667,,,,,,,,,,
,,,,Geosite 88,,"32,09111N",-4.36667,,,,,,,,,,
,,,,Geosite 89,,"32,09111N",-4.36722,,,,,,,,,,
,,,,Geosite 90,,"32,09111N",-4.36806,,,,,,,,,,
,,,,Geosite 91,,"32,09083N",-4.36806,,,,,,,,,,
,,,,Geosite 92,,"32,09083N",-4.36917,,,,,,,,,,
,,,,Geosite 93,,"32,09111N",-4.36972,,,,,,,,,,
,,,,Geosite 94,,"32,09083N",-4.37028,,,,,,,,,,
,,,,Geosite 95,,"32,09056N",-4.37111,,,,,,,,,,
,,,,Geosite 96,,"32,09028N",-4.37111,,,,,,,,,,
,,,,Geosite 97,,"32,09028N",-4.37222,,,,,,,,,,
,,,,Geosite 98,,"32,09028N",-4.37306,,,,,,,,,,
,,,,Geosite 99,,"32,09056N",-4.37306,,,,,,,,,,
,,,,Geosite 100,,"32,09056N",-4.37222,,,,,,,,,,
,,,,Geosite 101,,"32,10306N",-4.37611,,,,,,,,,,
,,,,Geosite 102,,"32,10278N",-4.37667,,,,,,,,,,
,,,,Geosite 103,,"32,10222N",-4.3775,,,,,,,,,,
,,,,Geosite 104,,"32,1025N",-4.37778,,,,,,,,,,
,,,,Geosite 105,,"32,10222N",-4.37889,,,,,,,,,,
,,,,Geosite 106,,"32,10167N",-4.38028,,,,,,,,,,
,,,,Geosite 107,,"32,10139N",-4.38111,,,,,,,,,,
,,,,Geosite 108,,"32,10139N",-4.38139,,,,,,,,,,
,,,,Geosite 109,,"32,10111N",-4.38167,,,,,,,,,,
,,,,Geosite 110,,"32,10056N",-4.38389,,,,,,,,,,
,,,,Geosite 111,,"32,10028N",-4.38333,,,,,,,,,,
,,,,Geosite 112,,"32,09972N",-4.38417,,,,,,,,,,
,,,,Geosite 113,,"32,09778N",-4.38722,,,,,,,,,,
,,,,Geosite 114,,"32,09667N",-4.38806,,,,,,,,,,
,,,,Geosite 115,,"32,09611N",-4.38833,,,,,,,,,,
,,,,Geosite 116,,"32,095N",-4.38889,,,,,,,,,,
,,,,Geosite 117,,"32,09333N",-4.38972,,,,,,,,,,
,,,,Geosite 118,,"32,09278N",-4.38972,,,,,,,,,,
,,,,Geosite 119,,"32,09222N",-4.39,,,,,,,,,,
,,,,Geosite 120,,"32,09083N",-4.39056,,,,,,,,,,
Western High Atlas,Souss-Massa,"Ait Haddou et al., 2025","Late Carboniferous Paleoflora of El Menizla Formation (Argana Corridor, Morocco): Implications for Geotourism and Geoconservation",Ida-Ou’Zal massif of the Argana Basin,,30°40.87′N,09°6.02′W,,,,,,,,,,
Middle Atlas,Beni Mellal-Khenifra,"Hili et al., 2024","Inventory, Evaluation, and Mapping of the Geological and Geomorphological Sites of the Tazekka National Park (Middle Eastern Atlas, Morocco)",Ras El Ma Waterfalls,,"34° 8'57.79""N","4° 0'17.92""W",,,,,,,,,,
,,,,Ras El Ma resurgence,,"34° 8'49.36""N","4° 0'45.85""W",,,,,,,,,,
,,,,Sidi Majbar complex,,"34° 8'36.02""N","4° 1'51.83""W",,,,,,,,,,
,,,,Generalized erosion at Sidi Majbar,,"34° 7'59.68""N","4° 2'10.87""W",,,,,,,,,,
,,,,Holm Oak on lapie,,"34° 7'52.30""N","4° 2'31.44""W",,,,,,,,,,
,,,,Jbel Bou Massoud lapies field,,"34° 7'32.60""N","4° 3'8.19""W",,,,,,,,,,
,,,,Ponor Dayet Chiker,,"34° 6'13.75""N","4° 3'55.65""W",,,,,,,,,,
,,,,Dayet Chiker chasm,,"34° 6'0.05""N","4° 4'18.38""W",,,,,,,,,,
,,,,Dayet Chiker Polje,,"34° 5'56.89""N","4° 4'38.68""W",,,,,,,,,,
,,,,Friouato chasm,,"34° 5'35.08""N","4° 5'48.91""W",,,,,,,,,,
,,,,Habiat under the Dayet Chiker escapment,,"34° 5'34.10""N","4° 6'33.71""W",,,,,,,,,,
,,,,Ain Becher doline,,"34° 3'57.55""N","4° 6'21.28""W",,,,,,,,,,
,,,,Old lead pencil,,"34° 4'8.34""N","4° 7'1.42""W",,,,,,,,,,
,,,,Jbel Bou Slama cave,,"34° 4'14.39""N","4° 7'11.89""W",,,,,,,,,,
,,,,Bab Boudir anticlinal,,"34° 4'46.93""N","4° 8'16.16""W",,,,,,,,,,
,,,,Bab Boudir complex,,"34° 0'16.05""N","4°10'22.78""W",,,,,,,,,,
,,,,Dhar feurn waterfalls,,"34° 5'6.34""N","4° 9'58.22""W",,,,,,,,,,
,,,,Ain Admame exsurgence,,"34° 4'47.13""N","4°11'19.58""W",,,,,,,,,,
,,,,Volcano-sedimentary complex,,"34° 4'52.66""N","4° 8'48.84""W",,,,,,,,,,
,,,,Beni Senane acriculture terraces,,"34° 9'34.92""N","4° 6'35.85""W",,,,,,,,,,
,,,,Tazekka massif,,"34°10'35.04""N","4° 6'37.34""W",,,,,,,,,,
,,,,Ouled Lakhal gorges,,"34°10'8.45""N","4° 5'56.13""W",,,,,,,,,,
,,,,El Qelaa complex,,"34° 7'42.84""N","4° 7'38.65""W",,,,,,,,,,
,,,,El Qelaa landslide,,"34° 6'19.27""N","4° 3'59.67""W",,,,,,,,,,
,,,,Jbel Bou Massoud anticlinal,,"34°11'47.86""N","4°12'30.72""W",,,,,,,,,,
,,,,Jbel Bou Massoud fossilized lapies field,,"34°12'39.58""N","4°10'3.48""W",,,,,,,,,,
,,,,Tighigha fossilized lapies field,,"34°12'52.95""N","4° 8'7.73""W",,,,,,,,,,
,,,,Tighigha complex,,"34°13'4.46""N","4° 5'24.64""W",,,,,,,,,,
,,,,Clonial millitary camp,,"34°12'30.31""N","4° 8'7.29""W",,,,,,,,,,
,,,,Ain Khebbab exsurgence,,"34°10'54.33""N","4° 9'42.04""W",,,,,,,,,,
Rif,Tanger-Tétouan-Al Hoceïma,Ben Ali et al.2023,"Inventory and Quantitative Assessment of Belyounech Commune Geosites (East of the Site of Biological and Ecological Interest of Jbel Moussa, Northern Moroccan Rif)",The massive dolomites of the Tizgarine unit,M,"35°52'22.47""N","5°25'15.68""W",,,,,,,,,,
,,,,Calipso cave,G,"35°53'9.53""N","5°24'35.16""W",,,,,,,,,,
,,,,the source and catchment basin of the water,H&G,"35°53'15.79""N","5°23'25.86""W",,,,,,,,,,
,,,,"Ras Leona rocky coast and Karst (Lapiés, doline and cave)","G,S","35°55'14.44""N","5°24'6.77""W",,,,,,,,,,
,,,,Predorsal sandstone of Bel Younech,S&PT,"35°54'27.65""N","5°23'8.94""W",,,,,,,,,,
,,,,The cliff of Ras Leona,SG&G,"35°54'44.33""N","5°24'19.74""W",,,,,,,,,,
Middle Atlas,Fès-Meknès,Baadi et al.2020,"Methodological Proposal for Assessment Geosites: its Application
 in Bou-Iblane Region (Middle Atlas, Morocco)",Ammonitico-rosso of Taffert,PL,"33°39'20.98""N","4°11'14.80""W",,,,,,,,,,
,,,,Volcano of Bou-Iblane,V,"33°39'38.67""N","4° 6'41.37""W",,,,,,,,,,
