Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Elevation_m,Slope_deg,Ruggedness,Dist_to_Highway_m,LULC_Friction,Dist_to_Settlement_m
loc_00080,"Faiult mirror-gradin 
crystallization",31.89871388888889,-8.863727777777777,Marrakech-Saf,335.52435302734375,8.223339209273426,4.68259765625,50.25985818213582,0.2,49637.87279148787
loc_00081,Karst networks of barite,31.907641666666667,-8.850891666666666,Marrakech-Saf,351.10430908203125,7.228864914567178,4.060523681640625,24.228934619903416,0.15,48105.55344241848
loc_00082,Calcite crystals,31.91326388888889,-8.84191388888889,Marrakech-Saf,375.6792297363281,1.6621177237577756,0.733424072265625,17.195013913392756,0.2,47089.532358763536
loc_00083,"Cambrian sandstone & shale,Gray massive Cambrian limestones",31.917627777777778,-8.835375,Marrakech-Saf,368.66827392578125,3.846160216345754,2.38003662109375,7.774381189879271,0.15,46326.978481368074
loc_00084,The western tip of the Cambrian crest,31.930247222222224,-8.828119444444445,Marrakech-Saf,369.34722900390625,5.4616528870483245,2.9679541015625,33.7765718877266,0.2,44800.541275025134
loc_00089,Cap Beddouza,32.55083333333333,-9.272777777777778,Marrakech-Safi,11.860176086425781,6.6317852258604075,2.806850471496582,306.2546866780887,0.1,28129.043672929147
loc_00094,beach of Sidi Bouzide,33.22591944444444,-8.555186111111112,Marrakech-Safi,0.0,3.00676456072625,0.7773285102844238,210.32595282187933,0.9,5586.782223275792
loc_00095,The source Lalla Mira,32.31843333333334,-9.25405,Marrakech-Safi,0.0,0.0,0.0,346.6768487242137,0.9,2515.794311624218
loc_00096,The wave of Saf,32.32473055555556,-9.28336388888889,Marrakech-Safi,0.0,0.0,0.0,1227.9583053189583,0.9,4988.493583657566
loc_00098,The caldera of the Michliffen,33.41329722222222,-5.079908333333333,Draa-Tafilalet & Fès-Méknès,1869.6600341796875,8.953750368578861,4.959384765625,356.0091935957427,0.15,12963.86167751399
loc_00099,Ruiniform landscape,33.287997222222224,-4.847411111111111,Draa-Tafilalet & Fès-Méknès,1893.1063232421875,5.724306711658693,2.5529296875,2752.0707309270247,0.15,13816.658646623193
loc_00100,Fairy chimneys of Assamar,31.681522222222224,-6.668716666666667,Béni Mellal-Khénifra ,1456.268798828125,27.7195152444188,17.0012060546875,923.1913669830619,0.15,78429.82426828088
loc_00105,Amsittene Fm,31.14655277777777,-9.743005555555555,Marrakech-Safi,375.937744140625,1.1775891658201618,0.6113818359375,549.9989161879427,0.1,40657.192424417124
loc_00106,Id ou Moulid Fm,31.143002777777777,-9.739027777777777,Marrakech-Safi,414.07733154296875,15.477826394253578,9.873702392578124,313.83061761655296,0.35,41069.96544294405
loc_00107,Arich Ouzella cave,31.162775,-9.700344444444443,Marrakech-Safi,452.1583251953125,24.002581102265342,15.340660400390625,806.7228167784211,0.35,39253.444995105776
loc_00108,Subvertical strata,31.141513888888888,-9.751880555555555,Marrakech-Safi,414.05694580078125,9.839578191728972,6.45735107421875,1450.3225048475335,0.15,41188.47946695576
loc_00109,Triassic-Quaternary contact,31.098191666666665,-9.822580555555556,Marrakech-Safi,44.27710723876953,14.204003470871106,7.679365005493164,71.39399882608672,0.15,46351.919300204056
