Observation_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Geosite_Type,Geological_Domain,Locality_Center_Lat,Locality_Center_Lon,Locality_Group_Key,Coordinate_Precision,Source_File,Source_Row_Ref,Center_Coord_Source,Is_Merchich_Format,Correction_Applied,Ground_Truth_Note
obs2_00504,Beni Derkoul Radiolarites,31.462677272207966,-5.093653176073825,Tanger-Al Hoceima,,Rif,,,geoheritage_expanded_20260809_group_45,point,geoheritage_expanded_20260809,775,,True,,
