Locality_ID,Dist_to_Trail_m
loc_00916,704.0674453794338
loc_01141,357.26577336737006
loc_01142,164.53689965269928
loc_01143,1230.3035807450722
loc_01144,1030.0609100554282
loc_01145,1342.662403445989
loc_01146,1646.2189263802834
loc_01147,2407.9806558713085
loc_00820,926.9319260114244
loc_00821,136.86055359483404
loc_00822,277.55716234285967
loc_00823,344.8078495868913
loc_00824,450.9738267368925
loc_00825,397.8676461063804
loc_00826,296.31227897844803
loc_00827,1043.0228568347409
loc_00828,906.8576186535267
loc_00829,892.0225020836134
loc_00830,5.169175646624189
loc_00831,702.7818467550876
loc_00832,35.037606612736944
loc_00833,23.09303469199497
loc_00834,2142.400248231304
loc_00835,1125.2572553792813
loc_00836,1621.3056304433715
loc_00837,704.7687176836428
loc_00838,1921.5639690922771
loc_00839,843.3403249417803
loc_00840,302.19601368185323
loc_00841,946.9193316297036
loc_00867,679.672435857848
loc_00868,281.14039510288075
loc_00869,1628.8903902581383
loc_00870,95.51307004887977
loc_00871,135.84894359669227
loc_00872,374.7457364489929
loc_00873,1053.8887332267707
loc_00874,588.1500564026239
loc_00875,608.1923061517782
loc_00876,45.477161199366556
loc_00877,273.89678784306517
loc_00878,595.7838470419947
loc_00879,898.4249767484871
loc_00880,1902.22407199357
loc_00881,116.41358735666041
loc_00882,4.690418714518551
loc_00883,29.61402192705229
loc_00884,276.75576976704394
loc_00885,559.3225832486539
loc_00886,422.9081161454079
loc_00887,382.2410993557486
loc_00888,1674.9058032306673
loc_00889,2103.519469393106
loc_00890,669.5272365042479
loc_00891,806.146349750466
loc_00892,1075.6578573011968
loc_00893,833.0846611568845
loc_00894,519.8686976684842
loc_00895,958.4016224146145
loc_00896,1117.1029829529855
loc_00897,56.18013868643091
loc_00898,206.48233962950792
loc_00899,104.3564881482539
loc_00900,142.093664216859
loc_00901,610.5956994575398
loc_00902,120.7391590752477
loc_00903,90.92835549704049
loc_00904,238.88472330429678
loc_00905,604.3806599406304
loc_00906,588.411651546631
loc_00907,340.884998527245
loc_00908,1252.0877804977902
loc_00909,550.7891188642068
loc_00910,509.41037327705095
loc_00912,7.593479716278617
loc_00913,441.0080984286094
loc_00914,38.76235327387257
loc_00915,430.7634335585327
loc_01020,311.7204152572764
loc_01021,495.422160058563
loc_01022,534.6173609758732
loc_01023,180.45360436979925
loc_01024,664.3815514587848
loc_01025,53.825236327252156
loc_01026,28.64551832783649
loc_01027,1090.834679174741
loc_01028,1333.6210428704012
loc_01029,2656.806908575038
loc_01030,1087.739368793716
loc_01031,120.31342882885629
loc_01032,292.4101443831603
loc_01033,995.0595298452331
loc_01034,1246.3724124469766
loc_01035,638.8579209893106
loc_01037,263.1283508693216
loc_01038,442.65363570090153
loc_00212,581.7375378176879
loc_00215,20.859786188108597
loc_00216,281.81996504662055
loc_00213,241.125218528011
loc_00214,241.125218528011
loc_00224,1545.1327148415717
loc_00211,504.75284625231313
loc_00210,179.39984163975785
loc_00205,0.7037025950727619
loc_00208,17.211060536501293
loc_00207,26.225524252606636
loc_00209,590.6128414163293
loc_00206,967.0881929105825
loc_00222,1075.9022552360782
loc_00218,185.07474196874736
loc_00204,115.69953433457124
loc_00223,18.166204231397558
loc_00221,364.6669984564277
loc_00219,375.9653489890436
loc_00217,174.51468447003086
loc_00220,589.2036776079206
loc_00106,419.87453946059094
loc_00105,3.7056620430739726
loc_00131,386.97534655626697
loc_00133,6542.193875186536
loc_00129,281.83745530042324
loc_00092,1576.0024514144916
loc_00095,1576.0024514144916
loc_00139,1613.9877955750549
loc_00096,233.1879599340653
loc_00097,233.1879599340653
loc_00135,2949.7250893173386
loc_00103,3219.3740427990106
loc_00088,3423.5582660181503
loc_00089,3423.5582660181503
loc_00090,5759.2396706363215
loc_00137,4255.3697702245645
loc_00102,98.47891383959706
loc_00125,190.1625640359404
loc_00126,83.70375476214312
loc_00117,530.2151632097518
loc_00138,46.68697630813365
loc_00093,399.2485352184433
loc_00091,108.62693882480897
loc_00132,2612.292466604909
loc_00100,2667.5875109151866
loc_00111,172.5911788158132
loc_00134,686.1241731869446
loc_00099,887.9234155903545
loc_00123,447.42195303617166
loc_00121,2957.8917780620486
loc_00263,223.17385629424007
loc_00264,223.17385629424007
loc_00265,5561.387062146911
loc_00267,207.04153454018797
loc_00266,6841.4736225005745
loc_00261,707.4094652886823
loc_00262,707.4094652886823
