Locality_ID,Geosite_Name,Region,Reference,Title
loc_00436,Stromatolites,Tanger-Tétouan-Al Hoceima,AbdelMaksoud et al.2025,"Preserving Geoheritage in Chefchaouen-Morocco, After a Well Accident: A Focus on Sustainability"
loc_00437,Caristified cave stalactite,Tanger-Tétouan-Al Hoceima,AbdelMaksoud et al.2025,"Preserving Geoheritage in Chefchaouen-Morocco, After a Well Accident: A Focus on Sustainability"
loc_00438,Karastified limestone rocks eroded,Tanger-Tétouan-Al Hoceima,AbdelMaksoud et al.2025,"Preserving Geoheritage in Chefchaouen-Morocco, After a Well Accident: A Focus on Sustainability"
loc_00439,Hill shades of limestone rocks,Tanger-Tétouan-Al Hoceima,AbdelMaksoud et al.2025,"Preserving Geoheritage in Chefchaouen-Morocco, After a Well Accident: A Focus on Sustainability"
loc_00440,Targha mica-shist,Tanger-Tétouan-Al Hoceima,Aoulad Sidi-Mhend et al.2019,The Geological Heritage of the Talassemtane National Park and the Ghomara coast Natural Area (NW of Morocco)
loc_00441,Beni Bousera Kinzigites,Tanger-Tétouan-Al Hoceima,Aoulad Sidi-Mhend et al.2019,The Geological Heritage of the Talassemtane National Park and the Ghomara coast Natural Area (NW of Morocco)
loc_00442,Tihissasse fan delta,Tanger-Tétouan-Al Hoceima,Aoulad Sidi-Mhend et al.2019,The Geological Heritage of the Talassemtane National Park and the Ghomara coast Natural Area (NW of Morocco)
loc_00443,Thedolerite sill of Ouzoud,Béni Mellal-Khénifra,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †"
loc_00444,Ouzoud travertines,Béni Mellal-Khénifra,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †"
loc_00445,Estuary of Oued Tassakht,Béni Mellal-Khénifra,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †"
loc_00446,Oued EL Abid gorges and caves,Béni Mellal-Khénifra,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †"
loc_00447,Azilal formation intruded by Tanaghmelt sill,Béni Mellal-Khénifra,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †"
loc_00448,Zaouit Tanaghmelt,Béni Mellal-Khénifra,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †"
loc_00449,Basaltic flows of Ouzoud,Béni Mellal-Khénifra,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †"
loc_00450,Ouzoud springs,Béni Mellal-Khénifra,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †"
loc_00451,Radiating dykes Taghia-n-Ait Boulmane,Béni Mellal-Khénifra,Louz et al.2022a,"Geological heritage of the Taguelft syncline (M'Goun Geopark): Inventory, assessment, and promotion for geotourism development (Central High Atlas, Morocco)"
loc_00452,Travertines of Tighalghalt,Béni Mellal-Khénifra,Louz et al.2022a,"Geological heritage of the Taguelft syncline (M'Goun Geopark): Inventory, assessment, and promotion for geotourism development (Central High Atlas, Morocco)"
loc_00453,The community granaries of Taghia-n-Ait Boulmane,Béni Mellal-Khénifra,Louz et al.2022a,"Geological heritage of the Taguelft syncline (M'Goun Geopark): Inventory, assessment, and promotion for geotourism development (Central High Atlas, Morocco)"
loc_00454,wadi Ziz canyon,Drâa-Tafilalet,Manaouch et al.2025,Enhancing Geotourism in Southeastern Morocco through Machine Learning‑Based Geomorphosite Identification
loc_00455,Hammat Moulay Ali Cherif,Drâa-Tafilalet,Manaouch et al.2025,Enhancing Geotourism in Southeastern Morocco through Machine Learning‑Based Geomorphosite Identification
loc_00456,Hassan Addakhil Dam Lake,Drâa-Tafilalet,Manaouch et al.2025,Enhancing Geotourism in Southeastern Morocco through Machine Learning‑Based Geomorphosite Identification
loc_00457,Tunnel Zaabel,Drâa-Tafilalet,Manaouch et al.2025,Enhancing Geotourism in Southeastern Morocco through Machine Learning‑Based Geomorphosite Identification
loc_00458,Ziz Valley Ait Atmane,Drâa-Tafilalet,Manaouch et al.2025,Enhancing Geotourism in Southeastern Morocco through Machine Learning‑Based Geomorphosite Identification
loc_00459,Waterfall,Drâa-Tafilalet,Manaouch et al.2025,Enhancing Geotourism in Southeastern Morocco through Machine Learning‑Based Geomorphosite Identification
loc_00460,Panoramic view from the Kettara intrusion,Marrakech-Safi,Kaid Rassou et.2019,THE VULGARIZATION FOR THE PATRIMONIALIZATION OF THE KETTARA GEODIVERSITY (CENTRAL JBILET) MOROCCO
loc_00461,Mineralized quartz-chlorite vein cutting the schists at a low angle in the Kettara gossan,Marrakech-Safi,Kaid Rassou et.2019,THE VULGARIZATION FOR THE PATRIMONIALIZATION OF THE KETTARA GEODIVERSITY (CENTRAL JBILET) MOROCCO
loc_00462,"Mineralized quartz-chlorite vein cutting the schists at a 
low angle in the Kettara gossan",Marrakech-Safi,Kaid Rassou et.2019,THE VULGARIZATION FOR THE PATRIMONIALIZATION OF THE KETTARA GEODIVERSITY (CENTRAL JBILET) MOROCCO
loc_00463,"Specimen from the drill core showing a mineralized quartz-chlorite 
vein crosscut by a carbonate (CC) vein",Marrakech-Safi,Kaid Rassou et.2019,THE VULGARIZATION FOR THE PATRIMONIALIZATION OF THE KETTARA GEODIVERSITY (CENTRAL JBILET) MOROCCO
loc_00464,Intrusion affected by subvertical schistosity,Marrakech-Safi,Kaid Rassou et.2019,THE VULGARIZATION FOR THE PATRIMONIALIZATION OF THE KETTARA GEODIVERSITY (CENTRAL JBILET) MOROCCO
loc_00465,Panorama of a geological succession with several uncon formities (Tahannaout; Douar Sour),Marrakech-Safi, Wakass et al.2023,"Geosites of High Atlas of Marrakech (Morocco): Geological Characterization, Accessibility, and Potential Interests for Sustainable Tourism"
loc_00466,Normal faults with tilted blocks (Zawyat bou houta),Marrakech-Safi, Wakass et al.2023,"Geosites of High Atlas of Marrakech (Morocco): Geological Characterization, Accessibility, and Potential Interests for Sustainable Tourism"
loc_00467,"Syn-sedimentary tectonic geosite: Hemigraben perched on visean basement, graben, tilted block and normal faults (Tibizzit)",Marrakech-Safi, Wakass et al.2023,"Geosites of High Atlas of Marrakech (Morocco): Geological Characterization, Accessibility, and Potential Interests for Sustainable Tourism"
loc_00468,"Syn-sedimentary tectonic geosite of a 
normal fault (Aghzane",Marrakech-Safi, Wakass et al.2023,"Geosites of High Atlas of Marrakech (Morocco): Geological Characterization, Accessibility, and Potential Interests for Sustainable Tourism"
loc_00469,Moulay Brahim landscape,Marrakech-Safi, Wakass et al.2023,"Geosites of High Atlas of Marrakech (Morocco): Geological Characterization, Accessibility, and Potential Interests for Sustainable Tourism"
loc_00470,Asni anticlinorium,Marrakech-Safi, Wakass et al.2023,"Geosites of High Atlas of Marrakech (Morocco): Geological Characterization, Accessibility, and Potential Interests for Sustainable Tourism"
loc_00471,Imlil landscape,Marrakech-Safi, Wakass et al.2023,"Geosites of High Atlas of Marrakech (Morocco): Geological Characterization, Accessibility, and Potential Interests for Sustainable Tourism"
loc_00472,Aerial courses and B tree climbing in Terre d’Amanar tourist site (Tahannaout),Marrakech-Safi, Wakass et al.2023,"Geosites of High Atlas of Marrakech (Morocco): Geological Characterization, Accessibility, and Potential Interests for Sustainable Tourism"
loc_00473,Jbel Irhoud,Doukkala-Abda,Enniouar et al.2015,The Geoheritage of the Doukkala-Abda Region (Morocco): An Opportunity for Local Socio-Economic Sustainable Development
loc_00474,Consolidated and unconsolidated dunes,Doukkala-Abda,Enniouar et al.2015,The Geoheritage of the Doukkala-Abda Region (Morocco): An Opportunity for Local Socio-Economic Sustainable Development
loc_00475,Oualidia caves,Doukkala-Abda,Enniouar et al.2015,The Geoheritage of the Doukkala-Abda Region (Morocco): An Opportunity for Local Socio-Economic Sustainable Development
loc_00476,Oualidia Lagoon,Doukkala-Abda,Enniouar et al.2015,The Geoheritage of the Doukkala-Abda Region (Morocco): An Opportunity for Local Socio-Economic Sustainable Development
loc_00477,Talaat Lakraa mixed flysch,Tanger-Tétouan-Al Hoceima,Ben Ali et al.2025,From inventory and quantitative assessment of geosites to sustainable development: Case study of the Flyshs georoad of the Tangier Peninsula
loc_00478,Beni Ider of Sidi Kankouch,Tanger-Tétouan-Al Hoceima,Ben Ali et al.2025,From inventory and quantitative assessment of geosites to sustainable development: Case study of the Flyshs georoad of the Tangier Peninsula
loc_00479,The Upper Cretaceous of the Beni Ider nappe and the Italian Castle,Tanger-Tétouan-Al Hoceima,Ben Ali et al.2025,From inventory and quantitative assessment of geosites to sustainable development: Case study of the Flyshs georoad of the Tangier Peninsula
loc_00480,Phoenician Necropolises and the Numidian,Tanger-Tétouan-Al Hoceima,Ben Ali et al.2025,From inventory and quantitative assessment of geosites to sustainable development: Case study of the Flyshs georoad of the Tangier Peninsula
loc_00481,The Numidian of Cap Spartel,Tanger-Tétouan-Al Hoceima,Ben Ali et al.2025,From inventory and quantitative assessment of geosites to sustainable development: Case study of the Flyshs georoad of the Tangier Peninsula
loc_00482,Achakar calcarenites,Tanger-Tétouan-Al Hoceima,Ben Ali et al.2025,From inventory and quantitative assessment of geosites to sustainable development: Case study of the Flyshs georoad of the Tangier Peninsula
loc_00483,Grotte Hercule,Tanger-Tétouan-Al Hoceima,Ben Ali et al.2025,From inventory and quantitative assessment of geosites to sustainable development: Case study of the Flyshs georoad of the Tangier Peninsula
loc_00484,"Red layers, layers of gypsum, interstratified basalt flow B2",Béni Mellal-Khénifra,Rais et al.2021,"Geological heritage in the M'Goun geopark: A proposal of geo-itineraries around the Bine El Ouidane dam (Central High Atlas, Morocco)"
loc_00485,Houses and the granaries cover the sum mits of the red brick hills surrounding the lake,Béni Mellal-Khénifra,Rais et al.2021,"Geological heritage in the M'Goun geopark: A proposal of geo-itineraries around the Bine El Ouidane dam (Central High Atlas, Morocco)"
loc_00486,Silty and sandstone strata tracks of footprints of theropod and sauropod dinosaurs,Béni Mellal-Khénifra,Rais et al.2021,"Geological heritage in the M'Goun geopark: A proposal of geo-itineraries around the Bine El Ouidane dam (Central High Atlas, Morocco)"
loc_00487,Cross-stratification and current ripples) of Guettioua and Jbel Sidal Fms,Béni Mellal-Khénifra,Rais et al.2021,"Geological heritage in the M'Goun geopark: A proposal of geo-itineraries around the Bine El Ouidane dam (Central High Atlas, Morocco)"
loc_00488,Troglodyte construction of the Ait Aloui and Ait Izza douars,Béni Mellal-Khénifra,Rais et al.2021,"Geological heritage in the M'Goun geopark: A proposal of geo-itineraries around the Bine El Ouidane dam (Central High Atlas, Morocco)"
loc_00489,Spring of Ain El Ghazi,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00490,Canyon of Hansala,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00491,Timskar Waterfalls,Béni Mellal-Khénifra,Louz et al.2024,"Identification of Potential Areas for the Development of Geotourism 
in the Northern Part of the M’goun Geopark (Morocco) Using 
Multi‑Criteria Analysis and Sig"
loc_00492,Tazerkount ruiniformes landscapes,Béni Mellal-Khénifra,Louz et al.2024,"Identification of Potential Areas for the Development of Geotourism 
in the Northern Part of the M’goun Geopark (Morocco) Using 
Multi‑Criteria Analysis and Sig"
loc_00493,Ruiniformes Landscapes of Oribaa,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00494,Caves of Orbiaa,Béni Mellal-Khénifra,Louz et al.2024,"Identification of Potential Areas for the Development of Geotourism 
in the Northern Part of the M’goun Geopark (Morocco) Using 
Multi‑Criteria Analysis and Sig"
loc_00495,Caves of Ain El ghazi,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00496,Ain Orbiaa,Béni Mellal-Khénifra,Louz et al.2024,"Identification of Potential Areas for the Development of Geotourism 
in the Northern Part of the M’goun Geopark (Morocco) Using 
Multi‑Criteria Analysis and Sig"
loc_00497,Ruiniformes Landscapes of Tassemit,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00498,Travertines of El Ksiba,Béni Mellal-Khénifra,Louz et al.2024,"Identification of Potential Areas for the Development of Geotourism 
in the Northern Part of the M’goun Geopark (Morocco) Using 
Multi‑Criteria Analysis and Sig"
loc_00499,Panoramic view of rurate,Béni Mellal-Khénifra,Louz et al.2024,"Identification of Potential Areas for the Development of Geotourism 
in the Northern Part of the M’goun Geopark (Morocco) Using 
Multi‑Criteria Analysis and Sig"
loc_00500,Spring of Tamoudjout,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00501,Spring of Ouchrah,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00502,Panoramic view of   Beni Mellal city,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00503,Caves of the cliffs of Timoulilte,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00504,Cave of the cliffs of Tanougha,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00505,Cave of Foum El Ancer,Béni Mellal-Khénifra,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM
loc_00506,Sebkha Talaklekt,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00507,Sebkhet Dkhayla,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00508,Sebkhat Fares,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00509,Sebkha of Imili,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00510,Sebkhat Ad-Dam,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00511,Sebkha of Skaymate,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00512,Sebkhat Aridal,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00513,Sebkha Oum Dba,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00514,Sebkha Tizfourine,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00515,Sebkha Tah,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00516,Sebkha Tazgha,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00517,Sebkha Lahmira,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00518,Sebkha Zima,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00519,Sebkha Lamhaguen,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges"
loc_00520,Akchour Dam,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00521,Sidi Abdel Hamid Ecomuseum,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00522,Sidi Abdel Hamid Lookout,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00523,Bab Taza Phtanites,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00524,Ametrasse fallen blocks,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00525,Jbel Chrafate Panorama,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00526,Koudiat Sbaâ Panorama,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00527,Raghdat Southern entry of TNP,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00528,Jbel Bou Slimane Panorama,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00529,Jbel Kelti Panorama,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00530,Oued El Kelaa Gorge and waterfall,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00531,Jbel Tissouka Panorama,Tanger-Tétouan-Al Hoceima,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)"
loc_00532,Ammonites from Alma,Souss-Massa,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)"
loc_00533,The anticlinal fold of the Paradis Valley,Souss-Massa,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)"
loc_00534,The gorges of the Paradise Valley,Souss-Massa,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)"
loc_00535,Imouzzer Ida-Outanane faults and fold,Souss-Massa,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)"
loc_00536,Imouzzer Ida-Outanane waterfalls,Souss-Massa,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)"
loc_00537,The Moulay Abd Allah dam,Souss-Massa,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)"
loc_00538,Imi Ouggoug cave,Souss-Massa,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)"
loc_00539,Assif n’El Had cave,Souss-Massa,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)"
loc_00540,The Birfichou chasm,Souss-Massa,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)"
loc_00541,The Win Timdwin cave,Souss-Massa,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)"
loc_00542,Beni Moussa spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00543,Boujmil spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00544,Zarjoun spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00545,Al Kouf spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00546,Polje of Fahs Lamhar,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00547,Onsar spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00548,Azeroual spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00549,Al Mashar cave,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00550,Alouiya spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00551,Al Keddane spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00552,Limestone pavement of Bhar Nazef,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00553,Doline of Dersa Mountain,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00554,Torreta spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00555,Zarka spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00556,Taht Lghar cave,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00557,Uvala of Dar Akhanous,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00558,Al Hamma cave,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00559,Moukdassen spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00560,Limestone pavement of Jebala,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00561,Spring of Mountain Moussa,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00562,Knadel cave,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00563,Complex of cavities of Mountain Kelti,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00564,Achakrade spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00565,Kelti spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00566,Bouattou spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00567,Avens of Kayat,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00568,Ifahssa old cave,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00569,Block of Limestone Rocks,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00570,Travertine of Ifahsa,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00571,Ifahsa spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00572,Oued Adelmane cave,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00573,Al Kalaa spring,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
loc_00574,Ruiniform Chaos of Bab Al Arz,Tanger-Tétouan-Al Hoceima,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development
