Excel_Row_Index,Geosite_Name,Geosite_Type,Geological_Domain,Administrative_Region,Latitude_WGS84,Longitude_WGS84,Elevation_m,Slope_deg,Ruggedness,Dist_to_Dam_m,Dist_to_River_m,LULC_Class,Soil_Class,Geology_Class,Domain_Geosite_Count,Region_Geosite_Count,Dist_to_Highway_m,Dist_to_Piste_m,Accessibility,Accessibility_v1,Fuzzy_Accessibility_Score,Fuzzy_Accessibility_Category
207,Ras El Oued cave,K,Middle Atlas,Fès-Meknès,33.95916666666667,-4.0,965.8265380859376,2.7823052406311035,91.82048034667967,10883.9052734375,0.0,11.0,9.0,71.0,34.0,34.0,1673.6256,0.0,Moderate,,0.7139644588793925,Easy
208,Chaâra lapiaz,K,Middle Atlas,Fès-Meknès,33.97361111111111,-4.224722222222223,2015.2296142578125,4.323432445526123,601.7003173828125,14182.83984375,2599.881591796875,13.0,9.0,71.0,34.0,34.0,3742.3406,0.0,Difficult,Difficult,0.46942133209508896,Moderate
209, Chaâra cave,K,Middle Atlas,Fès-Meknès,33.95583333333334,-4.246111111111111,1686.005126953125,4.435854434967041,238.18165588378903,17256.09375,0.0,13.0,9.0,71.0,34.0,34.0,4879.415,0.0,Difficult,Difficult,0.54080507879587,Easy
210,GueltaTameda Lake,K,Middle Atlas,Fès-Meknès,33.81777777777778,-4.081666666666666,965.8265380859376,2.7823052406311035,91.82048034667967,23668.640625,1656.8048095703125,5.0,9.0,18.0,34.0,34.0,2366.864,0.0,Moderate,,0.7139644588793925,Easy
211,Taffert canyons,K,Middle Atlas,Fès-Meknès,33.72138888888889,-4.2275,2138.688720703125,60.83537673950195,1025.5059814453125,36882.71484375,2599.881591796875,10.0,9.0,,34.0,34.0,1673.6256,1183.432,Difficult,Difficult,1.6604526358705888e-05,Difficult
212, Aïn Sebou,K,Middle Atlas,Fès-Meknès,33.73694444444445,-4.532777777777778,1603.698974609375,10.149120330810549,528.0364379882812,31682.953125,1183.4320068359375,4.0,9.0,71.0,34.0,34.0,1183.432,0.0,Difficult,Difficult,0.5302167776320716,Easy
213,Addan onion peels,G,Anti-Atlas ,Souss-Massa,29.213335,-8.203033,965.8265380859376,2.7823052406311035,91.82048034667967,16782.720703125,1183.4320068359375,,,,32.0,4.0,12184.178,5292.4688,Difficult,,2.539667943495886e-08,Difficult
214,Akka badlands,G,Anti-Atlas ,Souss-Massa,29.483864,-8.295043,554.2958984375,0.4980932772159576,9.596549034118652,12540.7099609375,4966.74560546875,5.0,7.0,60.0,32.0,4.0,2366.864,3742.3406,Moderate,Moderate,0.2832825674114755,Moderate
216,Imitek Karsts,G,Anti-Atlas ,Souss-Massa,29.603338,-8.251098,616.0255126953125,0.1761069595813751,67.4509048461914,3313.609619140625,1183.4320068359375,5.0,7.0,,32.0,4.0,1183.432,5917.16,Moderate,Moderate,0.8701810982304434,Easy
217,Issafenflat-irons,G,Anti-Atlas ,Souss-Massa,29.854611,-8.533996,1295.051025390625,4.688625812530518,138.64613342285156,11113.25390625,0.0,5.0,3.0,49.0,32.0,4.0,0.0,0.0,Easy,Moderate,0.9178737750276688,Easy
218,Tadakoust Pyramids,G,Anti-Atlas ,Souss-Massa,29.270107,-8.678496,533.7193603515625,1.451902985572815,24.60913276672364,45185.0859375,2366.864013671875,5.0,7.0,60.0,32.0,4.0,2366.864,1673.6256,Moderate,Moderate,0.28252590263057864,Moderate
219,Issafen chevrons,G,Anti-Atlas ,Souss-Massa,29.850649,-8.512572,1212.744873046875,4.622594356536865,146.9255828857422,10166.509765625,1183.4320068359375,5.0,3.0,49.0,32.0,4.0,1183.432,1183.432,Moderate,Moderate,0.8080703137595807,Easy
222,Alougoum Pyramid,G,Anti-Atlas ,Souss-Massa,29.442398,-8.264208,821.7908325195312,1.2450683116912842,98.37539672851562,15366.271484375,5913.49072265625,5.0,7.0,46.0,32.0,4.0,0.0,0.0,Easy,Moderate,0.9620226921338625,Easy
224,Tamzrart Petrified waterfall,G,Anti-Atlas ,Souss-Massa,29.339495,-8.52788,554.2958984375,2.7543861865997314,65.77281188964844,37851.4765625,1183.4320068359375,5.0,7.0,61.0,32.0,4.0,3347.2512,1183.432,Difficult,Moderate,0.23831929842722338,Difficult
225,Foum Zguid water gap,G,Anti-Atlas ,Souss-Massa,30.140782,-6.877585,801.2142944335938,4.9468865394592285,93.56848907470705,32167.333984375,2599.881591796875,5.0,7.0,,32.0,4.0,0.0,1673.6256,Easy,Moderate,0.955951570073832,Easy
226,Tissint water gap,G,Anti-Atlas ,Souss-Massa,29.91642,-7.374716,616.0255126953125,0.352208524942398,13.013214111328123,60569.703125,0.0,5.0,7.0,,32.0,4.0,2646.2344,2646.2344,Moderate,Moderate,0.1644908684024378,Difficult
227,Sidi Rezzoug water gap,G,Anti-Atlas ,Souss-Massa,29.748743,-7.659674,492.5663146972656,2.996258497238159,45.63356018066406,40222.0078125,1183.4320068359375,5.0,7.0,28.0,32.0,4.0,1183.432,3347.2512,Moderate,Moderate,0.8705974483458453,Easy
228,Tata water gap,G,Anti-Atlas ,Souss-Massa,29.705037,-7.986517,595.448974609375,1.026761531829834,25.843881607055664,25769.46484375,1656.8048095703125,5.0,7.0,61.0,32.0,4.0,0.0,0.0,Easy,Moderate,0.9833193076289021,Easy
229,Akka water gap,G,Anti-Atlas ,Souss-Massa,29.475754,-8.277655,533.7193603515625,0.5283054709434509,26.67044258117676,12770.05859375,4256.6865234375,5.0,7.0,24.0,32.0,4.0,1183.432,3347.2512,Moderate,Moderate,0.876674727180901,Easy
230,Ait Ouabelli water gap,G,Anti-Atlas ,Souss-Massa,29.240173,-8.53858,883.5203857421875,6.835554122924805,170.5863037109375,48269.34765625,5199.76318359375,5.0,7.0,46.0,32.0,4.0,0.0,0.0,Easy,Moderate,0.8574937412161018,Easy
231,Icht water gap,G,Anti-Atlas ,Souss-Massa,29.086675,-8.85169,410.26019287109375,0.5568816661834717,17.459327697753906,62448.51171875,5913.49072265625,5.0,7.0,,32.0,4.0,2646.2344,0.0,Moderate,Moderate,0.7301716243523307,Easy
232,Fam El Hisn water gap,G,Anti-Atlas ,Souss-Massa,29.06027,-8.925848,430.8367309570313,0.5568816661834717,17.76715660095215,56279.9921875,0.0,5.0,7.0,,32.0,4.0,3347.2512,2646.2344,Difficult,Moderate,0.03301895982899109,Difficult
233,Tizgui Ida Ou Baloul water gap,G,Anti-Atlas ,Souss-Massa,29.741683,-8.50205,1253.89794921875,1.2450675964355469,45.63441848754883,12540.7099609375,0.0,5.0,3.0,,32.0,4.0,1183.432,1183.432,Moderate,Moderate,0.8734370947967097,Easy
234,Ibn Yaakoub water gap,G,Anti-Atlas ,Souss-Massa,30.068945,-7.954123,1212.744873046875,7.8266921043396,185.1138153076172,10166.509765625,1183.4320068359375,5.0,9.0,33.0,32.0,4.0,3742.3406,0.0,Moderate,Difficult,0.6095460051762006,Easy
235,Rokan water gap,G,Anti-Atlas ,Souss-Massa,29.983764,-7.95061,862.94384765625,3.397202253341675,102.1393051147461,3550.2958984375,0.0,5.0,7.0,,32.0,4.0,0.0,0.0,Easy,Moderate,0.9555876431645526,Easy
236,Targant water gap,G,Anti-Atlas ,Souss-Massa,29.912618,-7.684191,657.1785888671875,1.026761531829834,73.9562759399414,30983.90234375,0.0,5.0,9.0,,32.0,4.0,5292.4688,1183.432,Difficult,Moderate,0.23842224934086834,Difficult
237,Alougoum water gap,G,Anti-Atlas ,Souss-Massa,30.089514,-6.910584,657.1785888671875,0.2490513324737548,16.335351943969727,34552.546875,2366.864013671875,5.0,7.0,60.0,32.0,4.0,3550.296,0.0,Moderate,Moderate,0.7305151484802199,Easy
238,Desert mermaid,G,Anti-Atlas ,Souss-Massa,29.646508,-7.756531,471.9898071289063,0.0,9.164299011230469,42082.4765625,1183.4320068359375,5.0,7.0,,32.0,4.0,11227.021,9541.134,Difficult,Moderate,9.521628459615669e-11,Difficult
241,Draa double winged eye,G,Anti-Atlas ,Souss-Massa,29.028776,-8.591492,348.5306091308594,0.3937810361385345,12.318367958068848,70706.8515625,1183.4320068359375,5.0,7.0,61.0,32.0,4.0,10910.704,5020.877,Difficult,Difficult,7.702014025869563e-08,Difficult
242,Tagragra of Tata inlier,G,Anti-Atlas ,Souss-Massa,29.899215,-7.94165,636.60205078125,3.872446298599243,116.82251739501952,9456.4501953125,2366.864013671875,5.0,7.0,,32.0,4.0,5917.16,4733.728,Difficult,Difficult,5.303914827465145e-05,Difficult
243,Agouliz inlier,G,Anti-Atlas ,Souss-Massa,29.751482,-8.161377,780.6377563476562,0.3937808275222778,11.640446662902832,15854.318359375,1183.4320068359375,5.0,7.0,8.0,32.0,4.0,5917.16,0.0,Moderate,Moderate,0.7306744040646472,Easy
244,Aigou inlier,G,Anti-Atlas ,Souss-Massa,29.737174,-8.320678,801.2142944335938,2.119640350341797,52.9327392578125,11582.958984375,0.0,5.0,3.0,8.0,32.0,4.0,9242.899,1183.432,Difficult,Moderate,0.23939165722069228,Difficult
246,Tagragra of Akka inlier,G,Anti-Atlas ,Souss-Massa,29.460147,-8.677734,657.1785888671875,3.0065534114837646,92.04312896728516,23883.310546875,0.0,5.0,7.0,56.0,32.0,4.0,4266.925,1183.432,Difficult,Difficult,0.23568781296744912,Difficult
247,Alougoum gorge,G,Anti-Atlas ,Souss-Massa,30.308991,-6.837444,1212.744873046875,15.302905082702637,269.9215087890625,37392.7734375,0.0,5.0,3.0,8.0,32.0,4.0,0.0,3550.296,Easy,Difficult,0.5447783351476294,Easy
248,Tlit gorge,G,Anti-Atlas ,Souss-Massa,30.278531,-7.062836,780.6377563476562,0.2490513324737548,85.1138916015625,29549.109375,0.0,5.0,7.0,14.0,32.0,4.0,6034.343,3742.3406,Difficult,Moderate,4.068927535849447e-05,Difficult
249,Aguinane gorge,G,Anti-Atlas ,Souss-Massa,30.195719,-7.540216,883.5203857421875,0.5283054709434509,19.40521812438965,48454.66796875,0.0,5.0,3.0,8.0,32.0,4.0,0.0,0.0,Easy,Moderate,0.9846165024585941,Easy
250,Tagmout gorge,G,Anti-Atlas ,Souss-Massa,29.971009,-8.257101,1665.4285888671875,7.577104091644287,173.85159301757812,20351.361328125,0.0,5.0,7.0,49.0,32.0,4.0,0.0,0.0,Easy,Moderate,0.8466746243080305,Easy
251,Agouliz gorge,G,Anti-Atlas ,Souss-Massa,29.732906,-8.189294,821.7908325195312,9.551473617553713,146.7727813720703,12540.7099609375,1183.4320068359375,5.0,7.0,,32.0,4.0,4266.925,0.0,Moderate,Difficult,0.6498956146907878,Easy
252, Aygou gorge,G,Anti-Atlas ,Souss-Massa,29.734488,-8.261025,1048.1326904296875,7.374342441558838,144.0850372314453,9700.47265625,1183.4320068359375,11.0,7.0,,32.0,4.0,5917.16,0.0,Moderate,Difficult,0.665879503067651,Easy
253,Targant gorge,G,Anti-Atlas ,Souss-Massa,29.481527,-8.375144,554.2958984375,0.5283054709434509,10.07937240600586,18683.548828125,3783.313720703125,5.0,7.0,24.0,32.0,4.0,10650.888,3742.3406,Difficult,Moderate,1.2812855499230271e-05,Difficult
254,Tamzrart gorge,G,Anti-Atlas ,Souss-Massa,29.361629,-8.518739,513.1428833007812,0.3937797546386719,59.10002136230469,35717.62890625,1183.4320068359375,5.0,7.0,,32.0,4.0,4879.415,0.0,Moderate,Moderate,0.7255844566652878,Easy
255,Tadakoust gorge,G,Anti-Atlas ,Souss-Massa,29.254602,-8.694864,554.2958984375,0.6349359750747681,24.63673591613769,48017.984375,0.0,5.0,7.0,60.0,32.0,4.0,0.0,0.0,Easy,Moderate,0.983965005469858,Easy
256,Ighir Ighnain gorge,G,Anti-Atlas ,Souss-Massa,29.227937,-8.924098,595.448974609375,8.592934608459473,164.1712188720703,56265.31640625,2366.864013671875,5.0,7.0,,32.0,4.0,3550.296,1183.432,Difficult,Difficult,0.20996301009266777,Difficult
257,Tamanart canyon,G,Anti-Atlas ,Souss-Massa,29.167098,-8.958087,574.8724365234375,0.8978980183601379,71.0413589477539,58191.82421875,0.0,5.0,7.0,,32.0,4.0,0.0,0.0,Easy,Moderate,0.9746013535484069,Easy
258,Foum Zguid mesa,G,Anti-Atlas ,Souss-Massa,29.888118,-6.827353,554.2958984375,0.7260682582855225,29.099506378173828,26949.228515625,4966.74560546875,5.0,7.0,,32.0,4.0,16096.415,2646.2344,Difficult,Moderate,0.0010239641161736003,Difficult
259,Addana Onion Peels,G,Anti-Atlas ,Souss-Massa,29.21444444444444,-8.233055555555556,430.8367309570313,78.46427917480469,192.1747283935547,40935.73828125,0.0,5.0,7.0,82.0,32.0,4.0,9242.899,6694.5024,Difficult,Difficult,2.627650413075488e-09,Difficult
260,Foum Zguid stream,H,Anti-Atlas ,Souss-Massa,30.09611111111111,-6.887499999999999,657.1785888671875,1.1136581897735596,57.75514221191406,32418.69921875,1183.4320068359375,5.0,7.0,60.0,32.0,4.0,1183.432,0.0,Moderate,Moderate,0.87140372342086,Easy
261,"Badlands of Akka (glaciofluvial,
 fluviomarine, & stream alluviums)",G,Anti-Atlas ,Souss-Massa,29.47055555555556,-8.293055555555556,533.7193603515625,0.4980932772159576,17.18465805053711,13483.7861328125,5199.76318359375,5.0,7.0,,32.0,4.0,2366.864,3550.296,Moderate,Moderate,0.28310710191940963,Moderate
263,Hearts of Tata,G,Anti-Atlas ,Souss-Massa,29.36722222222222,-8.321944444444444,616.0255126953125,2.119640588760376,93.53993225097656,25055.736328125,6856.568359375,5.0,7.0,46.0,32.0,4.0,4266.925,1673.6256,Difficult,Difficult,0.04603994604195351,Difficult
264,Karsts of Imitek,G,Anti-Atlas ,Souss-Massa,29.61583333333333,-8.261111111111111,616.0255126953125,1.5043121576309204,61.039947509765625,1656.8048095703125,0.0,5.0,7.0,,32.0,4.0,0.0,4266.925,Easy,Moderate,0.9765812144686536,Easy
265,ssafen’s Flatiron,G,Anti-Atlas ,Souss-Massa,29.84722222222222,-8.516944444444444,1233.3214111328125,2.996260166168213,100.5820541381836,11349.94140625,0.0,5.0,3.0,49.0,32.0,4.0,1183.432,0.0,Moderate,Moderate,0.8531773265212578,Easy
266,Pyramids of Tadakoust,G,Anti-Atlas ,Souss-Massa,29.32638888888889,-8.531111111111112,636.60205078125,2.119641065597534,75.95393371582031,39034.91015625,1656.8048095703125,5.0,7.0,61.0,32.0,4.0,2646.2344,1673.6256,Moderate,Moderate,0.1620958238325889,Difficult
279,Jbel Younech Ruiniform aspects,G,Rif,Tanger-Tétouan-Al Hoceïma,35.896051,-5.390169,60.45918273925781,1.2697172164916992,49.75267028808594,0.0,0.0,11.0,10.0,7.0,40.0,40.0,0.0,0.0,Easy,Moderate,0.9794461978144374,Easy
284,Mujer Muerta,G&SG,Rif,Tanger-Tétouan-Al Hoceïma,35.908787,-5.389026,39.88265228271485,1.071091890335083,48.95479202270508,0.0,1183.4320068359375,13.0,10.0,7.0,40.0,40.0,0.0,0.0,Easy,Easy,0.9798838195355729,Easy
285,Laila Island,"SG,Hi",Rif,Tanger-Tétouan-Al Hoceïma,35.916551,-5.406037,60.45918273925781,2.4889614582061768,58.81288909912109,0.0,2599.881591796875,4.0,10.0,,40.0,40.0,1183.432,0.0,Moderate,Easy,0.8691230108660112,Easy
286,The Terraces of Ras Leona,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.92068,-5.401799,60.45918273925781,2.4889614582061768,58.81288909912109,0.0,2599.881591796875,4.0,10.0,,40.0,40.0,1183.432,0.0,Moderate,Easy,0.8691230108660112,Easy
288,Jbel Chendir ,S&SG,Rif,Tanger-Tétouan-Al Hoceïma,35.906329,-5.38799,39.88265228271485,1.071091890335083,48.95479202270508,0.0,1183.4320068359375,13.0,10.0,7.0,40.0,40.0,0.0,0.0,Easy,Easy,0.9798838195355729,Easy
289,Socio-cultural complex,C,Rif,Tanger-Tétouan-Al Hoceïma,35.90611111111111,-5.388055555555556,39.88265228271485,1.071091890335083,48.95479202270508,0.0,1183.4320068359375,13.0,10.0,7.0,40.0,40.0,0.0,0.0,Easy,Easy,0.9798838195355729,Easy
290,The travertine terraces of Bel Younech,"S,PL&C",Rif,Tanger-Tétouan-Al Hoceïma,35.907023,-5.393334,39.88265228271485,1.071091890335083,48.95479202270508,0.0,1183.4320068359375,13.0,10.0,7.0,40.0,40.0,0.0,0.0,Easy,Easy,0.9798838195355729,Easy
291,Low coast of the SBEI of Jbel Moussa and islands,G&C,Rif,Tanger-Tétouan-Al Hoceïma,35.909169,-5.393398,39.88265228271485,1.071091890335083,48.95479202270508,0.0,1183.4320068359375,13.0,10.0,7.0,40.0,40.0,0.0,0.0,Easy,Easy,0.9798838195355729,Easy
294, Akhfénir Cliff,SG,Sahara,Dakhla-Oued Eddahab,28.15,-12.066666666666666,266.2244873046875,0.4980930089950561,25.686891555786133,20111.00390625,22481.53515625,10.0,6.0,27.0,19.0,10.0,5292.4688,6034.343,Difficult,Moderate,0.0002636651782168278,Difficult
295,Naїla Lagoon,H,Sahara,Dakhla-Oued Eddahab,28.05,-12.1,163.3418426513672,3.561300039291382,72.67215728759766,24582.36328125,13949.822265625,5.0,,32.0,19.0,10.0,2646.2344,6694.5024,Moderate,Moderate,0.16176411446502237,Difficult
296,Sand dunes,G,Sahara,Dakhla-Oued Eddahab,28.15,-12.1,204.49490356445312,2.782305955886841,63.67961883544922,18224.849609375,20824.73046875,10.0,7.0,,19.0,10.0,6372.9766,6900.535,Difficult,Moderate,1.7513485732373387e-05,Difficult
297,Steady dunes,G,Sahara,Dakhla-Oued Eddahab,28.05,-12.266666666666667,163.3418426513672,1.1811938285827637,33.93568801879883,10883.9052734375,6856.568359375,5.0,7.0,,19.0,10.0,5917.16,2366.864,Difficult,Moderate,0.003117668936362416,Difficult
298,Tinouchad daya,H,Sahara,Dakhla-Oued Eddahab,28.05,-12.116666666666667,142.7653045654297,1.5943043231964111,67.84142303466797,23398.931640625,12766.390625,5.0,7.0,32.0,19.0,10.0,2366.864,7577.662,Moderate,Moderate,0.28015113088496607,Moderate
299,Tazgha salt Flats,M,Sahara,Dakhla-Oued Eddahab,27.9,-12.333333333333334,225.0714263916016,0.7260681986808777,21.52578353881836,24852.072265625,8284.0244140625,5.0,6.0,27.0,19.0,10.0,0.0,0.0,Easy,Moderate,0.9841662141393798,Easy
300,Khaoui Naàm Wadi,H,Sahara,Dakhla-Oued Eddahab,27.666666666666668,-12.216666666666669,266.2244873046875,0.5568816661834717,11.812995910644531,52751.7109375,4256.6865234375,5.0,6.0,27.0,19.0,10.0,22978.094,1183.432,Difficult,Moderate,0.24130370945104182,Difficult
301,Echguiguen Site,Ar,Sahara,Dakhla-Oued Eddahab,27.98,-12.266666666666667,204.49490356445312,2.0603904724121094,45.3505859375,17966.15234375,2366.864013671875,5.0,6.0,27.0,19.0,10.0,0.0,0.0,Easy,Moderate,0.978977080156732,Easy
302,Akhfennir Sinkhole,Sp,Sahara,Dakhla-Oued Eddahab,28.166666666666668,-12.05,266.2244873046875,0.3522094488143921,15.042128562927246,20569.701171875,23901.65625,10.0,6.0,27.0,19.0,10.0,6900.535,8284.024,Difficult,Moderate,4.739755353583114e-06,Difficult
303,Amtoudi travertines ,S,Sahara,Guelmim-Oued Noun,29.23935,-9.168466666666667,945.25,4.971653938293457,103.0833969116211,37392.7734375,1183.4320068359375,5.0,9.0,,19.0,4.0,2366.864,1183.432,Moderate,Difficult,0.2731626316597383,Moderate
304,Amtoudi waterfall and Bougaa source,H,Sahara,Guelmim-Oued Noun,29.23933333333333,-9.168466666666667,945.25,4.971653938293457,103.0833969116211,37392.7734375,1183.4320068359375,5.0,9.0,,19.0,4.0,2366.864,1183.432,Moderate,Difficult,0.2731626316597383,Moderate
306,Adrar ZerZem,Ar,Sahara,Guelmim-Oued Noun,28.926,-9.042,369.1071472167969,0.3937810361385345,21.99325180053711,36882.71484375,0.0,5.0,7.0,14.0,19.0,4.0,5917.16,6900.535,Difficult,Moderate,5.5350113219199095e-05,Difficult
307,Abaynou station,H&G,Sahara,Guelmim-Oued Noun,29.093,-10.019,595.448974609375,4.2805023193359375,114.0646743774414,14182.83984375,2599.881591796875,5.0,6.0,,19.0,4.0,0.0,0.0,Easy,Moderate,0.944542932987787,Easy
308,Pigeon cave,G,Sahara,Guelmim-Oued Noun,29.3,-9.695,780.6377563476562,4.280503273010254,101.05923461914062,29567.451171875,0.0,5.0,6.0,14.0,19.0,4.0,2646.2344,0.0,Moderate,Difficult,0.7072477601281922,Easy
309,Assaka Basin,H,Sahara,Guelmim-Oued Noun,29.116666666666667,-10.416666666666666,204.49490356445312,0.7260688543319702,24.691850662231445,25085.08984375,0.0,5.0,7.0,10.0,19.0,4.0,0.0,0.0,Easy,Moderate,0.9838435284180411,Easy
310,Asrir Oasis,C,Sahara,Guelmim-Oued Noun,29.074,-9.432,595.448974609375,3.319061040878296,95.2760772705078,43786.984375,1183.4320068359375,5.0,9.0,,19.0,4.0,0.0,1183.432,Easy,Moderate,0.959849794369713,Easy
339,Ali Thilat Dam,H,Rif,Tanger-Tétouan-Al Hoceïma,35.181758358106,-5.239428901052023,883.5203857421875,9.48238468170166,296.58758544921875,28384.021484375,1656.8048095703125,13.0,9.0,,40.0,40.0,3347.2512,0.0,Difficult,Difficult,0.4676806651999361,Moderate
340,Quarry of blocks ,GM,Rif,Tanger-Tétouan-Al Hoceïma,35.17831677014425,-5.226483300457814,862.94384765625,8.028785705566406,295.12908935546875,29800.470703125,2366.864013671875,13.0,9.0,32.0,40.0,40.0,3742.3406,1183.432,Difficult,Difficult,0.1578073912387006,Difficult
341,Rueda Nummilitic succession ,SG,Rif,Tanger-Tétouan-Al Hoceïma,33.75431809475165,-5.246702609118411,1830.040771484375,1.0565228462219238,46.58594131469727,13250.76953125,11834.3203125,15.0,3.0,71.0,40.0,40.0,1183.432,1183.432,Moderate,Moderate,0.8735256778428392,Easy
342,Talâat Adrhosse Klippe ,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.24709269284413,-5.183919234627224,862.94384765625,6.806554317474365,245.12306213378903,22455.85546875,1183.4320068359375,15.0,3.0,,40.0,40.0,0.0,0.0,Easy,Difficult,0.7076547051560144,Easy
343,Oued Laou Gorge ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.235550758142985,-5.1797965490221145,1027.55615234375,8.408731460571289,296.7176818847656,23398.931640625,1656.8048095703125,13.0,,,40.0,40.0,1183.432,0.0,Difficult,Difficult,0.5705787812564783,Easy
344,Ibouharen Fold,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.24543329036464,-5.15818572568217,616.0255126953125,4.535290718078613,147.63320922851562,23883.310546875,0.0,15.0,,32.0,40.0,40.0,2366.864,0.0,Moderate,Difficult,0.6718817248425516,Easy
345,Tirinesse Basin ,S,Rif,Tanger-Tétouan-Al Hoceïma,35.28305489894164,-5.130659902793731,1151.0152587890625,9.890663146972656,350.2606201171875,22481.53515625,3313.609619140625,15.0,9.0,69.0,40.0,40.0,5917.16,1183.432,Difficult,Difficult,0.1483817398397162,Difficult
346,Koudiat Achacha ,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.2710502173657,-5.12157746130065,883.5203857421875,6.001735687255859,222.47625732421875,24138.33984375,1656.8048095703125,13.0,9.0,69.0,40.0,40.0,6372.9766,0.0,Difficult,Difficult,0.5582941989422895,Easy
347,"Dune,beachand cliffs of Kaâ Asrascoast",S,Rif,Tanger-Tétouan-Al Hoceïma,35.3746530740449,-5.024382099022211,1253.89794921875,12.05183219909668,325.01422119140625,25299.759765625,3783.313720703125,8.0,,25.0,40.0,40.0,1183.432,0.0,Difficult,Difficult,0.5189698573010493,Easy
348,Targha mica-shist ,PT,Rif,Tanger-Tétouan-Al Hoceïma,35.412906152617786,-5.028550441283678,1171.591796875,15.854135513305664,384.19769287109375,24600.708984375,1656.8048095703125,13.0,9.0,,40.0,40.0,1183.432,1673.6256,Difficult,Difficult,0.4277360066190972,Moderate
349,Stehat gneiss,PT,Rif,Tanger-Tétouan-Al Hoceïma,35.45561402078408,-5.096308659865039,1953.5,2.7823052406311035,263.2817077636719,17751.48046875,3783.313720703125,13.0,3.0,25.0,40.0,40.0,0.0,0.0,Easy,Difficult,0.6963218528920234,Easy
350,Beni Bousera Kinzigites ,PT,Rif,Tanger-Tétouan-Al Hoceïma,35.48207414879903,-5.131463767369714,1809.4642333984373,8.227495193481445,225.6839599609375,14667.2177734375,1656.8048095703125,11.0,9.0,25.0,40.0,40.0,0.0,0.0,Easy,Difficult,0.7331895260896027,Easy
351,Tihissasse fan delta,G,Rif,Tanger-Tétouan-Al Hoceïma,35.474510865016946,-5.113093485521536,1830.040771484375,10.357747077941896,266.01129150390625,15617.6328125,1656.8048095703125,8.0,9.0,25.0,40.0,40.0,0.0,1183.432,Easy,Difficult,0.6484644827968084,Easy
352,BeniBousera Peridotitic Complex ,PT,Rif,Tanger-Tétouan-Al Hoceïma,35.52732169189336,-5.194990926733846,513.1428833007812,8.212812423706055,232.3250732421875,10883.9052734375,0.0,10.0,,25.0,40.0,40.0,0.0,0.0,Easy,Difficult,0.7206186631433391,Easy
353,Talambote bad lands ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.26757228863778,-5.2099195120724495,986.403076171875,5.660786151885986,209.4752349853516,19382.6015625,3783.313720703125,15.0,,32.0,40.0,40.0,1183.432,1183.432,Difficult,Difficult,0.6964001566036409,Easy
354,Talambote Thrusting,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.27923536008803,-5.217673993338394,965.8265380859376,4.562334537506104,180.96875,17966.15234375,3313.609619140625,8.0,3.0,,40.0,40.0,1183.432,0.0,Moderate,Difficult,0.754478894058343,Easy
355,Akchour landslide ,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.24979614976434,-5.183912408238101,862.94384765625,6.806554317474365,245.12306213378903,22455.85546875,1183.4320068359375,15.0,3.0,,40.0,40.0,0.0,0.0,Easy,Difficult,0.7076547051560144,Easy
356,Akchour Gorge,G,Rif,Tanger-Tétouan-Al Hoceïma,35.282857705057545,-5.230557221259563,862.94384765625,4.9001078605651855,209.5753173828125,17733.134765625,2599.881591796875,13.0,,24.0,40.0,40.0,0.0,0.0,Easy,Difficult,0.7842937287745109,Easy
357,Sidi Abdel Hamid,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.206791028756705,-5.310092889130856,471.9898071289063,4.149006366729736,149.98239135742188,25085.08984375,0.0,8.0,9.0,32.0,40.0,40.0,0.0,0.0,Easy,Moderate,0.9038649438733523,Easy
358,Ras Ma Spring ,H,Rif,Tanger-Tétouan-Al Hoceïma,35.21833195677501,-5.318756095870113,533.7193603515625,5.2799391746521,161.56761169433594,23901.65625,1183.4320068359375,15.0,9.0,32.0,40.0,40.0,0.0,0.0,Easy,Moderate,0.8812204048221286,Easy
359,BabTazaPhtanites ,GM,Rif,Tanger-Tétouan-Al Hoceïma,35.2793230292996,-5.442327293994906,471.9898071289063,1.2450677156448364,133.69613647460938,16782.720703125,1183.4320068359375,11.0,,,40.0,40.0,1183.432,0.0,Moderate,Difficult,0.830243555868579,Easy
360,Bouhala Landslice,G,Rif,Tanger-Tétouan-Al Hoceïma,35.313233448135364,-5.438441306152264,780.6377563476562,9.50128173828125,288.9940490722656,18199.169921875,3313.609619140625,8.0,,24.0,40.0,40.0,3742.3406,0.0,Difficult,Difficult,0.47152928249456333,Moderate
361,Chrafate Spring ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.36118505312328,-5.418168222746441,1171.591796875,14.022329330444336,299.1166076660156,13483.7861328125,5199.76318359375,15.0,,70.0,40.0,40.0,3550.296,0.0,Difficult,Difficult,0.41095701968115267,Moderate
