Excel_Row_Index,Geosite_Name,Geosite_Type,Geological_Domain,Administrative_Region,Latitude_WGS84,Longitude_WGS84,Coordinate_Extraction_Method
258,Foum Zguid mesa,G,Anti-Atlas ,Souss-Massa,29.888118,-6.827353,Numeric DMS
259,Addana Onion Peels,G,Anti-Atlas ,Souss-Massa,29.214444444444442,-8.233055555555556,Numeric DMS
260,Foum Zguid stream,H,Anti-Atlas ,Souss-Massa,30.09611111111111,-6.887499999999999,DMS
261,"Badlands of Akka (glaciofluvial,
 fluviomarine, & stream alluviums)",G,Anti-Atlas ,Souss-Massa,29.470555555555553,-8.293055555555556,Numeric DMS
262,,,Anti-Atlas ,Souss-Massa,,,No coordinates
263,Hearts of Tata,G,Anti-Atlas ,Souss-Massa,29.36722222222222,-8.321944444444444,DMS
264,Karsts of Imitek,G,Anti-Atlas ,Souss-Massa,29.615833333333335,-8.261111111111111,Numeric DMS
265,ssafen’s Flatiron,G,Anti-Atlas ,Souss-Massa,29.84722222222222,-8.516944444444444,DMS
266,Pyramids of Tadakoust,G,Anti-Atlas ,Souss-Massa,29.32638888888889,-8.531111111111112,Numeric DMS
267,Oued Tamzrart flooded,G&H,Anti-Atlas ,Souss-Massa,,,No coordinates
268,The alluvial plain of Tadakoust,S,Anti-Atlas ,Souss-Massa,,,No coordinates
269,The desiccation cracks in the Mghimima region,S,Anti-Atlas ,Souss-Massa,,,No coordinates
270,Deflation phenomenon in the Drâa plain,G,Anti-Atlas ,Souss-Massa,,,No coordinates
271,Isolation of rocks by erosion facilitated by joints ,G,Anti-Atlas ,Souss-Massa,,,No coordinates
272,The Devonian Rich,G,Anti-Atlas ,Souss-Massa,,,No coordinates
273,Engravings in Tamzrart region,En,Anti-Atlas ,Souss-Massa,,,No coordinates
274,Slab of rock carvings in the carbonate sandstones,G,Anti-Atlas ,Souss-Massa,,,No coordinates
275,engravings in Tadakous,En,Anti-Atlas ,Souss-Massa,,,No coordinates
276,Tour of Ait Ouabelli,G,Anti-Atlas ,Souss-Massa,,,No coordinates
277,Agadir Ou Adkhes,C,Anti-Atlas ,Souss-Massa,,,No coordinates
278,Tour of Ait Ouabelli,G,Anti-Atlas ,Souss-Massa,,,No coordinates
279,Jbel Younech Ruiniform aspects,G,Rif,Tanger-Tétouan-Al Hoceïma,35.896051,-5.390169,Numeric DMS
280,Abdessamad cave,G,Rif,Tanger-Tétouan-Al Hoceïma,35.896051,-5.390169,Numeric DMS
281,The massive dolomites of the Tizgarine unit,M,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
282,Calipso cave,G,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
283,the source and catchment basin of the water,H&G,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
284,Mujer Muerta,G&SG,Rif,Tanger-Tétouan-Al Hoceïma,35.908787,-5.389026,Numeric DMS
285,Laila Island,"SG,Hi",Rif,Tanger-Tétouan-Al Hoceïma,35.916551,-5.406037,Numeric DMS
286,The Terraces of Ras Leona,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.92068,-5.401799,Numeric DMS
287,"Ras Leona rocky coast and Karst (Lapiés, doline and cave)","G,S",Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
288,Jbel Chendir ,S&SG,Rif,Tanger-Tétouan-Al Hoceïma,35.906329,-5.38799,Numeric DMS
289,Socio-cultural complex,C,Rif,Tanger-Tétouan-Al Hoceïma,35.90611111111111,-5.388055555555556,DMS
290,The travertine terraces of Bel Younech,"S,PL&C",Rif,Tanger-Tétouan-Al Hoceïma,35.907023,-5.393334,Numeric DMS
291,Low coast of the SBEI of Jbel Moussa and islands,G&C,Rif,Tanger-Tétouan-Al Hoceïma,35.909169,-5.393398,Numeric DMS
292,Predorsal sandstone of Bel Younech,S&PT,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
293,The cliff of Ras Leona,SG&G,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
294, Akhfénir Cliff,SG,Sahara,Laayoune-Dakhla,28.15,-12.066666666666666,DMS
295,Naїla Lagoon,H,Sahara,Laayoune-Dakhla,28.05,-12.1,DMS
296,Sand dunes,G,Sahara,Laayoune-Dakhla,28.15,-12.1,DMS
297,Steady dunes,G,Sahara,Laayoune-Dakhla,28.05,-12.266666666666667,DMS
298,Tinouchad daya,H,Sahara,Laayoune-Dakhla,28.05,-12.116666666666667,DMS
299,Tazgha salt Flats,M,Sahara,Laayoune-Dakhla,27.9,-12.333333333333334,DMS
300,Khaoui Naàm Wadi,H,Sahara,Laayoune-Dakhla,27.666666666666668,-12.216666666666667,DMS
301,Echguiguen Site,Ar,Sahara,Laayoune-Dakhla,27.98,-12.266666666666667,DMS
302,Akhfennir Sinkhole,Sp,Sahara,Laayoune-Dakhla,28.166666666666668,-12.05,DMS
303,Amtoudi travertines ,S,Sahara,Guelmim-Oued Noun,29.23935,-9.168466666666667,DMS
304,Amtoudi waterfall and Bougaa source,H,Sahara,Guelmim-Oued Noun,29.239333333333335,-9.168466666666667,DMS
305,Amtoudi's stratigraphy,St,Sahara,Guelmim-Oued Noun,,,No coordinates
306,Adrar ZerZem,Ar,Sahara,Guelmim-Oued Noun,28.926,-9.042,DMS
307,Abaynou station,H&G,Sahara,Guelmim-Oued Noun,29.093,-10.019,DMS
308,Pigeon cave,G,Sahara,Guelmim-Oued Noun,29.3,-9.695,DMS
309,Assaka Basin,H,Sahara,Guelmim-Oued Noun,29.116666666666667,-10.416666666666666,DMS
310,Asrir Oasis,C,Sahara,Guelmim-Oued Noun,29.074,-9.432,DMS
311,Coastal cliff of the Dakhla peninsula,G,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
312,Dakhla lagoon,H,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
313,Sphinx Rock,G,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
314,Portorico beach,G&H,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
315,Lower Eocene Izik Formation with chert nodules,S&PL,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
316,Dewatering fold,S&SG,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
317,Neptunian dyke in the Izik deposits,SG,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
318,Shark tooth,PL,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
319,Miocene-Pliocene succession,St,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
320,Neolithic engravings on Lower Cretaceous sandstones,S&Hi,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
321,Metabasite,PT,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
322,metagabbro of the Adrar Souttouf massif,PT,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
323,Dliyat En’our hill offers  panorama,G,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
324,Ordovician quartzites-archean basement Uncon,SG,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
325,Undeformed kalsilite & nepheline aegyrine-bearing  with syenite vertical magmatic lineation ,SG,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
326,,,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
327,Foliated granites,SG,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
328,Basic dyke swarm,SG,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
329,Granite veins,SG,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
330,Noticenthe isoclinal fold with shear bands,SG,Sahara, Dakhla-Oued Ed-Dahab,,,No coordinates
331,Water spring,H&G,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
332,Panoramic view to the folded mountains,SG,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
333,Petrified wood intruded by iron deposits,PL,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
334,Stromatolites,PL,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
335,Caristified cave stalactite,G,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
336,Karastified limestone rocks eroded,SG,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
337,Hill shades of limestone rocks,,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
338,Karstification within the limestone strata,G,Rif,Tanger-Tétouan-Al Hoceïma,,,No coordinates
339,Ali Thilat Dam,H,Rif,Tanger-Tétouan-Al Hoceïma,35.181758358106,-5.239428901052023,Lambert Zone I
340,Quarry of blocks ,GM,Rif,Tanger-Tétouan-Al Hoceïma,35.17831677014425,-5.226483300457814,Lambert Zone I
341,Rueda Nummilitic succession ,SG,Rif,Tanger-Tétouan-Al Hoceïma,33.75431809475165,-5.246702609118411,Lambert Zone I
342,Talâat Adrhosse Klippe ,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.24709269284413,-5.183919234627224,Lambert Zone I
343,Oued Laou Gorge ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.235550758142985,-5.1797965490221145,Lambert Zone I
344,Ibouharen Fold,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.24543329036464,-5.15818572568217,Lambert Zone I
345,Tirinesse Basin ,S,Rif,Tanger-Tétouan-Al Hoceïma,35.28305489894164,-5.130659902793731,Lambert Zone I
346,Koudiat Achacha ,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.2710502173657,-5.12157746130065,Lambert Zone I
347,"Dune,beachand cliffs of Kaâ Asrascoast",S,Rif,Tanger-Tétouan-Al Hoceïma,35.3746530740449,-5.024382099022211,Lambert Zone I
348,Targha mica-shist ,PT,Rif,Tanger-Tétouan-Al Hoceïma,35.412906152617786,-5.028550441283678,Lambert Zone I
349,Stehat gneiss,PT,Rif,Tanger-Tétouan-Al Hoceïma,35.455614020784076,-5.096308659865039,Lambert Zone I
350,Beni Bousera Kinzigites ,PT,Rif,Tanger-Tétouan-Al Hoceïma,35.48207414879903,-5.131463767369714,Lambert Zone I
351,Tihissasse fan delta,G,Rif,Tanger-Tétouan-Al Hoceïma,35.474510865016946,-5.113093485521536,Lambert Zone I
352,BeniBousera Peridotitic Complex ,PT,Rif,Tanger-Tétouan-Al Hoceïma,35.52732169189336,-5.194990926733846,Lambert Zone I
353,Talambote bad lands ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.26757228863778,-5.2099195120724495,Lambert Zone I
354,Talambote Thrusting,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.27923536008803,-5.217673993338394,Lambert Zone I
355,Akchour landslide ,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.24979614976434,-5.183912408238101,Lambert Zone I
356,Akchour Gorge,G,Rif,Tanger-Tétouan-Al Hoceïma,35.282857705057545,-5.230557221259563,Lambert Zone I
357,Sidi Abdel Hamid,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.206791028756705,-5.310092889130856,Lambert Zone I
358,Ras Ma Spring ,H,Rif,Tanger-Tétouan-Al Hoceïma,35.21833195677501,-5.318756095870113,Lambert Zone I
359,BabTazaPhtanites ,GM,Rif,Tanger-Tétouan-Al Hoceïma,35.2793230292996,-5.442327293994906,Lambert Zone I
360,Bouhala Landslice,G,Rif,Tanger-Tétouan-Al Hoceïma,35.313233448135364,-5.438441306152264,Lambert Zone I
361,Chrafate Spring ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.36118505312328,-5.418168222746441,Lambert Zone I
362,Chrafate Alluvial Fan ,S,Rif,Tanger-Tétouan-Al Hoceïma,35.340635355491365,-5.440158153083255,Lambert Zone I
363,Beni Derkoul Radiolarites,PL,Rif,Tanger-Tétouan-Al Hoceïma,35.3618211825068,-5.435482141506588,Lambert Zone I
364,Jbel Chrafate,S,Rif,Tanger-Tétouan-Al Hoceïma,35.361319189135315,-5.4243391378795955,Lambert Zone I
365,Ametrasse rocks fall ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.36131919122874,-5.424328138081956,Lambert Zone I
366,AmetrasseTertiary Fm Succession ,S,Rif,Tanger-Tétouan-Al Hoceïma,35.43814464119641,-5.394612761384898,Lambert Zone I
367,Kodiat Sbaâ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.3952673598756,-5.43976561160645,Lambert Zone I
368,Raghdat Southern,G,Rif,Tanger-Tétouan-Al Hoceïma,35.299406646993035,-5.411120390022425,Lambert Zone I
369,Jbel Bou Sliman,G,Rif,Tanger-Tétouan-Al Hoceïma,35.31806624622103,-5.372840869212867,Lambert Zone I
370,Jbel Lakraa,S,Rif,Tanger-Tétouan-Al Hoceïma,35.21666666666667,-5.25,Numeric DMS
371,Oued Tassikisste Gorge ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.25584836067911,-5.048941605258649,Lambert Zone I
372,Jbel Kelti,SG,Rif,Tanger-Tétouan-Al Hoceïma,35.36118505312328,-5.418168222746441,Lambert Zone I
373,Khzanat Spring,H,Rif,Tanger-Tétouan-Al Hoceïma,35.21636688344947,-5.05173898180192,Lambert Zone I
374,Jbel Tellouja karst ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.23181859593759,-5.279753047641164,Lambert Zone I
375,Raghdat Arimlal ,G,Rif,Tanger-Tétouan-Al Hoceïma,35.16939288330852,-5.084877527601663,Lambert Zone I
376,Pont de Dieu and Farda River,G,Rif,Tanger-Tétouan-Al Hoceïma,35.28091801260875,-5.266496643168397,Lambert Zone I
377,Oued ElKelaa Gorge and waterfall,G,Rif,Tanger-Tétouan-Al Hoceïma,35.3196662940637,-5.266656014410412,Lambert Zone I
378,Tissimlane cherty limestone,S,Rif,Tanger-Tétouan-Al Hoceïma,35.23326080094855,-5.301047739972288,Lambert Zone I
379,Jbel Tissouka,S,Rif,Tanger-Tétouan-Al Hoceïma,35.25047137989931,-5.325119157861406,Lambert Zone I
380,Upper Ordovician Quartzite slump balls,S&SG,Central Massif,Rabat-Salé-Kénitra,33.599044444444445,-6.110261111111111,DMS
381,Givetian reefal lime stones Stromatoporas,S&PL,Central Massif,Rabat-Salé-Kénitra,33.54575277777778,-6.007341666666667,DMS
382,Givetian reefal lime stones Algal laminitis,S&PL,Central Massif,Rabat-Salé-Kénitra,33.556780555555555,-6.039383333333333,DMS
383,Givetian reefal lime stones Slump balls,S,Central Massif,Rabat-Salé-Kénitra,33.54856111111111,-6.030172222222222,DMS
384,Famenno-Tournai sian calcareous (Mid Devonian reef limestones) rocks falls of Tiliouine,S,Central Massif,Rabat-Salé-Kénitra,33.545833333333334,-6.0075,Numeric DMS
385,,,Central Massif,Rabat-Salé-Kénitra,,,No coordinates
386,Middle Devonian reefal limestone olistoliths within the Tournisian turbid ites West of Tiliouine,SG,Central Massif,Rabat-Salé-Kénitra,33.55333333333333,-6.070277777777777,Numeric DMS
387,Tournaisian reefal limestones Olistoliths of Tiddas,SG,Central Massif,Rabat-Salé-Kénitra,33.52833333333333,-6.251666666666667,Numeric DMS
388,Westphalian red conglomerates,SG,Central Massif,Rabat-Salé-Kénitra,33.52388888888889,-6.256388888888889,Numeric DMS
389,Granite of Zaer,SG,Central Massif,Rabat-Salé-Kénitra,33.39418611111111,-6.580788888888889,DMS
390,Variscan synoro genic Granite of Oulmes,SG,Central Massif,Rabat-Salé-Kénitra,33.441111111111105,-6.0525,Numeric DMS
391,Oulmes Granite and metamorphism aureole contact,SG,Central Massif,Rabat-Salé-Kénitra,33.441111111111105,-6.0525,Numeric DMS
392,The El Karit mine: fillonien complex with the Tin and tungsten,SG,Central Massif,Rabat-Salé-Kénitra,33.418055555555554,-6.1025,Numeric DMS
393,The El Karit mine: giant andalusite,SG,Central Massif,Rabat-Salé-Kénitra,33.4225,-6.101944444444444,Numeric DMS
394,Autunian fluviatile channels volcano-detritic Red serie of Souk Sebt,S,Central Massif,Rabat-Salé-Kénitra,33.644644444444445,-6.143858333333334,DMS
395,Autunian Trachy andesite of Tiddas,SG,Central Massif,Rabat-Salé-Kénitra,33.57888888888889,-6.270833333333333,Numeric DMS
396,Permian Rhyolite of Souk Sebt,SG,Central Massif,Rabat-Salé-Kénitra,33.64218611111111,-6.135827777777778,DMS
397,Triassic Basalts of Jbel Merzaga-Maaziz,SG,Central Massif,Rabat-Salé-Kénitra,33.686030555555554,-6.443472222222223,DMS
398,Upper Trias sic evaporate (gypsum) of Khemisset,SG,Central Massif,Rabat-Salé-Kénitra,33.621944444444445,-6.416666666666667,Numeric DMS
399,Visean-Miocene uncon,SG,Central Massif,Rabat-Salé-Kénitra,33.565216666666664,-6.749641666666666,DMS
400,Triassic-Miocene uncon of Maaziz,SG,Central Massif,Rabat-Salé-Kénitra,33.61027777777778,-6.405,Numeric DMS
401,Quaternary Basal tic flow of El Harcha,SG,Central Massif,Rabat-Salé-Kénitra,33.48583333333333,-6.158333333333334,Numeric DMS
402,Quaternary Basal tic flow of Oued Boulahmayl lavas,SG,Central Massif,Rabat-Salé-Kénitra,33.329013888888895,-6.996697222222222,DMS
403,Thedolerite sill of Ouzoud,PT,Middle Atlas,Beni Mellal-Khenifra,,,No coordinates
404,Ouzoud waterfalls,G,Middle Atlas,Beni Mellal-Khenifra,,,No coordinates
405,Ouzoud travertines,S,Middle Atlas,Beni Mellal-Khenifra,,,No coordinates
406,Estuary of Oued Tassakht ,H,Middle Atlas,Beni Mellal-Khenifra,,,No coordinates
407,Oued EL Abid gorges and caves,G,Middle Atlas,Beni Mellal-Khenifra,,,No coordinates
408,Azilal formation intruded by Tanaghmelt sill,SG&S,Middle Atlas,Beni Mellal-Khenifra,,,No coordinates
409,Zaouit Tanaghmelt ,R,Middle Atlas,Beni Mellal-Khenifra,,,No coordinates
410,Basaltic flows of Ouzoud,PT,Middle Atlas,Beni Mellal-Khenifra,,,No coordinates
411,Ouzoud springs,H,Middle Atlas,Beni Mellal-Khenifra,,,No coordinates
412,Gabroic Intrusion of Idemrane ,PT,Central High Atlas,Beni Mellal-Khénifra,32.20277777777778,-6.119999999999999,DMS
413,Sills of Idemrane,PT,Central High Atlas,Beni Mellal-Khénifra,32.275,-6.2588888888888885,Numeric DMS
414,Folded marly limstones of the Bine El OuidaneII  Fm,SG,Central High Atlas,Beni Mellal-Khénifra,32.26083333333333,-6.262777777777778,Numeric DMS
415,Fossil wood of the Azilal Fm,PL,Central High Atlas,Beni Mellal-Khénifra,32.269999999999996,-6.263888888888889,Numeric DMS
416,Chaos alteration of gabbros,S,Central High Atlas,Beni Mellal-Khénifra,32.26972222222222,-6.258611111111111,Numeric DMS
417,Red facies of the Guettioua Fm,S,Central High Atlas,Beni Mellal-Khénifra,32.21472222222223,-6.222777777777778,Numeric DMS
418,Dinosaur bone deposi tat Agard-n-Sgat,PL,Central High Atlas,Beni Mellal-Khénifra,32.23861111111111,-6.2283333333333335,Numeric DMS
419,Dinosaur footprints of Ait wissadane,PL,Central High Atlas,Beni Mellal-Khénifra,32.22777777777778,-6.248611111111111,Numeric DMS
420,Basaltic flow B1,PT,Central High Atlas,Beni Mellal-Khénifra,32.20722222222223,-6.256666666666667,Numeric DMS
421,Radiating dykes Taghia-n-Ait Boulmane,Mg,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
422, Karstic landscapes Taghia-n-Ait Boulmane,G,Central High Atlas,Beni Mellal-Khénifra,32.236644444444444,-6.119233333333333,DMS
423,Gabbroic intrusion of Taghia-n-Ait Boulmane,Mg,Central High Atlas,Beni Mellal-Khénifra,32.236644444444444,-6.119233333333333,DMS
424,Dyke of Taguelft,Mg,Central High Atlas,Beni Mellal-Khénifra,32.20916666666667,-6.118888888888889,Numeric DMS
425,Fault-fold associated with the magmatic intrusion of Ait Boulmane ,SG,Central High Atlas,Beni Mellal-Khénifra,32.193888888888885,-6.101944444444444,Numeric DMS
426,Fossiliferous site of Tighalghalt,PL,Central High Atlas,Beni Mellal-Khénifra,,,Unparseable
427,Travertines of Tighalghalt,K,Central High Atlas,Beni Mellal-Khénifra,,,Unparseable
428,Taghia-n-Ait Boulmane gorges,G,Central High Atlas,Beni Mellal-Khénifra,32.236644444444444,-6.119233333333333,DMS
429,Folded structures Taghia-n-Ait Boulmane,SG,Central High Atlas,Beni Mellal-Khénifra,32.236644444444444,-6.119233333333333,DMS
430,The community granaries of Taghia-n-Ait Boulmane,C,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
431,Ammonites and sponges fossil of  Jbel Taguendouft,PL,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
432,"Watercourse, river, lake, dam",H,Central High Atlas,Beni Mellal-Khénifra,32.10894444444445,-6.4633416666666665,DMS
433,Dinosaur footprints,PL,Central High Atlas,Beni Mellal-Khénifra,32.10691388888889,-6.458327777777778,DMS
434,Panoramic view of the Ouaouizaght Syncline,SG&S,Central High Atlas,Beni Mellal-Khénifra,32.13167777777778,-6.397130555555556,DMS
435,"Inverse fault, anticlinal fold and joint",SG,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
436,Assif Assemssil Bridge,H,Central High Atlas,Beni Mellal-Khénifra,32.10832777777778,-6.472758333333333,DMS
437,Oued Ahençal river,H,Central High Atlas,Beni Mellal-Khénifra,32.069947222222225,-6.4240305555555555,DMS
438,Oued el Abid Bridge,S,Central High Atlas,Beni Mellal-Khénifra,32.13381666666667,-6.311780555555555,DMS
439,Panoramic view of badlands and cuesta,G,Central High Atlas,Beni Mellal-Khénifra,32.09181944444445,-6.331558333333333,DMS
440,Ain Asserdoune-Tamgnounte,"H,K&C",Central High Atlas,Beni Mellal-Khénifra,32.3241,-6.3375,Numeric DMS
441,Ain El Ghazi cave,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
442,Moudj Canyon,"H,K&E",Central High Atlas,Beni Mellal-Khénifra,32.280556,-6.2975,Numeric DMS
443,Ruiniform landscape of Moudj,G&H,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
444,Idemrane landslide,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
445,Adouz dejection cone,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
446,Ajojjar waterfall,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
447,Ouchrah site,H,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
448,Tafrent Polje,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
449,Hançais,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
450,Ain Fachtals,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
451,Ain Ikhourba,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
452,Taghbaloute- n- Ouhlima,"H,K,C&E",Central High Atlas,Beni Mellal-Khénifra,32.55341501,-6.01361989,Numeric DMS
453,Jbel Boutarwa,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
454,Tit-n-Ziza Geomorphosite,G,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
455,Afla Ifran Geomorphosite,G,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
456,Chkounda Geomorphosite,G,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
457,Tichniwine Rocks,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
458,Iferd Ait Masaoud Polje,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
459,Ben Cherrou Valley,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
460,Jbel Tadawt Karst,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
461,Jbel Wawngarf karstic plateau,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
462,El Haounet karstic plateau,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
463,The Walous cliff granaries,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
464,Ain Askar,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
465,Oued El Abid meanders,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
466,Gabbroic intrusion of Idemrane,Mg,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
467,Sills of Idemrane,Mg,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
468,Folded marly limstones of the Bine El Ouidane II Fm,SG,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
469,Fossil wood of the Azilal Fm,PL,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
470,Chaos alteration of gabbros,S,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
471,Red facies of the Guettioua Fm,S,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
472,Dinosaur bone deposit of Agard-n-Sgat,PL,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
473,Dinosaur footprints at Ait Wissadane,PL,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
474,Basaltic flow B1,Mg,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
475,The Taghia-n-Ait Boulmane intrusion,Mg,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
476,Dyke of Taguelft,Mg,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
477,Fault-fold associated with the magmatic intrusion of Ait Boulmane,SG,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
478,Ouzoud waterfalls,H,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
479,Karstic spring of Ouzoud,K,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
480,Oued El Abid Gorges,G,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
481,Estuary of Oued Tissakht (Ouzoud caves),H&K,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
482,Doleritic sill of Ouzoud,SG,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
483,Zauia of Tanaghmelt,R,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
484,Basaltic flows of Ouzoud,Mg,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
485,Chocolate marl intruded by Tanaghmelt sil,St,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
486,Ouzoud travertines,K,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
487,Moudj’s lapiez,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
488,Timskar Waterfalls,K,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
489,Tazerkount Ruiniformes Landscapes,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
490,Caves of Orbiaa,K&Hi,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
491,Ain Orbiaa,K&R,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
492,Ruiniformes Landscapes of Tacmit,K,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
493,Timskar’s travertines,K,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
494,Tazzerkount Tepee Structures,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
495,travertines of El Ksiba,K,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
496,Ruiniformes Landscapes of EL Ksiba,K,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
497,Fossils of Moudj,PL,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
498,Panoramic view of Rurate,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
499,Spring of Lala Kamria,K,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
500,Panoramic view of overturned bar of Iferghas,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
501,Karst cliff of Ighir-n-Oumejjad,SG,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
502,Panoramic view of the Ait Attab syncline,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
503,The tectonic deformations of Jbel Hassan,SG,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
504,The ruiniform limestones with ammonite of the Ben Cherrou formation,PL,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
505,Panoramic view of the Cretaceous cuestas,,Central High Atlas,Beni Mellal-Khénifra,,,No coordinates
